"nie_malla_modi_id","sen_slope_tempsp","sen_slope_per_tempsp","p_value_tempsp","tau_tempsp"
1724101,0.144,1.09,0.12531,0.319
1724102,0.14,1.08,0.17048,0.286
1724103,0.142,1.08,0.18889,0.275
1724104,0.132,0.97,0.18889,0.275
1724105,0.09,0.64,0.18889,0.275
1724106,0.105,0.75,0.22844,0.253
1724107,0.145,0.98,0.27356,0.231
1724108,0.145,0.98,0.24958,0.242
1724109,0.133,0.86,0.27356,0.231
1724110,0.138,0.91,0.27356,0.231
1724111,0.132,0.86,0.27356,0.231
1724112,0.132,0.85,0.27356,0.231
1724113,0.086,0.54,0.27356,0.231
1724114,0.084,0.54,0.27356,0.231
1724115,0.082,0.52,0.27356,0.231
1724116,0.078,0.49,0.27356,0.231
1724117,0.08,0.51,0.27356,0.231
1724118,0.076,0.49,0.27356,0.231
1724119,0.076,0.48,0.27356,0.231
1724120,0.074,0.48,0.27356,0.231
1724121,0.076,0.48,0.27356,0.231
1724122,0.076,0.48,0.27356,0.231
1724123,0.074,0.47,0.27356,0.231
1724124,0.08,0.5,0.32442,0.209
1724125,0.084,0.53,0.27356,0.231
1724126,0.086,0.54,0.29754,0.22
1724127,0.09,0.56,0.27356,0.231
1724128,0.1,0.61,0.29754,0.22
1724129,0.098,0.6,0.27356,0.231
1724130,0.1,0.63,0.27356,0.231
1724131,0.106,0.65,0.29754,0.22
1724132,0.11,0.66,0.27356,0.231
1724133,0.116,0.69,0.27356,0.231
1724134,0.122,0.72,0.27356,0.231
1724135,0.123,0.71,0.27356,0.231
1726343,0.085,0.61,0.27356,0.231
1726344,0.085,0.61,0.27356,0.231
1726345,0.087,0.63,0.27356,0.231
1726354,0.086,0.61,0.35131,0.198
1726355,0.085,0.64,0.38107,0.187
1726356,0.085,0.67,0.38107,0.187
1726357,0.086,0.68,0.38107,0.187
1726358,0.085,0.72,0.38107,0.187
1726359,0.085,0.78,0.38107,0.187
1726360,0.083,0.77,0.38107,0.187
1726361,0.088,0.87,0.38107,0.187
1726362,0.088,0.97,0.41085,0.176
1726363,0.09,1.02,0.51122,0.143
1726364,0.091,1.11,0.51122,0.143
1726365,0.092,1.22,0.54644,0.132
1726366,0.096,1.32,0.54644,0.132
1726367,0.095,1.38,0.51122,0.143
1726368,0.098,1.62,0.51122,0.143
1726369,0.092,1.49,0.51122,0.143
1726370,0.092,1.61,0.58407,0.121
1726371,0.106,1.72,0.44342,0.165
1726372,0.107,1.96,0.44342,0.165
1726373,0.107,2.33,0.51122,0.143
1726374,0.1,2.63,0.51122,0.143
1726375,0.085,3.61,0.38107,0.187
1726376,0.08,5.08,0.38107,0.187
1726377,0.09,7.9,0.41085,0.176
1726378,0.092,4.63,0.44342,0.165
1726379,0.091,2.51,0.44342,0.165
1726380,0.09,3.27,0.44342,0.165
1726381,0.092,5.64,0.44342,0.165
1726382,0.094,9.37,0.476,0.154
1726383,0.098,9.33,0.51122,0.143
1726384,0.095,5.35,0.51122,0.143
1726385,0.09,3.74,0.51122,0.143
1726386,0.086,2.41,0.44342,0.165
1726387,0.085,1.87,0.44342,0.165
1726388,0.081,1.36,0.44342,0.165
1726389,0.079,1.16,0.51122,0.143
1726390,0.078,1.01,0.51122,0.143
1726391,0.083,1.16,0.51122,0.143
1726392,0.09,1.36,0.58407,0.121
1726393,0.088,1.4,0.58407,0.121
1726394,0.095,1.54,0.58407,0.121
1726395,0.09,1.35,0.51122,0.143
1726396,0.09,1.25,0.51122,0.143
1726397,0.09,1.17,0.44342,0.165
1726398,0.088,1.4,0.44342,0.165
1726399,0.09,1.63,0.44342,0.165
1726400,0.084,1.84,0.44342,0.165
1726401,0.08,2.14,0.44342,0.165
1726402,0.079,2.65,0.44342,0.165
1726403,0.083,3.25,0.44342,0.165
1726404,0.08,2.35,0.44342,0.165
1726405,0.08,1.81,0.44342,0.165
1726406,0.084,1.48,0.44342,0.165
1726407,0.081,1.26,0.51122,0.143
1726408,0.077,1.11,0.51122,0.143
1726409,0.075,1.04,0.58407,0.121
1726410,0.073,0.96,0.58407,0.121
1726411,0.062,0.75,0.58407,0.121
1726412,0.053,0.59,0.58407,0.121
1726413,0.056,0.66,0.51122,0.143
1726414,0.06,0.85,0.58407,0.121
1726415,0.062,1.2,0.74256,0.077
1726416,0.06,1.45,0.74256,0.077
1726417,0.055,1.59,0.74256,0.077
1726418,0.058,1.36,0.74256,0.077
1726419,0.058,1.13,0.74256,0.077
1726420,0.059,1.02,0.74256,0.077
1726421,0.06,0.92,0.66142,0.099
1726422,0.055,0.74,0.66142,0.099
1726423,0.052,0.63,0.66142,0.099
1726424,0.02,0.24,0.58407,0.121
1726425,0.029,0.32,0.58407,0.121
1726426,0.032,0.41,0.58407,0.121
1726427,0.035,0.52,0.58407,0.121
1726428,0.042,0.63,0.58407,0.121
1726429,0.04,0.54,0.66142,0.099
1726430,0.027,0.33,0.66142,0.099
1726431,0.021,0.24,0.86935,0.044
1726432,0.024,0.25,0.91281,0.033
1726433,0.027,0.26,0.95628,0.022
1726434,0.03,0.33,0.91281,0.033
1726435,0.029,0.34,0.86935,0.044
1726436,0.018,0.21,0.95628,0.022
1726437,0.01,0.11,0.95628,0.022
1726438,-0.004,-0.04,1,-0.011
1726439,-0.016,-0.17,1,-0.011
1726440,-0.024,-0.25,0.95628,-0.022
1726441,-0.02,-0.2,0.86935,-0.044
1726442,-0.012,-0.11,0.74256,-0.077
1726443,-0.012,-0.1,0.82667,-0.055
1726444,-0.015,-0.13,0.82667,-0.055
1726445,-0.007,-0.06,0.78398,-0.066
1726446,-0.002,-0.02,0.86935,-0.044
1726447,0,0,1,0
1726448,0.002,0.01,1,0.011
1726449,-0.002,-0.02,0.95628,-0.022
1726450,0,0,0.9561,-0.022
1726451,-0.01,-0.08,1,-0.011
1726452,-0.005,-0.04,0.95628,-0.022
1726453,0.01,0.09,1,0.011
1726454,0.005,0.05,0.95628,0.022
1726455,0.014,0.12,0.86935,0.044
1726456,0.022,0.18,0.74256,0.077
1726475,0.19,1.6,0.0627,0.385
1726476,0.193,1.62,0.0627,0.385
1726477,0.2,1.72,0.0627,0.385
1726478,0.205,1.81,0.0627,0.385
1726479,0.207,1.83,0.0627,0.385
1726480,0.207,1.85,0.0627,0.385
1726481,0.205,1.78,0.0627,0.385
1726482,0.195,1.6,0.0627,0.385
1726483,0.185,1.49,0.0627,0.385
1726484,0.18,1.62,0.0798,0.363
1726485,0.175,1.52,0.0798,0.363
1726486,0.171,1.45,0.0798,0.363
1726487,0.169,1.45,0.0798,0.363
1726488,0.165,1.42,0.10052,0.341
1726489,0.165,1.34,0.0798,0.363
1726490,0.163,1.32,0.0798,0.363
1726491,0.162,1.34,0.0798,0.363
1726492,0.161,1.36,0.12531,0.319
1726493,0.161,1.39,0.12531,0.319
1726494,0.16,1.31,0.0798,0.363
1726495,0.16,1.29,0.0798,0.363
1726496,0.157,1.25,0.0798,0.363
1726497,0.156,1.22,0.07041,0.374
1726498,0.156,1.25,0.0627,0.385
1726499,0.155,1.21,0.07041,0.374
1726500,0.155,1.21,0.0789,0.363
1726501,0.153,1.13,0.12531,0.319
1726502,0.147,1.08,0.12531,0.319
1726503,0.144,1.04,0.12531,0.319
1726504,0.146,1.08,0.12531,0.319
1726505,0.142,1.03,0.10052,0.341
1726506,0.132,0.93,0.18889,0.275
1726507,0.135,0.93,0.18889,0.275
1726508,0.147,0.99,0.22844,0.253
1726509,0.142,0.94,0.27356,0.231
1726510,0.143,0.96,0.27356,0.231
1726511,0.135,0.88,0.27356,0.231
1726512,0.133,0.86,0.27356,0.231
1726513,0.1,0.63,0.27356,0.231
1726514,0.09,0.57,0.27356,0.231
1726515,0.09,0.57,0.27356,0.231
1726516,0.088,0.56,0.27356,0.231
1726517,0.086,0.54,0.29754,0.22
1726518,0.08,0.51,0.27356,0.231
1726519,0.08,0.5,0.29754,0.22
1726520,0.08,0.51,0.27356,0.231
1726521,0.082,0.51,0.27356,0.231
1726522,0.076,0.48,0.27356,0.231
1726523,0.079,0.49,0.32442,0.209
1726524,0.082,0.51,0.27356,0.231
1726525,0.082,0.51,0.27356,0.231
1726526,0.084,0.52,0.27356,0.231
1726527,0.092,0.56,0.32442,0.209
1726528,0.088,0.54,0.32442,0.209
1726529,0.094,0.57,0.32442,0.209
1726530,0.1,0.6,0.32442,0.209
1726531,0.1,0.61,0.29754,0.22
1726532,0.12,0.74,0.27356,0.231
1726533,0.11,0.67,0.32442,0.209
1726534,0.11,0.65,0.27356,0.231
1726535,0.118,0.69,0.27356,0.231
1726536,0.126,0.73,0.27356,0.231
1726537,0.11,0.64,0.22844,0.253
1728745,0.082,0.59,0.27356,0.231
1728746,0.084,0.6,0.27356,0.231
1728747,0.085,0.61,0.27356,0.231
1728758,0.085,0.67,0.38107,0.187
1728759,0.085,0.76,0.38107,0.187
1728760,0.085,0.78,0.41085,0.176
1728761,0.085,0.84,0.44205,0.165
1728762,0.095,1,0.51122,0.143
1728763,0.088,0.94,0.476,0.154
1728764,0.092,1.06,0.41085,0.176
1728765,0.089,1.06,0.54644,0.132
1728766,0.091,1.15,0.58407,0.121
1728767,0.095,1.21,0.51122,0.143
1728768,0.095,1.21,0.51122,0.143
1728769,0.096,1.34,0.51122,0.143
1728770,0.092,1.25,0.51122,0.143
1728771,0.088,1.22,0.51122,0.143
1728772,0.086,1.25,0.51122,0.143
1728773,0.084,1.32,0.51122,0.143
1728774,0.102,1.69,0.41085,0.176
1728775,0.106,2.06,0.44342,0.165
1728776,0.102,2.46,0.51122,0.143
1728777,0.09,3.33,0.38107,0.187
1728778,0.09,4.64,0.38107,0.187
1728779,0.093,4.2,0.41085,0.176
1728780,0.09,2.68,0.44342,0.165
1728781,0.091,2.77,0.44342,0.165
1728782,0.092,4.17,0.44342,0.165
1728783,0.092,7.35,0.44342,0.165
1728784,0.092,6.3,0.51122,0.143
1728785,0.092,3.98,0.51122,0.143
1728786,0.095,4.28,0.51122,0.143
1728787,0.086,3.07,0.51122,0.143
1728788,0.089,2.73,0.476,0.154
1728789,0.085,2,0.44342,0.165
1728790,0.083,1.55,0.38107,0.187
1728791,0.08,1.29,0.51122,0.143
1728792,0.08,1.08,0.51122,0.143
1728793,0.075,0.89,0.51122,0.143
1728794,0.073,0.95,0.51122,0.143
1728795,0.085,1.21,0.58407,0.121
1728796,0.075,0.99,0.51122,0.143
1728797,0.085,1.14,0.51122,0.143
1728798,0.089,1.08,0.58407,0.121
1728799,0.092,1.27,0.476,0.154
1728800,0.09,1.5,0.44342,0.165
1728801,0.087,1.68,0.44342,0.165
1728802,0.084,1.86,0.44342,0.165
1728803,0.082,2.24,0.44342,0.165
1728804,0.081,2.66,0.44342,0.165
1728805,0.082,2.82,0.44342,0.165
1728806,0.078,2.25,0.44342,0.165
1728807,0.08,1.8,0.44342,0.165
1728808,0.084,1.51,0.44342,0.165
1728809,0.079,1.1,0.51122,0.143
1728810,0.073,0.89,0.51122,0.143
1728811,0.069,0.84,0.58407,0.121
1728812,0.07,0.83,0.58407,0.121
1728813,0.068,0.76,0.58407,0.121
1728814,0.065,0.69,0.58407,0.121
1728815,0.057,0.7,0.51122,0.143
1728816,0.06,0.85,0.58407,0.121
1728817,0.063,1.21,0.74256,0.077
1728818,0.065,1.95,0.74256,0.077
1728819,0.062,1.65,0.74256,0.077
1728820,0.06,1.34,0.74256,0.077
1728821,0.06,1.17,0.70113,0.088
1728822,0.058,0.96,0.66142,0.099
1728823,0.058,0.86,0.66142,0.099
1728824,0.057,0.75,0.58407,0.121
1728825,0.055,0.65,0.51122,0.143
1728826,0.032,0.37,0.58407,0.121
1728827,0.039,0.44,0.58407,0.121
1728828,0.039,0.54,0.58407,0.121
1728829,0.047,0.77,0.58407,0.121
1728830,0.048,0.7,0.58407,0.121
1728831,0.038,0.51,0.66142,0.099
1728832,0.03,0.36,0.74256,0.077
1728833,0.023,0.25,0.91281,0.033
1728834,0.024,0.24,0.91281,0.033
1728835,0.022,0.21,0.91281,0.033
1728836,0.028,0.3,0.91281,0.033
1728837,0.026,0.3,0.91281,0.033
1728838,0.006,0.07,1,0.011
1728839,-0.004,-0.04,1,-0.011
1728840,-0.016,-0.16,0.91281,-0.033
1728841,-0.028,-0.28,0.91281,-0.033
1728842,-0.02,-0.19,0.91281,-0.033
1728843,-0.018,-0.17,0.74256,-0.077
1728844,-0.013,-0.11,0.82667,-0.055
1728845,-0.01,-0.08,0.74256,-0.077
1728846,-0.007,-0.06,0.82667,-0.055
1728847,-0.004,-0.03,0.91281,-0.033
1728848,-0.002,-0.02,1,-0.011
1728849,0,0,1,0
1728850,0.003,0.02,1,0.011
1728851,0,0,1,0
1728852,-0.002,-0.02,0.95628,-0.022
1728853,-0.01,-0.08,1,-0.011
1728854,-0.005,-0.04,1,-0.011
1728855,0,0,1,0
1728856,0.01,0.08,0.91281,0.033
1728857,0.013,0.11,0.95628,0.022
1728858,0.021,0.17,0.74256,0.077
1728876,0.18,1.46,0.0627,0.385
1728877,0.184,1.5,0.0627,0.385
1728878,0.187,1.53,0.0627,0.385
1728879,0.189,1.53,0.0627,0.385
1728880,0.189,1.65,0.0627,0.385
1728881,0.19,1.65,0.0627,0.385
1728882,0.186,1.6,0.0627,0.385
1728883,0.176,1.5,0.0627,0.385
1728884,0.164,1.33,0.0627,0.385
1728885,0.152,1.22,0.0627,0.385
1728886,0.152,1.25,0.0892,0.352
1728887,0.154,1.25,0.0892,0.352
1728888,0.16,1.32,0.0892,0.352
1728889,0.163,1.4,0.10052,0.341
1728890,0.162,1.32,0.0798,0.363
1728891,0.16,1.27,0.07041,0.374
1728892,0.159,1.27,0.0798,0.363
1728893,0.158,1.26,0.0798,0.363
1728894,0.159,1.31,0.10052,0.341
1728895,0.158,1.26,0.0798,0.363
1728896,0.16,1.24,0.07041,0.374
1728897,0.157,1.22,0.07041,0.374
1728898,0.158,1.21,0.05499,0.396
1728899,0.155,1.17,0.04874,0.407
1728900,0.156,1.17,0.05499,0.396
1728901,0.155,1.15,0.04874,0.407
1728902,0.155,1.14,0.04874,0.407
1728903,0.152,1.1,0.12531,0.319
1728904,0.146,1.05,0.12531,0.319
1728905,0.144,1.02,0.12531,0.319
1728906,0.142,1.03,0.11184,0.33
1728907,0.144,1.02,0.11184,0.33
1728908,0.13,0.9,0.10052,0.341
1728909,0.124,0.85,0.11184,0.33
1728910,0.14,0.93,0.22844,0.253
1728911,0.137,0.9,0.27356,0.231
1728912,0.135,0.87,0.27356,0.231
1728913,0.137,0.89,0.27356,0.231
1728914,0.127,0.8,0.27356,0.231
1728915,0.128,0.82,0.27356,0.231
1728916,0.088,0.55,0.27356,0.231
1728917,0.096,0.59,0.29754,0.22
1728918,0.088,0.55,0.27356,0.231
1728919,0.09,0.56,0.32442,0.209
1728920,0.086,0.54,0.27356,0.231
1728921,0.078,0.49,0.27356,0.231
1728922,0.078,0.49,0.27356,0.231
1728923,0.088,0.54,0.32442,0.209
1728924,0.08,0.5,0.27356,0.231
1728925,0.082,0.51,0.32442,0.209
1728926,0.084,0.52,0.32442,0.209
1728927,0.088,0.54,0.32442,0.209
1728928,0.09,0.54,0.32442,0.209
1728929,0.092,0.56,0.32442,0.209
1728930,0.092,0.56,0.32442,0.209
1728931,0.1,0.6,0.32442,0.209
1728932,0.104,0.62,0.32442,0.209
1728933,0.108,0.65,0.24958,0.242
1728934,0.108,0.66,0.27356,0.231
1728935,0.13,0.79,0.32442,0.209
1728936,0.12,0.73,0.27212,0.231
1728937,0.116,0.7,0.22844,0.253
1728938,0.103,0.61,0.22844,0.253
1728939,0.1,0.58,0.22844,0.253
1728940,0.093,0.54,0.22844,0.253
1731148,0.081,0.58,0.27356,0.231
1731149,0.081,0.58,0.27356,0.231
1731160,0.085,0.68,0.38107,0.187
1731161,0.085,0.75,0.38107,0.187
1731162,0.088,0.87,0.44342,0.165
1731163,0.094,1.02,0.51122,0.143
1731164,0.093,1.03,0.44342,0.165
1731165,0.089,1,0.51122,0.143
1731166,0.086,0.98,0.476,0.154
1731167,0.091,1.05,0.58407,0.121
1731168,0.093,1.11,0.51122,0.143
1731169,0.095,1.08,0.44342,0.165
1731170,0.098,1.17,0.44342,0.165
1731171,0.089,1.04,0.51122,0.143
1731172,0.093,1.1,0.51122,0.143
1731173,0.09,1.23,0.54644,0.132
1731174,0.088,1.28,0.51122,0.143
1731175,0.084,1.32,0.51122,0.143
1731176,0.081,1.47,0.51122,0.143
1731177,0.104,2.13,0.44342,0.165
1731178,0.1,2.51,0.51122,0.143
1731179,0.092,2.93,0.51122,0.143
1731180,0.091,3.02,0.38107,0.187
1731181,0.091,2.65,0.38107,0.187
1731182,0.092,2.24,0.35131,0.198
1731183,0.092,2.94,0.41085,0.176
1731184,0.092,4.37,0.44342,0.165
1731185,0.098,8.08,0.51122,0.143
1731186,0.091,4.54,0.44342,0.165
1731187,0.089,3.13,0.51122,0.143
1731188,0.091,2.63,0.51122,0.143
1731189,0.1,2.66,0.38107,0.187
1731190,0.083,2.47,0.38107,0.187
1731191,0.082,2,0.44342,0.165
1731192,0.082,1.69,0.44342,0.165
1731193,0.081,1.38,0.51122,0.143
1731194,0.08,1.15,0.51122,0.143
1731195,0.077,0.93,0.51122,0.143
1731196,0.076,0.88,0.51122,0.143
1731197,0.08,1.03,0.51122,0.143
1731198,0.078,1,0.51122,0.143
1731199,0.08,0.9,0.51122,0.143
1731200,0.087,1.05,0.58407,0.121
1731201,0.091,1.2,0.51122,0.143
1731202,0.095,1.54,0.44342,0.165
1731203,0.089,1.71,0.44342,0.165
1731204,0.087,1.95,0.44342,0.165
1731205,0.087,2.34,0.44342,0.165
1731206,0.089,2.81,0.44342,0.165
1731207,0.083,2.26,0.44342,0.165
1731208,0.075,1.7,0.44342,0.165
1731209,0.077,1.61,0.44342,0.165
1731210,0.082,1.4,0.44342,0.165
1731211,0.08,1.15,0.51122,0.143
1731212,0.073,0.92,0.51122,0.143
1731213,0.066,0.74,0.54644,0.132
1731214,0.062,0.68,0.58407,0.121
1731215,0.066,0.68,0.58407,0.121
1731216,0.058,0.69,0.58407,0.121
1731217,0.063,0.82,0.51122,0.143
1731218,0.06,0.88,0.58407,0.121
1731219,0.067,1.49,0.74256,0.077
1731220,0.063,1.68,0.58407,0.121
1731221,0.065,1.57,0.58407,0.121
1731222,0.067,1.42,0.58407,0.121
1731223,0.065,1.2,0.58407,0.121
1731224,0.062,1.01,0.58407,0.121
1731225,0.062,0.88,0.51122,0.143
1731226,0.06,0.77,0.58407,0.121
1731227,0.04,0.44,0.58407,0.121
1731228,0.044,0.47,0.66142,0.099
1731229,0.046,0.56,0.58407,0.121
1731230,0.048,0.67,0.58407,0.121
1731231,0.051,0.76,0.58407,0.121
1731232,0.047,0.67,0.58407,0.121
1731233,0.038,0.49,0.74256,0.077
1731234,0.035,0.4,0.82667,0.055
1731235,0.028,0.3,0.91281,0.033
1731236,0.026,0.25,0.91281,0.033
1731237,0.016,0.15,0.91281,0.033
1731238,0.024,0.26,0.91281,0.033
1731239,0.022,0.25,0.91281,0.033
1731240,-0.002,-0.02,1,-0.011
1731241,-0.016,-0.16,1,-0.011
1731242,-0.03,-0.28,0.91281,-0.033
1731243,-0.032,-0.29,0.91281,-0.033
1731244,-0.022,-0.2,0.91281,-0.033
1731245,-0.02,-0.17,0.74256,-0.077
1731246,-0.015,-0.13,0.82667,-0.055
1731247,-0.012,-0.1,0.82667,-0.055
1731248,-0.006,-0.04,0.86935,-0.044
1731249,0,0,1,0
1731250,0.002,0.02,0.95628,0.022
1731251,0,0,1,0
1731252,0.004,0.03,0.86935,0.044
1731253,0,0,1,0
1731254,-0.002,-0.02,1,-0.011
1731255,0,0,1,0
1731279,0.176,1.4,0.0627,0.385
1731280,0.18,1.45,0.0627,0.385
1731281,0.177,1.39,0.0627,0.385
1731282,0.175,1.39,0.0627,0.385
1731283,0.168,1.34,0.0627,0.385
1731284,0.148,1.18,0.0627,0.385
1731285,0.132,1.06,0.10052,0.341
1731286,0.11,0.86,0.11184,0.33
1731287,0.11,0.83,0.10052,0.341
1731288,0.116,0.9,0.12531,0.319
1731289,0.128,1.01,0.11184,0.33
1731290,0.14,1.15,0.10052,0.341
1731291,0.148,1.21,0.10052,0.341
1731292,0.154,1.19,0.0627,0.385
1731293,0.159,1.22,0.0627,0.385
1731294,0.159,1.23,0.0627,0.385
1731295,0.156,1.23,0.0798,0.363
1731296,0.157,1.2,0.0627,0.385
1731297,0.156,1.18,0.0627,0.385
1731298,0.156,1.2,0.0798,0.363
1731299,0.156,1.21,0.07041,0.374
1731300,0.157,1.2,0.06191,0.385
1731301,0.155,1.19,0.0627,0.385
1731302,0.156,1.2,0.0627,0.385
1731303,0.154,1.12,0.04874,0.407
1731304,0.155,1.1,0.04874,0.407
1731305,0.149,1.04,0.12531,0.319
1731306,0.147,1.04,0.12531,0.319
1731307,0.143,0.99,0.12531,0.319
1731308,0.14,0.97,0.12531,0.319
1731309,0.142,0.97,0.10052,0.341
1731310,0.128,0.87,0.10052,0.341
1731311,0.126,0.85,0.10052,0.341
1731312,0.14,0.93,0.22844,0.253
1731313,0.128,0.82,0.27356,0.231
1731314,0.128,0.82,0.27356,0.231
1731315,0.132,0.85,0.27356,0.231
1731316,0.132,0.84,0.27356,0.231
1731317,0.09,0.56,0.27356,0.231
1731320,0.094,0.58,0.32442,0.209
1731321,0.088,0.55,0.27356,0.231
1731322,0.088,0.55,0.32442,0.209
1731323,0.086,0.54,0.27356,0.231
1731324,0.082,0.51,0.27356,0.231
1731325,0.088,0.54,0.32442,0.209
1731326,0.086,0.53,0.32442,0.209
1731327,0.088,0.53,0.32442,0.209
1731328,0.09,0.54,0.32442,0.209
1731329,0.094,0.57,0.32442,0.209
1731330,0.088,0.53,0.32442,0.209
1731331,0.096,0.58,0.32442,0.209
1731332,0.098,0.59,0.32442,0.209
1731333,0.102,0.61,0.35131,0.198
1731334,0.108,0.64,0.35131,0.198
1731335,0.106,0.63,0.29754,0.22
1731336,0.104,0.63,0.32442,0.209
1731337,0.13,0.78,0.24958,0.242
1731338,0.113,0.68,0.22844,0.253
1731339,0.107,0.63,0.22844,0.253
1731340,0.097,0.58,0.22844,0.253
1731341,0.087,0.51,0.22844,0.253
1731342,0.087,0.5,0.22844,0.253
1733551,0.082,0.58,0.27356,0.231
1733562,0.085,0.68,0.38107,0.187
1733563,0.085,0.73,0.38107,0.187
1733564,0.086,0.84,0.44342,0.165
1733565,0.092,0.98,0.51122,0.143
1733566,0.09,0.98,0.51122,0.143
1733567,0.089,0.98,0.476,0.154
1733568,0.087,0.96,0.58407,0.121
1733569,0.093,0.99,0.38107,0.187
1733570,0.095,0.99,0.44342,0.165
1733571,0.089,0.96,0.58407,0.121
1733572,0.089,0.93,0.51122,0.143
1733573,0.092,1.07,0.58407,0.121
1733574,0.093,1.23,0.54644,0.132
1733575,0.09,1.35,0.51122,0.143
1733576,0.081,1.35,0.51122,0.143
1733577,0.081,1.52,0.51122,0.143
1733578,0.077,1.65,0.44342,0.165
1733579,0.098,2.22,0.44342,0.165
1733580,0.096,2.68,0.51122,0.143
1733581,0.075,2.34,0.44342,0.165
1733582,0.073,1.67,0.44342,0.165
1733583,0.094,1.93,0.32442,0.209
1733584,0.092,2.39,0.35131,0.198
1733585,0.09,3.34,0.44342,0.165
1733586,0.092,4.98,0.44342,0.165
1733587,0.09,4.69,0.44342,0.165
1733588,0.086,3.13,0.44342,0.165
1733589,0.088,2.54,0.476,0.154
1733590,0.104,2.36,0.44342,0.165
1733591,0.104,2.53,0.44342,0.165
1733592,0.082,2.58,0.38107,0.187
1733593,0.082,2.11,0.44342,0.165
1733594,0.082,1.72,0.44342,0.165
1733595,0.083,1.45,0.51122,0.143
1733596,0.085,1.28,0.51122,0.143
1733597,0.083,1.09,0.51122,0.143
1733598,0.078,0.9,0.51122,0.143
1733599,0.08,0.88,0.51122,0.143
1733600,0.076,0.91,0.51122,0.143
1733601,0.082,0.88,0.58407,0.121
1733602,0.083,1.04,0.58407,0.121
1733603,0.088,1.28,0.51122,0.143
1733604,0.097,1.6,0.44342,0.165
1733605,0.091,1.77,0.44342,0.165
1733606,0.09,2.09,0.44342,0.165
1733607,0.089,2.47,0.44342,0.165
1733608,0.088,2.41,0.44342,0.165
1733609,0.09,2.02,0.44342,0.165
1733610,0.083,1.51,0.44342,0.165
1733611,0.082,1.39,0.44342,0.165
1733612,0.08,1.24,0.51122,0.143
1733613,0.079,1.14,0.51122,0.143
1733614,0.077,1.02,0.51122,0.143
1733615,0.066,0.76,0.58407,0.121
1733616,0.066,0.7,0.58407,0.121
1733617,0.066,0.69,0.58407,0.121
1733618,0.061,0.73,0.58407,0.121
1733619,0.066,0.97,0.58407,0.121
1733620,0.059,1.02,0.66142,0.099
1733621,0.073,1.52,0.51122,0.143
1733622,0.07,1.6,0.51122,0.143
1733623,0.067,1.5,0.58407,0.121
1733624,0.077,1.54,0.54644,0.132
1733625,0.075,1.32,0.51122,0.143
1733626,0.077,1.21,0.51122,0.143
1733627,0.072,1.01,0.58407,0.121
1733628,0.071,0.88,0.58407,0.121
1733629,0.048,0.53,0.66142,0.099
1733630,0.054,0.53,0.66142,0.099
1733631,0.053,0.63,0.66142,0.099
1733632,0.055,0.71,0.66142,0.099
1733633,0.054,0.73,0.66142,0.099
1733634,0.04,0.53,0.66142,0.099
1733635,0.044,0.54,0.78398,0.066
1733636,0.043,0.49,0.91281,0.033
1733637,0.037,0.38,0.82667,0.055
1733638,0.025,0.24,0.82667,0.055
1733639,0.028,0.27,0.82667,0.055
1733640,0.012,0.12,0.82667,0.055
1733641,0.01,0.11,0.91281,0.033
1733642,-0.01,-0.1,1,-0.011
1733643,-0.01,-0.09,1,-0.011
1733644,-0.03,-0.27,0.91281,-0.033
1733645,-0.03,-0.26,0.91281,-0.033
1733646,-0.02,-0.17,0.91281,-0.033
1733647,-0.016,-0.13,0.70113,-0.088
1733648,-0.012,-0.1,0.74256,-0.077
1733649,-0.009,-0.07,0.82667,-0.055
1733650,-0.004,-0.03,0.82667,-0.055
1733653,0.002,0.01,0.86935,0.044
1733654,0.007,0.05,0.82667,0.055
1733656,0.004,0.03,0.91281,0.033
1733657,0.004,0.03,1,0.011
1733682,0.171,1.32,0.0627,0.385
1733683,0.167,1.29,0.0627,0.385
1733684,0.158,1.21,0.07041,0.374
1733685,0.134,1.03,0.0798,0.363
1733686,0.116,0.89,0.11184,0.33
1733687,0.097,0.76,0.15463,0.297
1733688,0.083,0.64,0.12531,0.319
1733689,0.08,0.59,0.12531,0.319
1733690,0.09,0.69,0.11184,0.33
1733691,0.11,0.88,0.13878,0.308
1733692,0.122,0.97,0.12531,0.319
1733693,0.128,0.98,0.0798,0.363
1733694,0.14,1.05,0.07041,0.374
1733695,0.15,1.13,0.0627,0.385
1733696,0.157,1.16,0.0798,0.363
1733697,0.155,1.13,0.0627,0.385
1733698,0.155,1.15,0.0627,0.385
1733699,0.155,1.17,0.0627,0.385
1733700,0.157,1.23,0.0798,0.363
1733701,0.157,1.19,0.0627,0.385
1733702,0.155,1.21,0.0798,0.363
1733703,0.155,1.17,0.05499,0.396
1733704,0.155,1.14,0.04874,0.407
1733705,0.155,1.19,0.07041,0.374
1733706,0.155,1.15,0.04874,0.407
1733707,0.149,1.02,0.12531,0.319
1733708,0.147,1.03,0.12531,0.319
1733709,0.142,0.99,0.11184,0.33
1733710,0.14,0.97,0.12531,0.319
1733711,0.142,0.96,0.12531,0.319
1733712,0.128,0.83,0.10052,0.341
1733713,0.127,0.84,0.10052,0.341
1733714,0.118,0.79,0.10052,0.341
1733715,0.14,0.92,0.24958,0.242
1733716,0.13,0.84,0.27356,0.231
1733717,0.125,0.79,0.27356,0.231
1733726,0.088,0.55,0.29754,0.22
