"nie_malla_modi_id","sen_slope_temp","sen_slope_per_temp","p_value_temp","tau_temp"
1692865,0.08,0.81,0.0798,0.363
1692866,0.08,0.83,0.07041,0.374
1692867,0.085,0.85,0.0627,0.385
1692868,0.085,0.82,0.0627,0.385
1692869,0.085,0.78,0.0627,0.385
1692870,0.089,0.76,0.04874,0.407
1692871,0.091,0.76,0.0425,0.418
1692872,0.049,0.43,0.29754,0.22
1692873,0.047,0.41,0.32442,0.209
1692874,0.047,0.42,0.32442,0.209
1692875,0.048,0.41,0.27356,0.231
1692876,0.043,0.38,0.2073,0.264
1692877,0.041,0.36,0.2073,0.264
1692878,0.04,0.34,0.22844,0.253
1692879,0.04,0.35,0.22704,0.253
1692880,0.041,0.34,0.22844,0.253
1692881,0.041,0.33,0.27356,0.231
1692882,0.042,0.32,0.27356,0.231
1692883,0.041,0.3,0.29754,0.22
1692884,0.043,0.31,0.32442,0.209
1692885,0.043,0.3,0.29754,0.22
1692886,0.041,0.28,0.27212,0.231
1692887,0.041,0.29,0.32442,0.209
1692888,0.04,0.29,0.32442,0.209
1692889,0.039,0.31,0.29754,0.22
1692890,0.037,0.31,0.24958,0.242
1692891,0.036,0.3,0.24958,0.242
1692892,0.037,0.3,0.27356,0.231
1692893,0.039,0.31,0.22844,0.253
1692894,0.04,0.3,0.22844,0.253
1692895,0.041,0.3,0.24958,0.242
1692896,0.042,0.29,0.32442,0.209
1692897,0.045,0.29,0.27356,0.231
1692898,0.04,0.25,0.27356,0.231
1692899,0.04,0.25,0.27356,0.231
1692900,0.04,0.24,0.20593,0.264
1692901,0.04,0.24,0.15463,0.297
1692902,0.037,0.21,0.15463,0.297
1695116,0.035,0.23,0.24958,0.242
1695130,0.041,0.29,0.12531,0.319
1695131,0.039,0.29,0.13878,0.308
1695132,0.039,0.29,0.15463,0.297
1695133,0.032,0.27,0.2073,0.264
1695134,0.029,0.25,0.32297,0.209
1695135,0.029,0.26,0.38107,0.187
1695136,0.027,0.24,0.38107,0.187
1695137,0.033,0.28,0.29609,0.22
1695138,0.032,0.27,0.35131,0.198
1695139,0.03,0.26,0.38107,0.187
1695140,0.028,0.25,0.41085,0.176
1695141,0.024,0.23,0.37964,0.187
1695142,0.025,0.27,0.27356,0.231
1695143,0.024,0.27,0.32442,0.209
1695144,0.022,0.27,0.41085,0.176
1695145,0.025,0.28,0.41085,0.176
1695146,0.018,0.2,0.44342,0.165
1695147,0.017,0.2,0.44342,0.165
1695148,0.013,0.18,0.51122,0.143
1695149,0.015,0.21,0.66142,0.099
1695150,0.015,0.21,0.66142,0.099
1695151,0.016,0.24,0.66142,0.099
1695152,0.015,0.23,0.70113,0.088
1695153,0.016,0.22,0.66046,0.099
1695154,0.016,0.23,0.70028,0.088
1695155,0.016,0.23,0.74181,0.077
1695156,0.018,0.26,0.74256,0.077
1695157,0.019,0.28,0.74256,0.077
1695158,0.015,0.26,0.82667,0.055
1695159,0.01,0.2,0.82667,0.055
1695160,0.006,0.15,0.82667,0.055
1695161,0,0,1,0
1695162,-0.006,-0.15,0.91281,-0.033
1695163,-0.008,-0.22,0.91281,-0.033
1695164,-0.01,-0.35,0.86935,-0.044
1695165,-0.012,-0.51,0.82667,-0.055
1695166,-0.008,-0.21,0.91281,-0.033
1695167,-0.005,-0.12,0.86935,-0.044
1695168,0.003,0.1,0.82667,0.055
1695169,0.013,0.31,0.86935,0.044
1695170,0.018,0.3,0.82667,0.055
1695171,0.015,0.25,0.74256,0.077
1695172,0.016,0.27,0.70113,0.088
1695173,0.014,0.25,0.6217,0.11
1695174,0.014,0.32,0.66142,0.099
1695175,0.015,0.26,0.66142,0.099
1695176,0.017,0.29,0.66142,0.099
1695177,0.009,0.24,0.74256,0.077
1695178,0,0,1,0
1695179,-0.008,-0.31,1,-0.011
1695180,-0.004,-0.1,0.91281,-0.033
1695181,-0.003,-0.05,0.95628,-0.022
1695182,0,0,1,0
1695183,-0.013,-0.26,0.82615,-0.055
1695184,-0.018,-0.34,0.74256,-0.077
1695185,-0.023,-0.43,0.476,-0.154
1695186,-0.025,-0.39,0.44342,-0.165
1695187,-0.028,-0.4,0.54644,-0.132
1695188,-0.03,-0.38,0.32442,-0.209
1695189,-0.03,-0.34,0.35131,-0.198
1695190,-0.034,-0.44,0.27356,-0.231
1695191,-0.042,-0.65,0.22844,-0.253
1695192,-0.046,-0.81,0.22844,-0.253
1695193,-0.048,-0.99,0.15463,-0.297
1695194,-0.048,-1.15,0.15463,-0.297
1695195,-0.048,-1.03,0.15463,-0.297
1695196,-0.046,-0.84,0.15463,-0.297
1695197,-0.046,-0.93,0.15463,-0.297
1695198,-0.044,-0.8,0.17048,-0.286
1695199,-0.042,-0.69,0.22844,-0.253
1695200,-0.046,-0.69,0.2073,-0.264
1695201,-0.048,-0.7,0.24958,-0.242
1695202,-0.047,-0.63,0.38107,-0.187
1695203,-0.051,-0.78,0.38107,-0.187
1695204,-0.04,-0.66,0.29754,-0.22
1695205,-0.028,-0.46,0.41085,-0.176
1695206,-0.028,-0.44,0.58407,-0.121
1695207,-0.027,-0.38,0.476,-0.154
1695208,-0.027,-0.34,0.44342,-0.165
1695209,-0.023,-0.26,0.51122,-0.143
1695210,-0.016,-0.17,0.62029,-0.11
1695211,-0.02,-0.23,0.66142,-0.099
1695212,-0.025,-0.31,0.66142,-0.099
1695213,-0.022,-0.27,0.58407,-0.121
1695214,-0.02,-0.24,0.58407,-0.121
1695215,-0.022,-0.25,0.51122,-0.143
1695216,-0.013,-0.14,0.6217,-0.11
1695217,-0.009,-0.09,0.66046,-0.099
1695218,-0.006,-0.06,0.66142,-0.099
1695219,-0.012,-0.11,0.86935,-0.044
1695220,-0.015,-0.15,0.82615,-0.055
1695221,-0.003,-0.03,0.86935,-0.044
1695222,-0.004,-0.04,0.82667,-0.055
1695223,-0.001,-0.01,0.95628,-0.022
1695224,0.001,0.01,0.95628,0.022
1695225,0.003,0.04,0.91281,0.033
1695226,0.003,0.03,0.95628,0.022
1695227,0.008,0.07,0.91281,0.033
1695228,0.003,0.03,0.86935,0.044
1695229,0.002,0.02,0.86896,0.044
1695230,0.005,0.06,0.86935,0.044
1695231,0.01,0.1,0.69999,0.088
1695232,0.028,0.26,0.51122,0.143
1695234,0.03,0.3,0.58407,0.121
1695235,0.031,0.33,0.50995,0.143
1695236,0.04,0.39,0.35131,0.198
1695237,0.068,0.64,0.0798,0.363
1695238,0.061,0.66,0.0798,0.363
1695239,0.059,0.66,0.0798,0.363
1695240,0.057,0.69,0.07041,0.374
1695241,0.059,0.66,0.0798,0.363
1695242,0.064,0.67,0.0798,0.363
1695243,0.064,0.66,0.0798,0.363
1695244,0.068,0.63,0.0798,0.363
1695245,0.075,0.65,0.07041,0.374
1695246,0.075,0.69,0.0798,0.363
1695247,0.071,0.68,0.0798,0.363
1695248,0.072,0.72,0.0798,0.363
1695249,0.072,0.75,0.0627,0.385
1695250,0.072,0.78,0.07041,0.374
1695251,0.07,0.7,0.07041,0.374
1695252,0.07,0.66,0.11184,0.33
1695253,0.069,0.6,0.12531,0.319
1695254,0.063,0.57,0.12531,0.319
1695255,0.057,0.54,0.17048,0.286
1695256,0.058,0.55,0.17048,0.286
1695257,0.062,0.57,0.13878,0.308
1695258,0.067,0.61,0.10052,0.341
1695259,0.073,0.63,0.10052,0.341
1695260,0.079,0.66,0.0798,0.363
1695261,0.073,0.68,0.10052,0.341
1695262,0.076,0.76,0.12531,0.319
1695263,0.084,0.82,0.0892,0.352
1695264,0.084,0.85,0.0892,0.352
1695265,0.084,0.89,0.11184,0.33
1695266,0.089,0.94,0.06928,0.374
1695267,0.091,0.91,0.0425,0.418
1695268,0.093,0.92,0.04167,0.418
1695269,0.084,0.81,0.0627,0.385
1695270,0.086,0.8,0.0627,0.385
1695271,0.09,0.8,0.05499,0.396
1695272,0.093,0.78,0.04874,0.407
1695273,0.09,0.71,0.0425,0.418
1695274,0.093,0.73,0.0325,0.44
1695275,0.052,0.43,0.35131,0.198
1695276,0.05,0.42,0.32442,0.209
1695277,0.05,0.42,0.38107,0.187
1695278,0.043,0.35,0.22844,0.253
1695279,0.043,0.35,0.22844,0.253
1695280,0.043,0.35,0.22844,0.253
1695281,0.041,0.33,0.22844,0.253
1695282,0.041,0.34,0.22844,0.253
1695283,0.041,0.33,0.24958,0.242
1695284,0.044,0.33,0.27356,0.231
1695285,0.044,0.32,0.27356,0.231
1695286,0.043,0.3,0.29754,0.22
1695287,0.045,0.3,0.29754,0.22
1695288,0.044,0.31,0.32442,0.209
1695289,0.041,0.3,0.29754,0.22
1695290,0.041,0.31,0.22844,0.253
1695291,0.039,0.31,0.22844,0.253
1695292,0.038,0.31,0.27356,0.231
1695293,0.038,0.3,0.24958,0.242
1695294,0.04,0.32,0.22844,0.253
1695295,0.04,0.31,0.22844,0.253
1695296,0.04,0.31,0.22844,0.253
1695297,0.04,0.29,0.22844,0.253
1695298,0.04,0.28,0.22844,0.253
1695299,0.04,0.26,0.24958,0.242
1695300,0.04,0.25,0.22704,0.253
1695301,0.04,0.25,0.22844,0.253
1695302,0.04,0.24,0.22704,0.253
1695303,0.04,0.25,0.20593,0.264
1695304,0.035,0.21,0.18756,0.275
1695305,0.04,0.23,0.17048,0.286
1697521,0.039,0.27,0.11184,0.33
1697522,0.038,0.26,0.13878,0.308
1697529,0.04,0.28,0.13878,0.308
1697530,0.041,0.29,0.12531,0.319
1697531,0.041,0.29,0.12531,0.319
1697532,0.04,0.29,0.12531,0.319
1697533,0.038,0.3,0.15463,0.297
1697534,0.038,0.31,0.18756,0.275
1697535,0.035,0.29,0.18889,0.275
1697536,0.035,0.29,0.18889,0.275
1697537,0.027,0.25,0.35131,0.198
1697538,0.03,0.28,0.44342,0.165
1697539,0.029,0.27,0.44342,0.165
1697540,0.028,0.25,0.38107,0.187
1697541,0.027,0.25,0.44342,0.165
1697542,0.024,0.22,0.44342,0.165
1697543,0.025,0.23,0.44342,0.165
1697544,0.027,0.29,0.27356,0.231
1697545,0.025,0.29,0.27356,0.231
1697546,0.03,0.33,0.32442,0.209
1697547,0.024,0.29,0.41085,0.176
1697548,0.021,0.28,0.44342,0.165
1697549,0.018,0.23,0.44342,0.165
1697550,0.013,0.18,0.476,0.154
1697551,0.012,0.18,0.6217,0.11
1697552,0.012,0.19,0.66142,0.099
1697553,0.013,0.2,0.66142,0.099
1697554,0.017,0.26,0.58407,0.121
1697555,0.015,0.24,0.58407,0.121
1697556,0.016,0.25,0.6217,0.11
1697557,0.017,0.29,0.78398,0.066
1697558,0.017,0.27,0.74181,0.077
1697559,0.018,0.27,0.74256,0.077
1697560,0.019,0.31,0.78398,0.066
1697561,0.007,0.11,0.82667,0.055
1697562,0,0,0.9561,0.022
1697563,0,0,0.9561,-0.022
1697564,-0.005,-0.13,0.86935,-0.044
1697565,-0.01,-0.32,0.91281,-0.033
1697566,-0.011,-0.42,0.82667,-0.055
1697567,-0.008,-0.38,0.82667,-0.055
1697568,-0.007,-0.22,0.91281,-0.033
1697569,0.003,0.11,0.86935,0.044
1697570,0.01,0.31,0.91281,0.033
1697571,0.017,0.36,0.82667,0.055
1697572,0.013,0.28,0.82667,0.055
1697573,0.014,0.29,0.74256,0.077
1697574,0.016,0.32,0.7408,0.077
1697575,0.013,0.3,0.66142,0.099
1697576,0.013,0.34,0.58407,0.121
1697577,0.013,0.31,0.58407,0.121
1697578,0.012,0.27,0.58407,0.121
1697579,0.01,0.3,0.82667,0.055
1697580,0.005,0.2,0.82667,0.055
1697581,-0.01,-0.37,1,-0.011
1697582,-0.004,-0.13,0.91281,-0.033
1697583,-0.003,-0.08,1,-0.011
1697584,-0.007,-0.15,0.86935,-0.044
1697585,-0.012,-0.28,0.82667,-0.055
1697586,-0.018,-0.37,0.82667,-0.055
1697587,-0.023,-0.44,0.50995,-0.143
1697588,-0.027,-0.46,0.44342,-0.165
1697589,-0.033,-0.49,0.44205,-0.165
1697590,-0.032,-0.41,0.32442,-0.209
1697591,-0.029,-0.33,0.32442,-0.209
1697592,-0.037,-0.49,0.27356,-0.231
1697593,-0.041,-0.64,0.22844,-0.253
1697594,-0.044,-0.76,0.17048,-0.286
1697595,-0.048,-0.97,0.15463,-0.297
1697596,-0.049,-1.15,0.15463,-0.297
1697597,-0.049,-0.99,0.15463,-0.297
1697598,-0.044,-0.77,0.15463,-0.297
1697599,-0.046,-0.86,0.15463,-0.297
1697600,-0.042,-0.72,0.17048,-0.286
1697601,-0.042,-0.68,0.2073,-0.264
1697602,-0.047,-0.68,0.2073,-0.264
1697603,-0.044,-0.59,0.29754,-0.22
1697604,-0.047,-0.67,0.35131,-0.198
1697605,-0.053,-0.83,0.35131,-0.198
1697606,-0.045,-0.73,0.29754,-0.22
1697607,-0.032,-0.52,0.41085,-0.176
1697608,-0.03,-0.45,0.54644,-0.132
1697609,-0.027,-0.37,0.44342,-0.165
1697610,-0.027,-0.34,0.44342,-0.165
1697611,-0.024,-0.28,0.476,-0.154
1697612,-0.016,-0.17,0.6217,-0.11
1697613,-0.02,-0.22,0.66142,-0.099
1697614,-0.022,-0.26,0.6217,-0.11
1697615,-0.025,-0.31,0.58407,-0.121
1697616,-0.022,-0.25,0.51122,-0.143
1697617,-0.022,-0.24,0.51122,-0.143
1697618,-0.01,-0.1,0.54644,-0.132
1697619,-0.007,-0.07,0.54644,-0.132
1697620,-0.012,-0.11,0.82667,-0.055
1697621,-0.015,-0.13,0.86935,-0.044
1697622,-0.015,-0.15,0.91281,-0.033
1697623,-0.005,-0.05,0.82667,-0.055
1697624,-0.005,-0.05,0.78398,-0.066
1697625,-0.003,-0.03,0.86883,-0.044
1697626,-0.004,-0.04,0.95628,-0.022
1697627,0,0,1,-0.011
1697628,0,0,1,0
1697629,0.002,0.02,0.95628,0.022
1697630,0.003,0.03,0.95628,0.022
1697631,0,0,1,0.011
1697632,0,0,1,0
1697633,0.005,0.05,0.86935,0.044
1697634,0.023,0.21,0.44342,0.165
1697636,0.027,0.26,0.54644,0.132
1697637,0.029,0.28,0.58407,0.121
1697638,0.033,0.31,0.40943,0.176
1697639,0.071,0.68,0.0798,0.363
1697640,0.067,0.69,0.0798,0.363
1697641,0.064,0.71,0.0798,0.363
1697642,0.062,0.73,0.0627,0.385
1697643,0.065,0.7,0.0798,0.363
1697644,0.07,0.69,0.0798,0.363
1697645,0.07,0.67,0.0798,0.363
1697646,0.072,0.67,0.0798,0.363
1697647,0.078,0.66,0.0798,0.363
1697648,0.077,0.67,0.0798,0.363
1697649,0.077,0.71,0.0798,0.363
1697650,0.078,0.74,0.0798,0.363
1697651,0.079,0.79,0.0627,0.385
1697652,0.074,0.78,0.0798,0.363
1697653,0.072,0.71,0.07041,0.374
1697654,0.071,0.66,0.12531,0.319
1697655,0.066,0.57,0.12531,0.319
1697656,0.06,0.52,0.17048,0.286
1697657,0.054,0.49,0.27356,0.231
1697658,0.054,0.49,0.29754,0.22
1697659,0.06,0.52,0.17048,0.286
1697660,0.067,0.58,0.12531,0.319
1697661,0.075,0.61,0.12418,0.319
1697662,0.071,0.6,0.13878,0.308
1697663,0.074,0.67,0.10052,0.341
1697664,0.078,0.76,0.10052,0.341
1697665,0.083,0.79,0.0798,0.363
1697666,0.087,0.83,0.07041,0.374
1697667,0.088,0.88,0.05499,0.396
1697668,0.09,0.9,0.0325,0.44
1697669,0.093,0.93,0.0375,0.429
1697670,0.096,0.93,0.0425,0.418
1697671,0.097,0.89,0.0425,0.418
1697672,0.093,0.85,0.03693,0.429
1697673,0.094,0.8,0.04874,0.407
1697674,0.093,0.78,0.04874,0.407
1697675,0.094,0.79,0.04874,0.407
1697676,0.097,0.75,0.04874,0.407
1697677,0.056,0.44,0.29754,0.22
1697678,0.053,0.42,0.35131,0.198
1697679,0.052,0.41,0.38107,0.187
1697680,0.044,0.35,0.2073,0.264
1697681,0.044,0.35,0.24958,0.242
1697682,0.043,0.34,0.24958,0.242
1697683,0.043,0.33,0.27356,0.231
1697684,0.043,0.34,0.24958,0.242
1697685,0.043,0.34,0.22704,0.253
1697686,0.042,0.32,0.27356,0.231
1697687,0.043,0.31,0.27356,0.231
1697688,0.042,0.29,0.27356,0.231
1697689,0.042,0.28,0.27212,0.231
1697690,0.042,0.28,0.24958,0.242
1697691,0.04,0.29,0.22844,0.253
1697692,0.04,0.3,0.22844,0.253
1697693,0.04,0.31,0.22844,0.253
1697694,0.04,0.31,0.22844,0.253
1697695,0.04,0.31,0.22844,0.253
1697696,0.04,0.31,0.22844,0.253
1697697,0.04,0.3,0.22844,0.253
1697698,0.041,0.3,0.22844,0.253
1697699,0.04,0.29,0.22844,0.253
1697700,0.035,0.24,0.22844,0.253
1697701,0.035,0.24,0.22844,0.253
1697702,0.04,0.26,0.22844,0.253
1697703,0.04,0.26,0.22844,0.253
1697704,0.04,0.25,0.22844,0.253
1697705,0.04,0.25,0.18756,0.275
1697706,0.035,0.21,0.18756,0.275
1697707,0.04,0.23,0.17048,0.286
1699921,0.039,0.27,0.12531,0.319
1699925,0.039,0.27,0.12531,0.319
1699929,0.04,0.28,0.15463,0.297
1699930,0.04,0.29,0.13878,0.308
1699931,0.041,0.29,0.12531,0.319
1699932,0.041,0.29,0.12531,0.319
1699933,0.041,0.29,0.12531,0.319
1699934,0.042,0.3,0.12531,0.319
1699935,0.039,0.31,0.18889,0.275
1699936,0.034,0.3,0.24958,0.242
1699937,0.033,0.3,0.22844,0.253
1699938,0.031,0.28,0.24958,0.242
1699939,0.03,0.27,0.22844,0.253
1699940,0.031,0.31,0.44342,0.165
1699941,0.031,0.31,0.44342,0.165
1699942,0.03,0.28,0.41085,0.176
1699943,0.03,0.3,0.38107,0.187
1699944,0.03,0.3,0.35131,0.198
1699945,0.039,0.36,0.15463,0.297
1699946,0.036,0.31,0.11184,0.33
1699947,0.035,0.34,0.18889,0.275
1699948,0.03,0.31,0.29754,0.22
1699949,0.027,0.32,0.41085,0.176
1699950,0.022,0.29,0.41085,0.176
1699951,0.027,0.33,0.38107,0.187
1699952,0.024,0.3,0.38107,0.187
1699953,0.021,0.28,0.38107,0.187
1699954,0.019,0.26,0.37964,0.187
1699955,0.021,0.31,0.58407,0.121
1699956,0.019,0.29,0.6217,0.11
1699957,0.017,0.29,0.66142,0.099
1699958,0.016,0.27,0.66142,0.099
1699959,0.017,0.31,0.74181,0.077
1699960,0.017,0.3,0.78398,0.066
1699961,0.018,0.3,0.78398,0.066
1699962,0.017,0.29,0.78398,0.066
1699963,0.015,0.28,0.78398,0.066
1699964,0.01,0.2,0.82667,0.055
1699965,0.006,0.12,0.86935,0.044
1699966,-0.005,-0.13,0.95628,-0.022
1699967,-0.003,-0.09,0.91255,-0.033
1699968,0,0,1,0
1699969,0.005,0.36,0.86935,0.044
1699970,0.002,0.09,0.86935,0.044
1699971,-0.003,-0.17,1,-0.011
1699972,0.007,0.21,0.95628,0.022
1699973,0.012,0.31,0.86935,0.044
1699974,0.01,0.27,0.74256,0.077
1699975,0.013,0.32,0.70113,0.088
1699976,0.011,0.31,0.58407,0.121
1699977,0.009,0.28,0.74256,0.077
1699978,0.01,0.28,0.74256,0.077
1699979,0.012,0.28,0.6217,0.11
1699980,0.011,0.33,0.82667,0.055
1699981,0.01,0.29,0.82667,0.055
1699982,0.011,0.3,0.82667,0.055
1699983,-0.004,-0.12,1,-0.011
1699984,-0.008,-0.22,0.95628,-0.022
1699985,-0.003,-0.08,1,-0.011
1699986,-0.007,-0.15,0.91281,-0.033
1699987,-0.013,-0.27,0.82667,-0.055
1699988,-0.017,-0.31,0.78398,-0.066
1699989,-0.024,-0.44,0.54644,-0.132
1699990,-0.027,-0.45,0.44342,-0.165
1699991,-0.033,-0.47,0.44342,-0.165
1699992,-0.038,-0.49,0.32442,-0.209
1699993,-0.031,-0.35,0.32442,-0.209
1699994,-0.038,-0.49,0.22844,-0.253
1699995,-0.041,-0.64,0.18889,-0.275
1699996,-0.042,-0.7,0.15463,-0.297
1699997,-0.048,-0.89,0.15463,-0.297
1699998,-0.05,-1.03,0.15463,-0.297
1699999,-0.048,-0.91,0.15463,-0.297
1700000,-0.044,-0.76,0.15463,-0.297
1700001,-0.044,-0.74,0.15463,-0.297
1700002,-0.041,-0.62,0.17048,-0.286
1700003,-0.044,-0.64,0.18889,-0.275
1700004,-0.047,-0.63,0.18889,-0.275
1700005,-0.054,-0.68,0.22844,-0.253
1700006,-0.048,-0.67,0.29754,-0.22
1700007,-0.054,-0.82,0.35131,-0.198
1700008,-0.042,-0.66,0.34985,-0.198
1700009,-0.035,-0.52,0.44342,-0.165
1700010,-0.031,-0.46,0.54644,-0.132
1700011,-0.026,-0.35,0.44342,-0.165
1700012,-0.026,-0.31,0.38107,-0.187
1700013,-0.02,-0.23,0.44342,-0.165
1700014,-0.018,-0.18,0.66142,-0.099
1700015,-0.023,-0.24,0.66142,-0.099
1700016,-0.024,-0.27,0.58407,-0.121
1700017,-0.025,-0.29,0.54644,-0.132
1700018,-0.024,-0.26,0.51122,-0.143
1700019,-0.015,-0.15,0.41085,-0.176
1700020,-0.013,-0.13,0.58294,-0.121
1700021,-0.016,-0.15,0.82667,-0.055
1700022,-0.017,-0.16,0.82667,-0.055
1700023,-0.014,-0.11,0.91281,-0.033
1700024,-0.013,-0.11,0.86935,-0.044
1700025,-0.002,-0.02,0.86935,-0.044
1700026,-0.001,-0.01,0.86883,-0.044
1700027,-0.003,-0.03,0.82615,-0.055
1700028,-0.004,-0.04,0.82667,-0.055
1700029,-0.004,-0.04,0.86935,-0.044
1700030,-0.002,-0.02,0.86935,-0.044
1700031,-0.002,-0.02,1,-0.011
1700032,0.003,0.03,0.95628,0.022
1700033,0,0,1,0
1700034,-0.002,-0.02,1,-0.011
1700035,0.016,0.16,0.58294,0.121
1700036,0.02,0.18,0.476,0.154
1700039,0.028,0.25,0.50995,0.143
1700041,0.073,0.68,0.0798,0.363
1700042,0.07,0.71,0.0798,0.363
1700043,0.068,0.73,0.07041,0.374
1700044,0.068,0.76,0.0627,0.385
1700045,0.069,0.73,0.0798,0.363
1700046,0.073,0.71,0.0798,0.363
1700047,0.076,0.69,0.0798,0.363
1700048,0.079,0.68,0.0798,0.363
1700049,0.084,0.68,0.05499,0.396
1700050,0.083,0.68,0.0627,0.385
1700051,0.084,0.73,0.0798,0.363
1700052,0.083,0.76,0.0798,0.363
1700053,0.082,0.78,0.0627,0.385
1700054,0.079,0.79,0.0798,0.363
1700055,0.076,0.74,0.0892,0.352
1700056,0.073,0.66,0.11184,0.33
1700057,0.066,0.56,0.13878,0.308
1700058,0.057,0.47,0.27356,0.231
1700059,0.054,0.47,0.27356,0.231
1700060,0.054,0.47,0.27356,0.231
1700061,0.057,0.47,0.24958,0.242
1700062,0.061,0.5,0.15463,0.297
1700063,0.07,0.56,0.11184,0.33
1700064,0.071,0.58,0.12531,0.319
1700065,0.076,0.67,0.10052,0.341
1700066,0.082,0.76,0.0892,0.352
1700067,0.083,0.76,0.07041,0.374
1700068,0.087,0.79,0.0425,0.418
1700069,0.09,0.85,0.03693,0.429
1700070,0.093,0.88,0.0425,0.418
1700071,0.096,0.91,0.0325,0.44
1700072,0.097,0.91,0.03693,0.429
1700073,0.097,0.9,0.03693,0.429
1700074,0.093,0.87,0.0425,0.418
1700075,0.097,0.89,0.04874,0.407
1700076,0.097,0.9,0.04807,0.407
1700077,0.094,0.82,0.04874,0.407
1700078,0.097,0.78,0.0425,0.418
1700079,0.098,0.75,0.03693,0.429
1700080,0.056,0.42,0.22844,0.253
1700081,0.051,0.38,0.27356,0.231
1700082,0.045,0.34,0.22844,0.253
1700083,0.044,0.33,0.22844,0.253
1700084,0.042,0.3,0.22844,0.253
1700085,0.043,0.32,0.27356,0.231
1700086,0.042,0.32,0.24958,0.242
1700087,0.04,0.31,0.24958,0.242
1700088,0.041,0.32,0.22844,0.253
1700089,0.044,0.32,0.22844,0.253
1700090,0.044,0.31,0.24958,0.242
1700091,0.045,0.31,0.24958,0.242
1700092,0.04,0.27,0.22844,0.253
1700093,0.04,0.28,0.22844,0.253
1700094,0.04,0.29,0.22844,0.253
1700095,0.04,0.29,0.22844,0.253
1700096,0.04,0.3,0.22844,0.253
1700097,0.043,0.32,0.24958,0.242
1700098,0.04,0.29,0.24958,0.242
1700099,0.043,0.31,0.24958,0.242
1700100,0.04,0.29,0.24958,0.242
1700101,0.035,0.24,0.24958,0.242
1700102,0.04,0.27,0.22844,0.253
1700103,0.035,0.23,0.24958,0.242
1700104,0.035,0.23,0.22844,0.253
1700105,0.04,0.27,0.24958,0.242
1700106,0.035,0.23,0.22844,0.253
1700107,0.035,0.22,0.18889,0.275
1700108,0.035,0.21,0.17048,0.286
1700109,0.035,0.21,0.13878,0.308
1700110,0.037,0.21,0.17048,0.286
1702321,0.038,0.26,0.13878,0.308
1702322,0.038,0.27,0.13878,0.308
1702323,0.038,0.27,0.13878,0.308
1702324,0.037,0.26,0.11184,0.33
1702325,0.037,0.27,0.17048,0.286
1702326,0.038,0.27,0.11184,0.33
1702327,0.037,0.27,0.13878,0.308
1702328,0.038,0.28,0.13878,0.308
1702329,0.039,0.28,0.15463,0.297
1702330,0.039,0.28,0.15463,0.297
1702331,0.04,0.29,0.13878,0.308
1702332,0.041,0.3,0.12531,0.319
1702333,0.041,0.31,0.12531,0.319
1702334,0.042,0.31,0.13878,0.308
1702335,0.042,0.31,0.13878,0.308
1702336,0.04,0.3,0.12531,0.319
1702337,0.039,0.31,0.16876,0.286
1702338,0.038,0.31,0.22844,0.253
1702339,0.032,0.29,0.27356,0.231
1702340,0.034,0.32,0.29609,0.22
1702341,0.033,0.32,0.476,0.154
1702342,0.033,0.32,0.476,0.154
1702343,0.027,0.29,0.44342,0.165
1702344,0.03,0.31,0.44342,0.165
1702345,0.023,0.26,0.38107,0.187
1702346,0.033,0.35,0.2073,0.264
1702347,0.04,0.4,0.2073,0.264
1702348,0.039,0.36,0.17048,0.286
1702349,0.034,0.35,0.18889,0.275
1702350,0.03,0.32,0.17048,0.286
1702351,0.022,0.29,0.38107,0.187
1702352,0.026,0.31,0.32442,0.209
1702353,0.024,0.3,0.38107,0.187
1702354,0.021,0.29,0.41085,0.176
1702355,0.02,0.28,0.41085,0.176
1702356,0.019,0.26,0.41085,0.176
1702357,0.02,0.29,0.6217,0.11
1702358,0.021,0.31,0.58407,0.121
1702359,0.019,0.3,0.66142,0.099
1702360,0.017,0.3,0.66142,0.099
1702361,0.016,0.31,0.66142,0.099
1702362,0.016,0.31,0.74256,0.077
1702363,0.017,0.3,0.78398,0.066
1702364,0.017,0.32,0.82667,0.055
1702365,0.017,0.33,0.78398,0.066
1702366,0.013,0.28,0.78398,0.066
1702367,0.01,0.23,0.82667,0.055
1702368,0.01,0.25,0.82667,0.055
1702369,0.004,0.11,0.82667,0.055
1702370,0.002,0.08,0.95628,0.022
1702371,-0.001,-0.06,1,-0.011
1702372,0,0,1,0.011
1702373,0.007,0.24,0.91281,0.033
1702374,0.01,0.31,0.82667,0.055
1702375,0.009,0.28,0.82667,0.055
1702376,0.012,0.33,0.70113,0.088
1702377,0.01,0.28,0.6217,0.11
1702378,0.008,0.25,0.74256,0.077
1702379,0.012,0.32,0.70113,0.088
1702380,0.01,0.28,0.82667,0.055
1702381,0.006,0.23,0.82667,0.055
1702382,0.003,0.19,0.91281,0.033
1702383,0.005,0.18,0.91281,0.033
1702384,0.011,0.27,0.82667,0.055
1702385,0.003,0.08,1,0.011
1702386,-0.008,-0.19,0.95628,-0.022
1702387,-0.003,-0.07,0.86935,-0.044
1702388,-0.003,-0.06,0.91281,-0.033
1702389,-0.014,-0.26,0.86935,-0.044
1702390,-0.016,-0.27,0.74181,-0.077
1702391,-0.023,-0.38,0.50995,-0.143
1702392,-0.032,-0.44,0.50995,-0.143
