"nie_malla_modi_id","sen_slope_pnwi","sen_slope_per_pnwi","p_value_pnwi","tau_pnwi"
1644760,1.105,6.33,0.15463,0.297
1644761,1.844,7.03,0.27356,0.231
1644762,1.577,3.98,0.32442,0.209
1644763,0.78,2.26,0.51122,0.143
1644764,0.977,3.52,0.38107,0.187
1644765,0.9,3.86,0.32442,0.209
1644766,0.616,2,0.44342,0.165
1644767,1.107,3.74,0.476,0.154
1644768,1.03,3.8,0.44342,0.165
1644769,1.228,4.77,0.44342,0.165
1644770,0.98,3.67,0.44342,0.165
1644771,1.194,4.01,0.38107,0.187
1644772,1.609,3.95,0.44342,0.165
1644773,1.791,4.06,0.38107,0.187
1644774,1.617,4,0.44342,0.165
1644775,1.365,4.85,0.58407,0.121
1644776,1.348,5.66,0.27356,0.231
1644779,1.538,6.24,0.27356,0.231
1644782,1.573,6.26,0.32442,0.209
1644783,1.916,6.27,0.44342,0.165
1644784,1.94,4.7,0.38107,0.187
1644785,1.862,4.61,0.38107,0.187
1644786,1.819,5.6,0.38107,0.187
1644787,1.217,4.69,0.32442,0.209
1644789,1.476,5.86,0.22844,0.253
1644790,1.51,3.19,0.44342,0.165
1644791,1.879,4.83,0.27356,0.231
1644792,1.695,5.42,0.32442,0.209
1644793,1.128,5.87,0.22844,0.253
1644794,2.143,6.33,0.22844,0.253
1644795,2.714,5.49,0.15463,0.297
1644796,2.295,5.23,0.15463,0.297
1644797,2.406,6.6,0.18889,0.275
1644798,2.277,5.57,0.15463,0.297
1644803,1.498,6.18,0.12531,0.319
1644809,1.197,4.54,0.22844,0.253
1644810,1.037,5.72,0.27356,0.231
1644811,1,5.47,0.27356,0.231
1644812,1.008,6.43,0.22844,0.253
1644813,0.315,2.76,0.29754,0.22
1644814,0.8,5.37,0.18889,0.275
1644815,0.888,5.88,0.18889,0.275
1644816,0.958,4.52,0.44342,0.165
1644817,0.93,4.68,0.51122,0.143
1644818,0.86,4.89,0.38107,0.187
1644819,0.484,3.78,0.29754,0.22
1644820,1.15,7.1,0.29754,0.22
1644821,0.743,4.44,0.44342,0.165
1644822,0.232,2.14,0.2956,0.22
1644823,0.109,1.3,0.40896,0.176
1644824,0.024,0.38,0.54113,0.132
1644825,0.016,0.28,0.50032,0.143
1644826,0,0,0.7785,0.066
1644827,0,0,0.60651,0.11
1644828,0,0,0.59673,0.11
1644829,0,0,0.80709,-0.055
1644830,0,0,0.86,-0.044
1644831,0,0,1,0
1644832,0,0,0.95312,-0.022
1647136,7.623,4.47,0.22844,0.253
1647137,8.014,4.14,0.15463,0.297
1647138,7.659,4.5,0.22844,0.253
1647139,8.609,5.49,0.10052,0.341
1647140,7.785,4.8,0.12531,0.319
1647141,8.883,5.13,0.27356,0.231
1647142,9.132,5.07,0.27356,0.231
1647143,6.707,3.82,0.27356,0.231
1647144,4.273,2.81,0.18889,0.275
1647145,8.358,4.42,0.32442,0.209
1647146,10.213,5.01,0.27356,0.231
1647147,10.947,5.06,0.32442,0.209
1647148,11.6,5.26,0.27356,0.231
1647149,11.688,5.3,0.27356,0.231
1647150,7.91,3.66,0.27356,0.231
1647151,6.961,3.75,0.32442,0.209
1647152,5.738,3.55,0.32442,0.209
1647153,2.996,2.3,0.22844,0.253
1647154,4.587,4.34,0.32442,0.209
1647155,3.86,4.68,0.32442,0.209
1647156,4.027,5.82,0.22844,0.253
1647157,2.948,6.93,0.10052,0.341
1647158,2.314,6.97,0.18889,0.275
1647159,2.073,5.49,0.18889,0.275
1647160,2.754,6.34,0.18889,0.275
1647161,1.876,7.32,0.15463,0.297
1647162,1.632,5.55,0.32442,0.209
1647163,1.727,4.62,0.22844,0.253
1647164,1.767,2.98,0.44342,0.165
1647165,1.144,2.64,0.58407,0.121
1647166,1.017,3.69,0.44342,0.165
1647167,0.734,2.71,0.51122,0.143
1647168,0.699,1.99,0.51122,0.143
1647169,1.237,3.17,0.58407,0.121
1647170,0.697,2.2,0.38107,0.187
1647171,1.154,4.59,0.44342,0.165
1647172,1.256,3.02,0.38107,0.187
1647173,1.219,3.52,0.44342,0.165
1647174,1.448,3.92,0.44342,0.165
1647175,2.084,3.95,0.38107,0.187
1647176,1.68,4.08,0.44342,0.165
1647177,1.75,5.58,0.58407,0.121
1647178,1.303,5.94,0.38107,0.187
1647180,1.463,6.03,0.32442,0.209
1647186,1.543,4.31,0.38107,0.187
1647187,1.686,3.55,0.51122,0.143
1647188,1.413,2.97,0.44342,0.165
1647189,1.772,5.86,0.38107,0.187
1647190,1.405,5.85,0.18889,0.275
1647191,2.201,5.36,0.32442,0.209
1647192,1.888,3.94,0.58407,0.121
1647193,2.209,3.78,0.66142,0.099
1647194,1.915,5.44,0.22844,0.253
1647195,1.68,6.1,0.18889,0.275
1647196,2.306,5.08,0.27356,0.231
1647197,2.905,5.51,0.18889,0.275
1647198,3.029,5.2,0.18889,0.275
1647199,2.903,5.2,0.15463,0.297
1647200,3.577,5.75,0.27356,0.231
1647204,1.675,5.42,0.10052,0.341
1647205,1.423,5.08,0.12531,0.319
1647206,1.522,4.97,0.0798,0.363
1647207,1.627,4.88,0.10052,0.341
1647208,1.901,5.14,0.15463,0.297
1647210,1.748,4.44,0.15463,0.297
1647211,1.497,4.76,0.15463,0.297
1647212,1.081,5.54,0.27356,0.231
1647213,0.806,4.62,0.27356,0.231
1647214,0.6,4.84,0.22844,0.253
1647215,0.844,4.3,0.38107,0.187
1647216,1.195,5.6,0.32442,0.209
1647217,1.002,4.84,0.38107,0.187
1647218,0.98,4.16,0.44342,0.165
1647219,1.298,4.64,0.32442,0.209
1647220,0.643,2.73,0.44342,0.165
1647221,0.86,4.25,0.51122,0.143
1647222,0.753,3.34,0.51122,0.143
1647223,0.763,3.36,0.51122,0.143
1647224,0.684,4.35,0.51122,0.143
1647225,0.23,2.15,0.2956,0.22
1647226,0.026,0.35,0.61708,0.11
1647227,0.022,0.36,0.50032,0.143
1647228,0.022,0.42,0.50032,0.143
1647229,0,0,0.60651,0.11
1647230,0,0,0.52901,0.132
1647231,0,0,0.52901,0.132
1647232,0,0,0.86,-0.044
1647233,0,0,1,0
1647234,0,0,1,0
1647235,0,0,0.95312,-0.022
1647242,0,0,1,0
1647243,0,0,0.95312,0.022
1649539,12.902,6.05,0.32442,0.209
1649540,9.6,4.92,0.38107,0.187
1649541,7.113,4.25,0.15463,0.297
1649542,8.69,4.56,0.38107,0.187
1649543,9.752,4.81,0.27356,0.231
1649544,9.353,4.73,0.32442,0.209
1649545,8.533,4.61,0.22844,0.253
1649546,4.852,2.93,0.38107,0.187
1649547,5.138,3.04,0.38107,0.187
1649548,6.53,3.23,0.38107,0.187
1649549,10.779,4.84,0.32442,0.209
1649550,10.855,4.59,0.38107,0.187
1649551,11.063,4.66,0.38107,0.187
1649552,10.433,4.76,0.32442,0.209
1649553,7.054,3.71,0.32442,0.209
1649554,5.363,3.13,0.38107,0.187
1649555,4.108,2.8,0.38107,0.187
1649556,3.013,2.6,0.18889,0.275
1649557,4.293,4.39,0.38107,0.187
1649558,4.003,5.57,0.27356,0.231
1649559,3.153,5.84,0.27356,0.231
1649560,3.427,5.96,0.32442,0.209
1649561,3.258,5.87,0.27356,0.231
1649562,2.498,5.87,0.18889,0.275
1649563,2.142,8.56,0.15463,0.297
1649564,2.53,5.47,0.27356,0.231
1649565,2.865,4.64,0.27356,0.231
1649566,1.736,3.04,0.44342,0.165
1649567,1.189,2.84,0.51122,0.143
1649568,1.02,2.95,0.38107,0.187
1649569,1.024,2.73,0.58407,0.121
1649570,1.15,2.42,0.51122,0.143
1649571,1.61,3.1,0.58407,0.121
1649572,1.048,2.69,0.38107,0.187
1649573,1.077,3.38,0.38107,0.187
1649574,1.433,2.98,0.32442,0.209
1649575,1.262,2.65,0.51122,0.143
1649576,1.907,3.63,0.44342,0.165
1649577,1.743,3.25,0.44342,0.165
1649578,1.703,4.43,0.44342,0.165
1649579,1.39,5.33,0.38107,0.187
1649581,1.51,5.45,0.27356,0.231
1649582,1.607,5.71,0.44342,0.165
1649583,1.584,6.26,0.27356,0.231
1649585,1.675,5.98,0.38107,0.187
1649586,1.969,6.23,0.44342,0.165
1649587,1.865,5.61,0.44342,0.165
1649588,1.941,4.67,0.38107,0.187
1649589,1.73,3.31,0.51122,0.143
1649590,2.035,4.52,0.38107,0.187
1649591,1.667,5.79,0.38107,0.187
1649592,1.433,6.12,0.18889,0.275
1649593,1.615,5.17,0.32442,0.209
1649594,2.243,3.78,0.58407,0.121
1649595,2.228,4.01,0.51122,0.143
1649596,2.187,5.83,0.27356,0.231
1649597,1.63,6.32,0.12531,0.319
1649598,2.115,3.81,0.22844,0.253
1649599,3.801,5.62,0.22844,0.253
1649600,3.674,4.56,0.22844,0.253
1649601,3.895,5.13,0.22844,0.253
1649602,3.541,4.52,0.27356,0.231
1649603,2.913,4.84,0.27356,0.231
1649606,1.786,5.27,0.10052,0.341
1649607,1.555,4.91,0.15463,0.297
1649608,1.715,4.91,0.18889,0.275
1649609,2.369,5.31,0.18889,0.275
1649610,3.614,5.85,0.27356,0.231
1649611,2.984,4.89,0.27356,0.231
1649612,3.126,5.47,0.15463,0.297
1649613,2.181,5.08,0.15463,0.297
1649614,1.498,5.04,0.18889,0.275
1649615,1.034,5.54,0.27356,0.231
1649616,0.911,4.9,0.27356,0.231
1649617,0.994,4.63,0.32442,0.209
1649618,1.321,4.19,0.18889,0.275
1649619,1.25,3.95,0.22844,0.253
1649620,1.687,4.53,0.27356,0.231
1649621,1.685,4.26,0.38107,0.187
1649622,1.328,3.82,0.51122,0.143
1649623,1.193,4.12,0.32442,0.209
1649624,1.03,3.71,0.44342,0.165
1649625,1.009,3.28,0.51122,0.143
1649626,0.94,4.1,0.51122,0.143
1649627,0.472,3.68,0.2073,0.264
1649628,0.121,1.23,0.40896,0.176
1649629,0.08,1.09,0.5791,0.121
1649630,0.024,0.38,0.57435,0.121
1649631,0.003,0.08,0.36884,0.187
1649632,0,0,0.52901,0.132
1649633,0,0,0.52901,0.132
1649634,0,0,0.68871,0.088
1649635,0,0,0.86,-0.044
1649636,0,0,0.7688,-0.066
1649637,0,0,1,0
1649638,0,0,0.95312,-0.022
1649639,0,0,1,0
1649640,0,0,1,0
1649641,0,0,1,0
1649642,0,0,1,0
1649643,0,0,1,0
1649644,0,0,0.95312,-0.022
1649645,0,0,0.95436,0.022
1651907,5.62,3.34,0.58407,0.121
1651908,5.788,3.79,0.44342,0.165
1651909,6.32,3.71,0.66142,0.099
1651910,6.185,3.73,0.58407,0.121
1651912,6.62,3.88,0.38107,0.187
1651941,11.772,5.27,0.27356,0.231
1651942,9.979,4.92,0.27356,0.231
1651943,8.56,4.56,0.44342,0.165
1651944,10.139,4.89,0.27356,0.231
1651945,11.383,5.1,0.22844,0.253
1651946,7.374,3.7,0.32442,0.209
1651947,7.272,3.63,0.38107,0.187
1651948,5.495,3.03,0.38107,0.187
1651949,6.968,3.62,0.32442,0.209
1651950,7.673,3.73,0.38107,0.187
1651951,10.295,4.45,0.38107,0.187
1651952,11.03,4.48,0.51122,0.143
1651953,10.933,4.56,0.38107,0.187
1651954,9.462,4.34,0.32442,0.209
1651955,6.987,3.64,0.32442,0.209
1651956,5.422,3.34,0.38107,0.187
1651957,4.307,2.91,0.38107,0.187
1651958,2.785,2.27,0.38107,0.187
1651959,3.951,4.31,0.38107,0.187
1651960,4.012,5.8,0.27356,0.231
1651961,3.848,5.38,0.32442,0.209
1651962,3.792,4.92,0.32442,0.209
1651963,3.92,6.07,0.22844,0.253
1651964,2.942,6.5,0.18889,0.275
1651965,1.658,5.72,0.18889,0.275
1651966,2.89,5.18,0.38107,0.187
1651967,3.198,4.66,0.27356,0.231
1651968,2.92,4.04,0.38107,0.187
1651969,2.057,3.49,0.44342,0.165
1651970,1.112,3,0.58407,0.121
1651971,1.558,3.75,0.38107,0.187
1651972,1.691,3.11,0.51122,0.143
1651973,2.104,3.38,0.32442,0.209
1651974,1.205,3.09,0.38107,0.187
1651975,1.255,3.24,0.44342,0.165
1651976,1.815,3.45,0.38107,0.187
1651977,2.588,3.82,0.51122,0.143
1651978,1.845,2.67,0.58407,0.121
1651979,2.001,3.24,0.44342,0.165
1651980,2.07,4.66,0.38107,0.187
1651981,1.38,5.02,0.44342,0.165
1651982,1.64,4.9,0.58407,0.121
1651983,1.46,3.82,0.58407,0.121
1651984,1.784,5.21,0.38107,0.187
1651985,1.679,5.06,0.44342,0.165
1651986,1.333,6.56,0.44342,0.165
1651987,1.672,5.75,0.38107,0.187
1651988,1.969,4.57,0.32442,0.209
1651989,1.749,4.43,0.58407,0.121
1651990,1.68,3.19,0.51122,0.143
1651991,2.322,3.45,0.44342,0.165
1651992,1.316,2.77,0.51122,0.143
1651993,1.748,3.76,0.44342,0.165
1651994,1.828,5.51,0.32442,0.209
1651995,1.598,5.33,0.44342,0.165
1651996,2.15,3.89,0.58407,0.121
1651997,1.9,2.47,0.66142,0.099
1651998,2.397,4.45,0.44342,0.165
1651999,2.267,6.81,0.15463,0.297
1652000,2.708,5.36,0.22844,0.253
1652001,3.407,3.89,0.27356,0.231
1652002,3.957,4.15,0.32442,0.209
1652003,3.643,3.95,0.32442,0.209
1652004,3.816,5.14,0.22844,0.253
1652005,3.083,4.97,0.22844,0.253
1652006,2.692,5.4,0.22844,0.253
1652007,2.507,5.32,0.15463,0.297
1652008,1.829,5.53,0.15463,0.297
1652009,2.366,5.52,0.15463,0.297
1652010,2.591,5.54,0.15463,0.297
1652011,2.621,5.26,0.18889,0.275
1652012,4.094,6.02,0.27356,0.231
1652013,3.782,4.04,0.22844,0.253
1652014,4.295,5.57,0.22844,0.253
1652015,2.142,4.65,0.22844,0.253
1652016,1.623,4.71,0.12531,0.319
1652017,0.825,4.91,0.22844,0.253
1652018,1.246,4.63,0.27356,0.231
1652019,1.113,4.45,0.27356,0.231
1652020,1.895,5.04,0.15463,0.297
1652021,2.57,5.19,0.22844,0.253
1652022,2.31,4.94,0.15463,0.297
1652023,1.635,4.13,0.27356,0.231
1652024,1.347,3.86,0.44342,0.165
1652025,1.333,3.73,0.44342,0.165
1652026,1.109,3.5,0.38107,0.187
1652027,1.268,4.28,0.32442,0.209
1652028,1.053,3.94,0.44342,0.165
1652029,0.845,3.81,0.44342,0.165
1652030,0.96,6.17,0.35131,0.198
1652031,0.174,1.71,0.40896,0.176
1652032,0.029,0.43,0.43168,0.165
1652033,0.003,0.07,0.36884,0.187
1652034,0.001,0.03,0.57435,0.121
1652035,0,0,0.52901,0.132
1652036,0,0,0.60651,0.11
1652037,0,0,0.95312,-0.022
1652038,0,0,0.86,-0.044
1652039,0,0,0.90624,-0.033
1652040,0,0,0.86,-0.044
1652041,0,0,0.60651,0.11
1652042,0,0,0.95312,-0.022
1652043,0,0,1,0
1652044,0,0,0.90624,-0.033
1652045,0,0,0.95436,0.022
1652046,0,0,0.95436,0.022
1652047,0,0,0.95436,0.022
1652048,0,0,0.95436,0.022
1654308,6.699,3.73,0.51122,0.143
1654309,4.275,2.45,0.66142,0.099
1654310,6.32,3.77,0.58407,0.121
1654311,6.37,3.61,0.51122,0.143
1654312,7.141,3.83,0.51122,0.143
1654313,6.608,3.87,0.38107,0.187
1654314,7.12,3.86,0.44342,0.165
1654315,6.612,3.76,0.38107,0.187
1654320,6.48,3.71,0.51122,0.143
1654321,6.627,3.94,0.44342,0.165
1654337,10.083,7.33,0.12531,0.319
1654338,7.354,4.05,0.22844,0.253
1654339,11.04,5.08,0.27356,0.231
1654340,12.642,5.6,0.32442,0.209
1654343,12.467,5.27,0.32442,0.209
1654344,11.883,5.21,0.32442,0.209
1654345,11.637,5.17,0.22844,0.253
1654346,12.158,5.25,0.32442,0.209
1654347,12.125,4.97,0.27356,0.231
1654348,9.22,4.26,0.32442,0.209
1654349,8.828,4.25,0.27356,0.231
1654350,7.2,3.61,0.38107,0.187
1654351,6.586,3.18,0.38107,0.187
1654352,9.938,4.33,0.38107,0.187
1654353,10.53,4.36,0.44342,0.165
1654354,11.251,4.38,0.51122,0.143
1654355,10.925,4.47,0.51122,0.143
1654356,10.122,4.61,0.32442,0.209
1654357,7.144,3.73,0.32442,0.209
1654358,4.253,2.73,0.44342,0.165
1654359,3.67,2.77,0.32442,0.209
1654360,3.708,3.22,0.22844,0.253
1654361,3.881,4.54,0.38107,0.187
1654362,3.85,4.98,0.44342,0.165
1654363,3.981,4.65,0.32442,0.209
1654364,3.834,4.9,0.38107,0.187
1654365,3.842,5.89,0.27356,0.231
1654366,2.025,5.04,0.27356,0.231
1654367,2.155,6.38,0.18889,0.275
1654368,3.098,5.67,0.38107,0.187
1654369,1.927,2.38,0.44342,0.165
1654370,1.098,1.25,0.66142,0.099
1654371,2.489,3.7,0.44342,0.165
1654372,1.582,3.72,0.44342,0.165
1654373,1.424,2.89,0.58407,0.121
1654374,2.108,3.54,0.44342,0.165
1654375,2.714,3.99,0.51122,0.143
1654376,1.058,2.35,0.32442,0.209
1654377,0.787,1.72,0.38107,0.187
1654378,2.193,3.3,0.44342,0.165
1654379,2.743,3.26,0.74256,0.077
1654380,2.653,3.29,0.58407,0.121
1654381,1.736,3.05,0.51122,0.143
1654382,1.778,4.56,0.44342,0.165
1654383,1.577,4.26,0.51122,0.143
1654384,1.924,4.35,0.38107,0.187
1654385,1.37,2.92,0.51122,0.143
1654386,1.673,4.22,0.51122,0.143
1654387,1.507,4.1,0.51122,0.143
1654388,1.439,5.43,0.32442,0.209
1654389,1.717,5.78,0.38107,0.187
1654390,1.86,4.5,0.38107,0.187
1654391,2.385,4.29,0.58407,0.121
1654392,2.044,3.49,0.51122,0.143
1654393,2.366,3.18,0.38107,0.187
1654394,1.89,2.79,0.51122,0.143
1654395,1.845,3.7,0.51122,0.143
1654396,1.622,3.37,0.44342,0.165
1654397,1.947,4.89,0.27356,0.231
1654398,2.225,4.65,0.38107,0.187
1654399,1.84,2.41,0.74256,0.077
1654400,2.081,3.24,0.74256,0.077
1654401,2.021,4.58,0.15463,0.297
1654402,2.66,4.24,0.18889,0.275
1654403,3.382,3.61,0.32442,0.209
1654404,4.316,4.3,0.22844,0.253
1654405,3.703,4.13,0.32442,0.209
1654406,3.935,5.14,0.32442,0.209
1654407,2.859,4.73,0.32442,0.209
1654408,2.765,5.01,0.27356,0.231
1654409,2.42,5.75,0.15463,0.297
1654410,2.039,5.18,0.15463,0.297
1654411,2.304,5.53,0.15463,0.297
1654412,3.14,5.48,0.18889,0.275
1654413,3.525,5.1,0.18889,0.275
1654414,4.079,4.53,0.27356,0.231
1654415,3.736,3.51,0.32442,0.209
1654416,4.014,4.87,0.18889,0.275
1654417,2.299,4.88,0.22844,0.253
1654418,1.455,4.83,0.18889,0.275
1654419,1.602,5.73,0.15463,0.297
1654420,2.015,5.46,0.0798,0.363
1654421,2.112,5.07,0.10052,0.341
1654422,2.08,4.83,0.18889,0.275
1654423,3.083,5.48,0.18889,0.275
1654424,2.363,5.03,0.18889,0.275
1654425,2.235,4.88,0.15463,0.297
1654426,2.188,4.75,0.18889,0.275
1654427,1.902,4.24,0.22844,0.253
1654428,1.372,3.74,0.44342,0.165
1654429,1.261,4.2,0.27356,0.231
1654430,0.627,2.77,0.51122,0.143
1654431,0.908,3.79,0.44342,0.165
1654432,0.675,3.2,0.44342,0.165
1654433,0.683,4.41,0.27356,0.231
1654434,0.298,2.59,0.16876,0.286
1654435,0.041,0.69,0.36884,0.187
1654436,0.003,0.07,0.43168,0.165
1654437,0.01,0.34,0.36884,0.187
1654438,0,0,0.52901,0.132
1654439,0,0,0.52901,0.132
1654440,0,0,0.52901,0.132
1654441,0,0,0.60651,0.11
1654442,0,0,0.52901,0.132
1654443,0,0,0.86,-0.044
1654444,0,0,0.95312,-0.022
1654445,0,0,0.95436,0.022
1654446,0,0,0.95436,0.022
1654447,0,0,0.60651,0.11
1654448,0,0,0.95436,0.022
1654449,0,0,0.95436,0.022
1654450,0,0,0.95436,0.022
1654451,0,0,1,0
1656699,0.783,5.71,0.44342,0.165
1656710,7.335,4.27,0.51122,0.143
1656711,6.555,3.69,0.51122,0.143
1656712,7.196,4.1,0.58407,0.121
1656713,7.216,4.11,0.58407,0.121
1656714,5.827,3.52,0.51122,0.143
1656715,6.346,3.87,0.38107,0.187
1656716,5.578,2.84,0.38107,0.187
1656717,5.866,2.79,0.44342,0.165
1656718,6.36,3.57,0.38107,0.187
1656719,6.626,3.68,0.38107,0.187
1656720,6.718,3.66,0.38107,0.187
1656721,6.824,3.71,0.38107,0.187
1656722,7.782,4.01,0.38107,0.187
1656723,7.312,3.69,0.38107,0.187
1656724,5.814,3.25,0.51122,0.143
1656730,4.137,6.93,0.15463,0.297
1656731,4.658,6.33,0.15463,0.297
1656732,4.597,8.29,0.0627,0.385
1656738,5.143,8.46,0.0375,0.429
1656739,8.36,8.24,0.10052,0.341
1656740,7.49,5.29,0.12531,0.319
1656741,7.281,4.14,0.18889,0.275
1656742,10.042,4.96,0.32442,0.209
1656743,10.603,5.03,0.32442,0.209
1656744,10.62,4.96,0.18889,0.275
1656745,9.8,4.75,0.27356,0.231
1656746,11.806,5.01,0.32442,0.209
1656747,12.133,5.01,0.32442,0.209
1656748,12.406,5,0.32442,0.209
1656749,10.818,4.59,0.32442,0.209
1656750,10.595,4.45,0.38107,0.187
1656751,10.519,4.69,0.27356,0.231
1656752,8.779,4.2,0.27356,0.231
1656753,9.785,4.19,0.38107,0.187
1656754,11.652,4.58,0.51122,0.143
1656755,12.128,4.48,0.38107,0.187
1656756,11.977,4.29,0.44342,0.165
1656757,11.66,4.75,0.44342,0.165
1656758,8.043,3.81,0.38107,0.187
1656759,6.44,3.53,0.32442,0.209
1656760,5.18,3.33,0.38107,0.187
1656761,3.928,3.25,0.58407,0.121
1656762,4.185,4.26,0.44342,0.165
1656763,4.084,3.9,0.38107,0.187
1656764,3.96,3.88,0.44342,0.165
1656765,4.213,4.67,0.32442,0.209
1656766,3.85,5.17,0.38107,0.187
1656767,2.914,5.84,0.18889,0.275
1656768,3.573,5.96,0.38107,0.187
1656769,2.975,6.69,0.22844,0.253
1656770,3.472,5.73,0.32442,0.209
1656771,0.754,0.78,0.58407,0.121
1656772,0.343,0.35,0.51122,0.143
1656773,2.384,3.21,0.41085,0.176
1656774,1.59,3.89,0.32442,0.209
1656775,2.116,3.72,0.51122,0.143
1656776,2.83,4.01,0.58407,0.121
1656777,3.04,3.97,0.51122,0.143
1656778,1.749,3.42,0.44342,0.165
1656779,1.735,3.35,0.44342,0.165
1656780,1.742,2.37,0.58407,0.121
1656781,3.172,3.41,0.38107,0.187
1656782,2.448,3.06,0.66142,0.099
1656783,1.778,2.99,0.44342,0.165
1656784,1.778,4.05,0.38107,0.187
1656785,1.947,4.3,0.44342,0.165
1656786,1.68,3.57,0.38107,0.187
1656787,2.004,3.5,0.58407,0.121
1656788,2.213,4.05,0.51122,0.143
1656789,1.692,4.28,0.51122,0.143
1656790,1.489,5.48,0.38107,0.187
1656791,1.765,4.47,0.51122,0.143
1656792,1.727,4.49,0.58407,0.121
1656793,2.349,4.24,0.58407,0.121
1656794,2.664,3.42,0.38107,0.187
1656795,1.773,1.92,0.51122,0.143
1656796,2.584,3.32,0.32442,0.209
1656797,2.21,4.21,0.44342,0.165
1656798,2.255,3.7,0.51122,0.143
1656799,2.231,3.61,0.58407,0.121
1656800,1.949,2.64,0.51122,0.143
1656801,0.885,1.03,0.27356,0.231
1656802,3.666,4.47,0.27356,0.231
1656803,2.326,3.64,0.32442,0.209
1656804,3.928,5.93,0.22844,0.253
1656805,3.953,3.74,0.32442,0.209
1656806,5.59,4.62,0.18889,0.275
1656807,4.267,4.11,0.27356,0.231
1656808,3.813,3.89,0.38107,0.187
1656809,3.326,4.65,0.22844,0.253
1656810,2.505,5.03,0.22844,0.253
1656811,2.448,5.71,0.15463,0.297
1656812,2.374,5.51,0.18889,0.275
1656813,3.123,5.15,0.32442,0.209
1656814,2.979,5.4,0.18889,0.275
1656815,3.004,3.96,0.15463,0.297
1656816,3.851,4.15,0.22844,0.253
1656817,3.786,4.08,0.22844,0.253
1656818,3.538,3.98,0.22844,0.253
1656819,3.261,5.26,0.32442,0.209
1656820,1.88,4.68,0.12531,0.319
1656821,1.58,5.62,0.12531,0.319
1656822,2.299,5.08,0.15463,0.297
1656823,3.843,5.48,0.27356,0.231
1656824,3.905,5.58,0.15463,0.297
1656825,3.957,4.58,0.27356,0.231
1656826,2.545,4.99,0.22844,0.253
1656827,2.419,4.93,0.22844,0.253
1656828,2.498,4.87,0.22844,0.253
1656829,2.826,5.02,0.32442,0.209
1656830,2.106,4.49,0.27356,0.231
1656831,1.373,3.6,0.38107,0.187
1656832,0.81,3.34,0.51122,0.143
1656833,1.25,7.13,0.27356,0.231
1656834,0.743,3.65,0.32442,0.209
1656835,0.878,4.15,0.44342,0.165
1656836,1.257,7.57,0.27356,0.231
1656837,0.162,1.79,0.26726,0.231
1656838,0.048,0.94,0.36884,0.187
1656839,0.049,0.93,0.43168,0.165
1656840,0.006,0.16,0.50032,0.143
1656841,0,0,0.60651,0.11
1656842,0,0,0.60651,0.11
1656843,0,0,0.49153,0.143
1656844,0,0,0.95312,-0.022
1656845,0,0,0.60651,0.11
1656846,0,0,0.68871,0.088
1656847,0,0,0.68871,0.088
1656848,0,0,0.77477,0.066
1656849,0,0,0.7309,0.077
1656850,0,0,0.68871,0.088
1656851,0,0,0.77477,0.066
1656852,0,0,0.95312,0.022
1656853,0,0,0.95436,0.022
1656854,0,0,0.90624,0.033
1656857,0,0,1,0
1656858,0,0,1,-0.011
1656859,0,0,1,-0.011
1656860,0,0,1,-0.011
1659099,0.348,3.54,0.41085,0.176
1659101,0.884,5.46,0.32442,0.209
1659107,3.577,8.03,0.0798,0.363
1659108,4.117,6.98,0.10052,0.341
1659109,3.448,3.91,0.18889,0.275
1659110,4.562,3.27,0.58407,0.121
1659111,6.555,3.78,0.51122,0.143
1659112,7.354,3.88,0.51122,0.143
1659113,7.013,3.39,0.58407,0.121
1659114,7.08,3.66,0.51122,0.143
1659115,4.897,2.92,0.58407,0.121
1659116,4.511,3.01,0.66142,0.099
1659117,6.258,3.93,0.44342,0.165
1659118,6.264,3.55,0.38107,0.187
1659119,5.384,2.61,0.44342,0.165
1659120,8.146,4.18,0.44342,0.165
1659121,6.668,3.68,0.38107,0.187
1659122,6.607,2.97,0.58407,0.121
1659123,5.219,2.26,0.58407,0.121
1659124,5.105,2.16,0.58407,0.121
1659125,8.38,3.77,0.44342,0.165
1659126,7.642,3.94,0.38107,0.187
1659133,5.076,4.93,0.32442,0.209
1659134,4.634,4.11,0.15463,0.297
1659135,4.172,4.99,0.22844,0.253
1659136,4.811,6.48,0.10052,0.341
1659137,2.238,7.9,0.04874,0.407
1659138,3.88,7.99,0.04874,0.407
1659139,2.948,9.63,0.0627,0.385
1659140,5.51,8.56,0.04874,0.407
1659141,6.77,8.47,0.0627,0.385
1659142,9.104,8.4,0.0798,0.363
1659143,9.965,7.57,0.10052,0.341
1659144,7.302,4.8,0.12531,0.319
1659145,4.76,3.12,0.12531,0.319
1659146,4.51,2.84,0.22844,0.253
1659147,4.867,2.82,0.27356,0.231
1659148,9.12,4.49,0.32442,0.209
1659149,10.236,4.77,0.22844,0.253
1659150,12.233,5.04,0.32442,0.209
1659151,12.283,4.86,0.44342,0.165
1659152,11.97,4.68,0.51122,0.143
1659153,11.055,4.63,0.32442,0.209
1659154,10.248,4.48,0.27356,0.231
1659155,11.185,4.69,0.38107,0.187
1659156,12.13,4.53,0.38107,0.187
1659157,12.107,4.12,0.44342,0.165
1659158,11.672,3.96,0.44342,0.165
1659159,12.045,4.44,0.38107,0.187
1659160,10.228,4.37,0.38107,0.187
1659161,7.025,3.53,0.38107,0.187
