"nie_malla_modi_id","sen_slope_presu","sen_slope_per_presu","p_value_presu","tau_presu"
1671131,1.43,2.61,0.58407,0.121
1671132,1.411,2.51,0.58407,0.121
1671133,1.407,2.47,0.58407,0.121
1671134,1.357,2.3,0.58407,0.121
1671135,1.326,2.2,0.66142,0.099
1671136,1.3,2.12,0.74256,0.077
1671137,1.279,2.07,0.70113,0.088
1671138,1.259,2.01,0.74256,0.077
1671139,1.58,2.57,0.66142,0.099
1671140,1.57,2.56,0.66142,0.099
1671141,1.534,2.61,0.58407,0.121
1671142,0.671,1.12,0.66142,0.099
1671143,0.683,1.19,0.66142,0.099
1671144,0.935,1.74,0.66142,0.099
1671145,1.093,1.94,0.66142,0.099
1671146,0.78,1.32,0.74256,0.077
1671147,0.493,0.86,0.82667,0.055
1671148,0.537,1.01,0.74256,0.077
1671149,0.37,0.74,0.74256,0.077
1671150,0.82,1.83,0.74256,0.077
1671151,0.863,1.99,0.74256,0.077
1671152,0.887,2.04,0.74256,0.077
1671153,0.841,1.74,0.66142,0.099
1671154,0.812,1.56,0.66142,0.099
1671155,0.798,1.45,0.58407,0.121
1671156,1.255,2.17,0.58407,0.121
1671157,1.633,2.7,0.51122,0.143
1671158,1.623,2.61,0.51122,0.143
1671159,1.633,2.64,0.44342,0.165
1671160,1.614,2.57,0.44342,0.165
1671161,1.627,2.64,0.44342,0.165
1671162,1.667,2.63,0.38107,0.187
1671163,1.899,2.79,0.32442,0.209
1671164,2.06,3.11,0.32442,0.209
1671165,2.256,3.49,0.38107,0.187
1671166,2.998,4.82,0.38107,0.187
1671167,2.892,4.42,0.32442,0.209
1671168,2.946,4.52,0.32442,0.209
1671169,2.93,4.64,0.32442,0.209
1671170,2.953,4.74,0.38107,0.187
1671171,2.99,4.82,0.38107,0.187
1671172,2.956,4.9,0.38107,0.187
1671173,2.716,4.66,0.38107,0.187
1671174,2.488,4.41,0.44342,0.165
1671175,2.226,4.1,0.44342,0.165
1671176,1.308,2.5,0.32442,0.209
1671177,1.358,2.66,0.38107,0.187
1671178,1.293,2.5,0.38107,0.187
1671179,1.365,2.72,0.27356,0.231
1671180,1.167,2.21,0.38107,0.187
1671181,1.165,2.23,0.32442,0.209
1671182,1.023,1.91,0.32442,0.209
1671183,1.743,3.25,0.32442,0.209
1671184,1.675,3.24,0.27356,0.231
1671185,1.437,2.78,0.32442,0.209
1671186,1.087,2.06,0.27356,0.231
1671187,1.125,2.1,0.27356,0.231
1671188,1.455,2.83,0.27356,0.231
1671189,1.42,2.76,0.38107,0.187
1671190,1.673,3.29,0.44342,0.165
1671191,1.77,3.57,0.44342,0.165
1671192,1.68,3.39,0.44342,0.165
1671193,1.57,2.95,0.44342,0.165
1671194,1.63,3.06,0.51122,0.143
1671195,1.744,3.37,0.51122,0.143
1671196,1.957,3.86,0.44342,0.165
1671197,2.131,4.27,0.44342,0.165
1671198,2.285,4.62,0.44342,0.165
1671199,2.412,4.91,0.44342,0.165
1671200,2.5,5.09,0.44342,0.165
1671201,2.555,5.13,0.38107,0.187
1671202,2.724,5.73,0.44342,0.165
1671203,2.814,6.07,0.38107,0.187
1671204,2.021,4.09,0.44342,0.165
1671205,1.856,3.81,0.44342,0.165
1671206,1.838,3.74,0.44342,0.165
1671207,1.72,3.23,0.51122,0.143
1671208,1.385,2.57,0.51122,0.143
1671209,1.23,2.28,0.51122,0.143
1671210,1.48,2.78,0.44342,0.165
1671211,1.305,2.56,0.38107,0.187
1671212,1.264,2.39,0.51122,0.143
1671213,1.204,2.18,0.51122,0.143
1671214,1.044,1.85,0.51122,0.143
1671215,1.555,2.8,0.51122,0.143
1671216,1.55,2.79,0.51122,0.143
1671217,1.538,2.68,0.44342,0.165
1671218,1.56,2.77,0.51122,0.143
1671219,1.22,2.2,0.51122,0.143
1671220,0.968,1.77,0.51122,0.143
1671221,0.921,1.69,0.51122,0.143
1671222,0.951,1.74,0.51122,0.143
1671223,0.975,1.77,0.51122,0.143
1671224,0.907,1.66,0.51122,0.143
1671225,0.728,1.34,0.51122,0.143
1671226,1.002,1.77,0.58407,0.121
1671227,0.696,1.28,0.51122,0.143
1671228,0.601,1.16,0.66142,0.099
1671229,0.795,1.51,0.74256,0.077
1671230,0.735,1.37,0.74256,0.077
1671231,0.779,1.48,0.82667,0.055
1671232,0.618,1.22,0.82667,0.055
1671233,0.644,1.24,0.82667,0.055
1671234,0.681,1.28,0.74256,0.077
1671235,0.27,0.53,0.91281,0.033
1671236,0.45,0.86,0.74256,0.077
1671237,0.506,0.93,0.66142,0.099
1671238,0.49,0.91,0.74256,0.077
1671239,0.359,0.71,0.91281,0.033
1671240,0.372,0.7,0.82667,0.055
1671241,0.299,0.57,0.82667,0.055
1671242,0.231,0.46,0.91281,0.033
1671243,0.093,0.2,1,0.011
1671244,-0.055,-0.12,1,-0.011
1671245,0.525,1.27,0.82667,0.055
1671246,0.524,1.26,0.82667,0.055
1671247,0.33,0.76,0.82667,0.055
1671248,0.48,1.16,0.82667,0.055
1671249,0.48,1.25,0.82667,0.055
1671250,0.511,1.35,0.82667,0.055
1671251,0.543,1.4,0.74256,0.077
1671252,0.71,1.8,0.74256,0.077
1671253,0.648,1.63,0.91281,0.033
1671254,0.704,1.74,0.91281,0.033
1671255,0.744,1.85,0.82667,0.055
1671256,1.025,2.65,0.51122,0.143
1671257,0.865,2.29,0.44342,0.165
1671258,0.617,1.64,0.44342,0.165
1671259,0.8,2.19,0.66142,0.099
1671260,0.903,2.5,0.66142,0.099
1671261,0.908,2.55,0.66142,0.099
1671262,0.87,2.49,0.58407,0.121
1671263,0.542,1.53,0.51122,0.143
1671264,0.618,1.78,0.58407,0.121
1671265,0.714,2.04,0.44342,0.165
1671266,0.75,2.22,0.44342,0.165
1671267,0.845,2.56,0.44342,0.165
1671268,0.9,2.88,0.44342,0.165
1671269,0.85,2.81,0.44342,0.165
1671270,0.913,2.82,0.74256,0.077
1671271,0.913,2.69,0.74256,0.077
1671272,0.877,2.56,0.74256,0.077
1671273,0.809,2.47,0.74256,0.077
1671274,0.732,2.36,0.74256,0.077
1671275,0.671,2.24,0.74256,0.077
1671276,0.609,2.11,0.74256,0.077
1671277,0.564,1.98,0.66142,0.099
1671278,0.984,3.4,0.58407,0.121
1671279,0.882,3.13,0.66142,0.099
1671280,0.93,3.23,0.66142,0.099
1671281,0.655,2.32,0.58407,0.121
1671282,0.424,1.6,0.58407,0.121
1673508,0.906,2.53,0.82667,0.055
1673509,0.833,2.33,0.74256,0.077
1673510,0.76,2.05,0.82667,0.055
1673511,0.748,1.98,0.82667,0.055
1673512,0.753,1.96,0.82667,0.055
1673513,0.772,1.99,0.82667,0.055
1673514,0.798,2.03,0.82667,0.055
1673515,0.271,0.64,1,0.011
1673517,0.089,0.2,0.91281,0.033
1673518,0.063,0.13,0.91281,0.033
1673519,0.077,0.16,1,0.011
1673520,0.099,0.19,1,0.011
1673521,0.207,0.39,1,0.011
1673522,0.323,0.61,0.91281,0.033
1673523,0.7,1.32,0.91281,0.033
1673524,1.155,2.21,0.91281,0.033
1673525,1.26,2.35,0.82667,0.055
1673526,1.359,2.63,0.82667,0.055
1673527,1.389,2.78,0.74256,0.077
1673528,1.463,2.91,0.74256,0.077
1673529,1.596,2.98,0.74256,0.077
1673530,1.613,3.14,0.74256,0.077
1673531,1.654,3.26,0.74256,0.077
1673532,1.713,3.35,0.74256,0.077
1673533,1.791,3.4,0.74256,0.077
1673534,1.84,3.41,0.74256,0.077
1673535,1.619,2.83,0.58407,0.121
1673536,1.577,2.69,0.58407,0.121
1673537,1.574,2.68,0.58407,0.121
1673538,1.543,2.59,0.58407,0.121
1673539,1.676,2.93,0.58407,0.121
1673540,1.671,2.82,0.66142,0.099
1673541,1.666,2.74,0.74256,0.077
1673542,1.654,2.68,0.74256,0.077
1673543,0.846,1.34,0.74256,0.077
1673544,0.656,1.06,0.66142,0.099
1673545,0.65,1.09,0.66142,0.099
1673546,1.068,1.9,0.66142,0.099
1673547,0.953,1.64,0.66142,0.099
1673548,0.642,1.08,0.74256,0.077
1673549,0.491,0.82,0.82667,0.055
1673550,0.533,0.95,0.82667,0.055
1673551,0.577,1.11,0.82667,0.055
1673552,0.816,1.88,0.74256,0.077
1673553,0.791,1.69,0.74256,0.077
1673554,0.847,1.9,0.74256,0.077
1673555,0.852,1.84,0.66142,0.099
1673556,0.843,1.73,0.66142,0.099
1673557,0.814,1.54,0.58407,0.121
1673558,1.11,1.94,0.58407,0.121
1673559,1.64,2.69,0.58407,0.121
1673560,1.566,2.44,0.58407,0.121
1673561,1.61,2.46,0.51122,0.143
1673562,1.657,2.45,0.38107,0.187
1673563,1.669,2.53,0.38107,0.187
1673564,1.682,2.6,0.38107,0.187
1673565,1.951,2.85,0.32442,0.209
1673566,2.134,3.23,0.32442,0.209
1673567,2.32,3.61,0.38107,0.187
1673568,2.56,4.01,0.38107,0.187
1673569,2.902,4.4,0.32442,0.209
1673570,3.018,4.52,0.32442,0.209
1673571,3.001,4.63,0.32442,0.209
1673572,3.043,4.93,0.38107,0.187
1673573,2.923,4.83,0.38107,0.187
1673574,3.053,5,0.38107,0.187
1673575,3.049,4.99,0.38107,0.187
1673576,2.748,4.72,0.38107,0.187
1673577,2.44,4.38,0.44342,0.165
1673578,2.304,4.22,0.44342,0.165
1673579,1.44,2.68,0.32442,0.209
1673580,1.288,2.43,0.32442,0.209
1673581,1.288,2.46,0.38107,0.187
1673582,1.14,2.1,0.38107,0.187
1673583,1.058,1.93,0.38107,0.187
1673584,0.975,1.76,0.38107,0.187
1673585,1,1.84,0.38107,0.187
1673586,1.722,3.24,0.32442,0.209
1673587,1.705,3.14,0.32442,0.209
1673588,1.675,3.05,0.32442,0.209
1673589,1.367,2.49,0.27356,0.231
1673590,1.045,1.95,0.27356,0.231
1673591,1.353,2.54,0.32442,0.209
1673592,1.4,2.64,0.38107,0.187
1673593,1.542,2.96,0.44342,0.165
1673594,1.72,3.37,0.44342,0.165
1673595,1.508,2.81,0.38107,0.187
1673596,1.435,2.6,0.44342,0.165
1673597,1.53,2.83,0.51122,0.143
1673598,1.627,3.01,0.38107,0.187
1673599,1.797,3.36,0.38107,0.187
1673600,1.984,3.79,0.38107,0.187
1673601,2.131,4.14,0.38107,0.187
1673602,2.23,4.32,0.38107,0.187
1673603,2.291,4.41,0.38107,0.187
1673604,2.473,4.98,0.38107,0.187
1673605,2.525,5.08,0.38107,0.187
1673606,2.205,4.27,0.44342,0.165
1673607,1.945,3.71,0.44342,0.165
1673608,1.725,3.32,0.44342,0.165
1673609,1.335,2.49,0.51122,0.143
1673610,1.125,2,0.51122,0.143
1673611,1.25,2.25,0.44342,0.165
1673612,1.516,2.84,0.44342,0.165
1673613,1.098,2.16,0.44342,0.165
1673614,1.01,1.92,0.44342,0.165
1673615,0.899,1.66,0.44342,0.165
1673616,1.11,1.96,0.44342,0.165
1673617,1.81,3.13,0.51122,0.143
1673618,1.74,2.99,0.51122,0.143
1673619,1.617,2.72,0.44342,0.165
1673620,1.6,2.71,0.51122,0.143
1673621,1.086,1.91,0.51122,0.143
1673622,1.058,1.84,0.51122,0.143
1673623,0.995,1.74,0.51122,0.143
1673624,1.019,1.78,0.51122,0.143
1673625,1.028,1.81,0.476,0.154
1673626,1.01,1.78,0.51122,0.143
1673627,1.055,1.85,0.51122,0.143
1673628,1.068,1.85,0.51122,0.143
1673629,0.762,1.34,0.51122,0.143
1673630,0.851,1.54,0.74256,0.077
1673631,0.8,1.46,0.74256,0.077
1673632,0.831,1.5,0.66142,0.099
1673633,0.739,1.37,0.74256,0.077
1673634,0.829,1.59,0.74256,0.077
1673635,0.69,1.27,0.74256,0.077
1673636,0.654,1.2,0.66142,0.099
1673637,0.709,1.33,0.82667,0.055
1673638,0.682,1.28,0.74256,0.077
1673639,0.567,1.02,0.58407,0.121
1673640,0.575,1.06,0.66142,0.099
1673641,0.264,0.5,0.66142,0.099
1673642,0.508,0.94,0.74256,0.077
1673643,0.442,0.84,0.82667,0.055
1673644,0.369,0.74,0.91281,0.033
1673645,0.309,0.65,0.91281,0.033
1673646,0.028,0.07,1,0.011
1673647,0.16,0.36,0.91281,0.033
1673648,0.452,1.01,0.91281,0.033
1673649,0.527,1.21,0.82667,0.055
1673650,0.651,1.6,0.82667,0.055
1673651,0.673,1.64,0.82667,0.055
1673652,0.79,1.98,0.82667,0.055
1673653,0.732,1.87,0.82667,0.055
1673654,0.668,1.62,0.91281,0.033
1673655,0.623,1.51,0.91281,0.033
1673656,0.505,1.2,0.82667,0.055
1673657,0.507,1.21,0.82667,0.055
1673658,1.129,2.75,0.44342,0.165
1673659,0.97,2.42,0.51122,0.143
1673660,0.518,1.35,0.44342,0.165
1673661,0.65,1.72,0.51122,0.143
1673662,0.832,2.29,0.58407,0.121
1673663,0.784,2.2,0.51122,0.143
1673664,0.738,2.11,0.44342,0.165
1673665,0.642,1.86,0.51122,0.143
1673666,0.593,1.78,0.51122,0.143
1673667,0.727,2.15,0.44342,0.165
1673668,0.683,2.09,0.44342,0.165
1673669,0.782,2.41,0.44342,0.165
1673670,0.793,2.52,0.44342,0.165
1673671,0.797,2.66,0.44342,0.165
1673672,0.915,2.88,0.66142,0.099
1673673,0.906,2.76,0.74256,0.077
1673674,0.891,2.63,0.74256,0.077
1673675,0.832,2.51,0.74256,0.077
1673676,0.769,2.4,0.74256,0.077
1673677,0.713,2.26,0.74256,0.077
1673678,0.645,2.14,0.74256,0.077
1673679,0.575,2.02,0.66142,0.099
1673680,1.108,3.7,0.66142,0.099
1673681,1.134,3.74,0.66142,0.099
1673682,0.96,3.27,0.66142,0.099
1673683,0.92,3.14,0.58407,0.121
1673684,0.52,1.89,0.58407,0.121
1673685,0.465,1.71,0.58407,0.121
1675910,0.643,1.78,0.66142,0.099
1675911,0.668,1.81,0.82667,0.055
1675912,0.641,1.74,0.82667,0.055
1675913,0.535,1.4,0.82667,0.055
1675914,0.456,1.17,0.82667,0.055
1675915,0.463,1.17,0.82667,0.055
1675916,0.46,1.16,0.82667,0.055
1675917,0.459,1.07,0.91281,0.033
1675919,0.259,0.61,0.82667,0.055
1675920,0.169,0.36,0.91281,0.033
1675921,0.088,0.17,0.91281,0.033
1675922,0.179,0.34,1,0.011
1675923,0.306,0.58,1,0.011
1675924,0.401,0.74,0.91281,0.033
1675925,0.615,1.14,0.82667,0.055
1675926,1.07,1.99,0.82667,0.055
1675927,1.2,2.16,0.74256,0.077
1675928,1.721,3.2,0.74256,0.077
1675929,1.741,3.42,0.74256,0.077
1675930,1.856,3.47,0.74256,0.077
1675931,1.95,3.54,0.74256,0.077
1675932,2.009,3.7,0.74256,0.077
1675933,2.037,3.8,0.66142,0.099
1675934,2.073,3.87,0.66142,0.099
1675935,2.09,3.8,0.74256,0.077
1675936,2.123,3.87,0.66142,0.099
1675937,2.156,3.97,0.66142,0.099
1675938,2.09,3.78,0.74256,0.077
1675939,1.791,3.13,0.58407,0.121
1675940,1.79,3.28,0.58407,0.121
1675941,1.769,3.14,0.58407,0.121
1675942,1.756,3.03,0.66142,0.099
1675943,1.183,1.96,0.74256,0.077
1675944,0.993,1.59,0.74256,0.077
1675945,0.813,1.29,0.74256,0.077
1675946,0.623,0.98,0.66142,0.099
1675947,0.608,0.99,0.66142,0.099
1675948,1.065,1.83,0.66142,0.099
1675949,0.802,1.37,0.74256,0.077
1675950,0.487,0.81,0.82667,0.055
1675951,0.468,0.76,0.91281,0.033
1675952,0.521,0.92,1,0.011
1675953,0.575,1.1,0.91281,0.033
1675954,0.754,1.64,0.82667,0.055
1675955,0.716,1.43,0.74256,0.077
1675956,0.804,1.75,0.66142,0.099
1675957,0.836,1.83,0.66142,0.099
1675958,0.793,1.56,0.66142,0.099
1675959,0.773,1.43,0.58407,0.121
1675960,1.183,2.05,0.58407,0.121
1675961,1.53,2.54,0.58407,0.121
1675962,1.56,2.44,0.54644,0.132
1675963,1.603,2.45,0.51122,0.143
1675964,1.643,2.48,0.44342,0.165
1675965,1.691,2.48,0.38107,0.187
1675966,1.711,2.56,0.32442,0.209
1675967,1.934,2.94,0.38107,0.187
1675968,2.154,3.34,0.38107,0.187
1675969,2.37,3.79,0.38107,0.187
1675970,2.677,4.18,0.38107,0.187
1675971,3.06,4.52,0.32442,0.209
1675972,2.968,4.52,0.32442,0.209
1675973,3.008,4.73,0.32442,0.209
1675974,3.045,4.86,0.32442,0.209
1675975,2.899,4.86,0.38107,0.187
1675976,2.971,4.94,0.38107,0.187
1675977,3.123,5.01,0.32442,0.209
1675978,2.992,4.98,0.38107,0.187
1675979,2.794,4.78,0.38107,0.187
1675980,2.652,4.63,0.38107,0.187
1675981,2.492,4.45,0.44342,0.165
1675982,1.813,3.26,0.44342,0.165
1675983,1.63,2.94,0.44342,0.165
1675984,1.574,2.82,0.38107,0.187
1675985,1.588,2.79,0.38107,0.187
1675986,1.06,1.84,0.38107,0.187
1675987,0.997,1.79,0.38107,0.187
1675988,0.948,1.71,0.44342,0.165
1675989,0.835,1.47,0.44342,0.165
1675990,0.742,1.29,0.38107,0.187
1675991,1.05,1.84,0.32442,0.209
1675992,1.52,2.72,0.32442,0.209
1675993,1.007,1.81,0.27356,0.231
1675994,0.975,1.74,0.27356,0.231
1675995,1.107,1.98,0.27356,0.231
1675996,1.357,2.46,0.38107,0.187
1675997,1.312,2.33,0.38107,0.187
1675998,1.277,2.2,0.38107,0.187
1675999,1.28,2.23,0.44342,0.165
1676000,1.39,2.48,0.44342,0.165
1676001,1.564,2.86,0.38107,0.187
1676002,1.64,2.94,0.38107,0.187
1676003,1.737,3.1,0.38107,0.187
1676004,1.912,3.5,0.38107,0.187
1676005,2.054,3.84,0.38107,0.187
1676006,2.154,4.08,0.38107,0.187
1676007,2.17,4.03,0.38107,0.187
1676008,1.6,2.9,0.51122,0.143
1676009,1.345,2.42,0.51122,0.143
1676010,1.085,1.95,0.51122,0.143
1676011,1.07,1.9,0.51122,0.143
1676012,1.33,2.41,0.44342,0.165
1676013,1.52,2.75,0.44342,0.165
1676014,1.41,2.58,0.51122,0.143
1676015,0.979,1.88,0.44342,0.165
1676016,0.76,1.5,0.51122,0.143
1676017,0.834,1.56,0.44342,0.165
1676018,1.672,2.87,0.51122,0.143
1676019,1.828,2.99,0.51122,0.143
1676020,1.705,2.77,0.51122,0.143
1676021,1.575,2.53,0.58407,0.121
1676022,1.527,2.48,0.66142,0.099
1676023,1.214,2.02,0.44342,0.165
1676024,1.105,1.84,0.51122,0.143
1676025,1.068,1.78,0.51122,0.143
1676026,1.076,1.81,0.51122,0.143
1676027,0.95,1.58,0.51122,0.143
1676028,1.03,1.7,0.51122,0.143
1676029,0.96,1.58,0.51122,0.143
1676030,1.244,2.02,0.58407,0.121
1676031,1.09,1.8,0.58407,0.121
1676032,0.82,1.38,0.58407,0.121
1676033,0.683,1.19,0.58407,0.121
1676034,0.695,1.19,0.58407,0.121
1676035,0.85,1.51,0.51122,0.143
1676036,0.832,1.51,0.74256,0.077
1676037,0.818,1.41,0.51122,0.143
1676038,0.879,1.53,0.51122,0.143
1676039,0.949,1.67,0.58407,0.121
1676040,0.619,1.12,0.66142,0.099
1676041,0.742,1.3,0.51122,0.143
1676042,0.7,1.25,0.58407,0.121
1676043,0.728,1.3,0.51122,0.143
1676044,0.552,0.98,0.58407,0.121
1676045,0.42,0.79,0.66142,0.099
1676046,0.116,0.23,0.91281,0.033
1676047,0.432,0.88,0.91281,0.033
1676048,0.742,1.59,0.91281,0.033
1676049,0.674,1.39,0.82667,0.055
1676050,0.693,1.47,0.91281,0.033
1676051,0.718,1.65,0.82667,0.055
1676052,0.435,1.01,0.82667,0.055
1676053,0.357,0.8,0.91281,0.033
1676054,0.785,1.89,0.91281,0.033
1676055,0.605,1.54,0.91281,0.033
1676056,0.682,1.63,0.82667,0.055
1676057,0.525,1.23,0.82667,0.055
1676058,0.327,0.74,0.66142,0.099
1676059,0.418,0.95,0.66142,0.099
1676060,1.205,2.86,0.51122,0.143
1676061,0.908,2.2,0.32442,0.209
1676062,0.817,2.04,0.38107,0.187
1676063,0.7,1.86,0.44342,0.165
1676064,0.707,1.88,0.44342,0.165
1676065,0.644,1.77,0.51122,0.143
1676066,0.578,1.68,0.44342,0.165
1676067,0.518,1.54,0.38107,0.187
1676068,0.503,1.55,0.51122,0.143
1676069,0.549,1.7,0.44342,0.165
1676070,0.597,1.88,0.44342,0.165
1676071,0.658,2.11,0.44342,0.165
1676072,0.753,2.43,0.44342,0.165
1676073,0.946,3.11,0.66142,0.099
1676074,0.919,2.99,0.66142,0.099
1676075,0.918,2.85,0.66142,0.099
1676076,0.902,2.7,0.74256,0.077
1676077,0.872,2.57,0.74256,0.077
1676078,0.807,2.44,0.74256,0.077
1676079,0.734,2.33,0.74256,0.077
1676080,0.675,2.2,0.74256,0.077
1676081,0.632,2.06,0.66142,0.099
1676082,1.26,4.03,0.66142,0.099
1676083,1.284,4.06,0.66142,0.099
1676084,1.048,3.54,0.66142,0.099
1676085,0.92,3.15,0.66142,0.099
1676086,0.675,2.42,0.58407,0.121
1676087,0.71,2.51,0.58407,0.121
1676088,0.505,1.92,0.51122,0.143
1678314,0.518,1.39,0.86935,0.044
1678315,0.521,1.34,0.91281,0.033
1678316,0.509,1.3,0.91281,0.033
1678317,0.522,1.31,0.91281,0.033
1678318,0.737,1.69,0.91281,0.033
1678319,0.644,1.48,0.91281,0.033
1678322,0.32,0.69,0.82667,0.055
1678323,0.21,0.42,0.91281,0.033
1678324,0.227,0.43,0.82667,0.055
1678325,0.374,0.71,0.91281,0.033
1678326,0.52,0.96,0.82667,0.055
1678327,0.656,1.19,0.82667,0.055
1678328,1.185,2.17,0.82667,0.055
1678329,1.605,2.93,0.82667,0.055
1678330,2.071,3.83,0.66142,0.099
1678331,2.125,3.97,0.66142,0.099
1678332,2.231,4.07,0.66142,0.099
1678333,2.15,3.73,0.74256,0.077
1678334,2.233,3.91,0.66142,0.099
1678335,2.34,4.16,0.66142,0.099
1678336,2.33,4.13,0.66142,0.099
1678337,2.227,3.87,0.66142,0.099
1678338,2.293,4.04,0.66142,0.099
1678339,2.11,3.61,0.66142,0.099
1678340,2.08,3.55,0.66142,0.099
1678341,1.485,2.48,0.58407,0.121
1678342,1.919,3.37,0.58407,0.121
1678343,1.881,3.28,0.58407,0.121
1678344,1.215,2.09,0.66142,0.099
1678345,1.157,1.95,0.74256,0.077
1678346,0.95,1.57,0.74256,0.077
1678347,0.757,1.21,0.66142,0.099
1678348,0.587,0.91,0.66142,0.099
1678349,0.643,1.02,0.66142,0.099
1678350,0.988,1.65,0.66142,0.099
1678351,0.617,1.01,0.74256,0.077
1678352,0.465,0.75,0.91281,0.033
1678353,0.477,0.79,0.91281,0.033
1678354,0.519,0.92,1,0.011
1678355,0.587,1.16,1,0.011
1678356,0.674,1.35,0.82667,0.055
1678357,0.464,0.88,0.82667,0.055
1678358,0.736,1.51,0.74256,0.077
1678359,0.829,1.86,0.66142,0.099
1678360,0.83,1.78,0.66142,0.099
1678361,0.779,1.49,0.51122,0.143
1678362,0.78,1.43,0.58407,0.121
1678363,1.458,2.47,0.58407,0.121
1678364,1.63,2.68,0.54644,0.132
1678365,1.565,2.5,0.51122,0.143
1678366,1.625,2.5,0.44342,0.165
1678367,1.686,2.48,0.38107,0.187
1678368,1.713,2.62,0.38107,0.187
1678369,1.913,3.02,0.38107,0.187
1678370,2.146,3.5,0.38107,0.187
1678371,1.91,3.15,0.38107,0.187
1678372,2.804,4.36,0.32442,0.209
1678373,3.177,4.72,0.32442,0.209
1678374,3.444,5.17,0.32442,0.209
1678375,3.073,4.88,0.32442,0.209
1678376,2.896,4.79,0.38107,0.187
1678377,2.923,4.89,0.38107,0.187
1678378,2.975,4.98,0.38107,0.187
1678379,3.131,5.05,0.32442,0.209
1678380,3.149,5.11,0.32442,0.209
1678381,3.19,5.16,0.32442,0.209
1678382,3.14,5.13,0.32442,0.209
1678383,3.01,5,0.32442,0.209
1678384,2.38,3.98,0.38107,0.187
1678385,2.326,3.88,0.38107,0.187
1678386,2.27,3.75,0.38107,0.187
1678387,1.89,3.14,0.38107,0.187
1678388,1.849,3.08,0.38107,0.187
1678389,1.756,2.97,0.38107,0.187
1678390,0.84,1.43,0.38107,0.187
1678391,0.752,1.28,0.44342,0.165
1678392,0.617,1.03,0.51122,0.143
1678393,0.613,1.03,0.51122,0.143
1678394,0.84,1.43,0.44342,0.165
1678395,0.79,1.36,0.27356,0.231
1678396,1.24,2.15,0.27356,0.231
1678397,0.84,1.44,0.22844,0.253
1678398,0.88,1.49,0.27356,0.231
1678399,0.975,1.65,0.38107,0.187
1678400,0.9,1.47,0.32442,0.209
1678401,1.285,2.17,0.38107,0.187
1678402,1.35,2.39,0.38107,0.187
1678403,1.445,2.68,0.44342,0.165
1678404,1.54,2.83,0.38107,0.187
1678405,1.564,2.78,0.38107,0.187
1678406,1.604,2.78,0.38107,0.187
1678407,1.715,3,0.38107,0.187
1678408,1.804,3.17,0.38107,0.187
1678409,1.894,3.36,0.38107,0.187
1678410,1.33,2.28,0.51122,0.143
1678411,1.415,2.39,0.51122,0.143
1678412,1.335,2.27,0.44342,0.165
1678413,1.18,2.07,0.44342,0.165
1678414,1.5,2.8,0.44342,0.165
1678415,1.206,2.31,0.51122,0.143
1678416,1.001,1.91,0.44342,0.165
1678417,0.777,1.49,0.51122,0.143
1678418,0.783,1.54,0.58407,0.121
1678419,1.815,3.32,0.58407,0.121
1678420,1.968,3.43,0.58407,0.121
1678421,1.726,2.82,0.51122,0.143
1678422,1.498,2.34,0.51122,0.143
1678423,1.416,2.22,0.58407,0.121
1678424,1.346,2.12,0.58407,0.121
1678425,1.324,2.09,0.58407,0.121
1678426,1.341,2.13,0.66142,0.099
1678427,1.34,2.17,0.66142,0.099
1678428,1.35,2.25,0.66142,0.099
1678429,0.931,1.54,0.51122,0.143
1678430,0.929,1.53,0.58407,0.121
1678431,1.302,2.09,0.58407,0.121
1678432,1.298,2.09,0.58407,0.121
1678433,1.293,2.09,0.58407,0.121
1678434,1.295,2.07,0.58407,0.121
1678435,1.284,2.07,0.58407,0.121
1678436,1.282,2.06,0.58407,0.121
1678437,1.06,1.75,0.58407,0.121
1678438,0.847,1.42,0.58407,0.121
1678439,0.887,1.47,0.58407,0.121
1678440,1.114,1.82,0.58407,0.121
1678441,1.029,1.7,0.58407,0.121
1678442,0.919,1.55,0.58407,0.121
1678443,0.985,1.58,0.51122,0.143
1678444,0.91,1.52,0.44342,0.165
1678445,0.887,1.47,0.38107,0.187
1678446,0.797,1.39,0.44342,0.165
1678447,0.604,1.14,0.66142,0.099
1678448,0.462,0.89,0.82667,0.055
1678449,0.37,0.71,0.74256,0.077
1678450,0.7,1.43,0.82667,0.055
1678451,0.607,1.22,0.82667,0.055
1678452,0.698,1.5,0.82667,0.055
1678453,0.363,0.8,1,0.011
1678454,0.09,0.19,0.91281,0.033
1678455,0.238,0.51,0.91281,0.033
1678456,0.635,1.44,0.95628,0.022
1678457,0.582,1.33,0.82667,0.055
1678458,0.602,1.39,0.82667,0.055
1678459,0.457,1.04,0.74256,0.077
1678460,0.45,1.01,0.66142,0.099
1678461,0.56,1.23,0.51122,0.143
1678462,0.701,1.56,0.51122,0.143
1678463,1.066,2.53,0.32442,0.209
1678464,0.909,2.28,0.32442,0.209
1678465,0.91,2.28,0.32442,0.209
1678466,0.8,2.08,0.32442,0.209
1678467,0.72,1.94,0.32442,0.209
1678468,0.566,1.58,0.38107,0.187
1678469,0.443,1.29,0.32442,0.209
1678470,0.441,1.33,0.44342,0.165
1678471,0.66,2.08,0.51122,0.143
1678472,0.694,2.2,0.51122,0.143
1678473,0.688,2.22,0.51122,0.143
1678474,0.826,2.68,0.74256,0.077
