"nie_malla_modi_id","sen_slope_prewi","sen_slope_per_prewi","p_value_prewi","tau_prewi"
1644748,5.341,2.08,0.44342,0.165
1644749,6.456,2.76,0.58407,0.121
1644750,5.816,2.63,0.58407,0.121
1644751,5.302,2.55,0.58407,0.121
1644752,4.65,2.43,0.58407,0.121
1644753,4.34,2.36,0.58407,0.121
1644754,4.034,2.28,0.58407,0.121
1644755,3.723,2.2,0.58407,0.121
1644756,3.382,2.1,0.82667,0.055
1644757,2.776,1.9,0.82667,0.055
1644758,2.65,1.85,0.91281,0.033
1644759,2.749,1.89,0.82667,0.055
1644760,1.64,1.25,0.91281,0.033
1644761,2.033,1.46,0.91281,0.033
1644762,2.673,1.77,0.82667,0.055
1644763,2.253,1.56,0.82667,0.055
1644764,1.867,1.35,0.91281,0.033
1644765,1.647,1.24,0.91281,0.033
1644766,2.303,1.65,0.91281,0.033
1644767,2.53,1.83,0.91281,0.033
1644768,2.616,1.94,0.91281,0.033
1644769,2.21,1.67,0.82667,0.055
1644770,2.188,1.65,0.74256,0.077
1644771,2.488,1.84,0.74256,0.077
1644772,3.156,2.17,0.66142,0.099
1644773,3.49,2.36,0.66142,0.099
1644774,3.455,2.41,0.66142,0.099
1644775,2.48,1.89,0.74256,0.077
1644776,2.21,1.77,0.66142,0.099
1644779,2.695,2.18,0.66142,0.099
1644782,2.758,2.21,0.66142,0.099
1644783,2.534,1.91,0.66142,0.099
1644784,3.088,2.15,0.66142,0.099
1644785,2.834,1.99,0.66142,0.099
1644786,2.02,1.5,0.66142,0.099
1644787,2.935,2.29,0.66142,0.099
1644789,2.855,2.21,0.66142,0.099
1644790,3.909,2.58,0.66142,0.099
1644791,3.435,2.39,0.66142,0.099
1644792,3.042,2.21,0.58407,0.121
1644793,2.403,1.9,0.74256,0.077
1644794,3.086,2.17,0.74256,0.077
1644795,3.383,2.23,0.44342,0.165
1644796,3.305,2.23,0.51122,0.143
1644797,2.93,2.05,0.58407,0.121
1644798,3.086,2.08,0.58407,0.121
1644803,2.415,1.79,0.58407,0.121
1644809,3.243,2.26,0.66142,0.099
1644810,2.707,2.01,0.58407,0.121
1644811,2.832,2.1,0.58407,0.121
1644812,2.579,1.98,0.58407,0.121
1644813,2.548,2.07,0.51122,0.143
1644814,2.822,2.18,0.51122,0.143
1644815,2.831,2.18,0.51122,0.143
1644816,3.235,2.32,0.51122,0.143
1644817,3.2,2.36,0.38107,0.187
1644818,2.621,1.99,0.32442,0.209
1644819,1.977,1.58,0.32442,0.209
1644820,2.029,1.56,0.27356,0.231
1644821,1.842,1.43,0.32442,0.209
1644822,1.609,1.35,0.38107,0.187
1644823,1.23,1.11,0.58407,0.121
1644824,1.002,0.96,0.74256,0.077
1644825,1.008,0.99,0.74256,0.077
1644826,0.99,0.99,0.82667,0.055
1644827,0.944,0.96,0.82667,0.055
1644828,0.868,0.9,0.82667,0.055
1644829,0.74,0.78,0.82667,0.055
1644830,0.662,0.71,0.82667,0.055
1644831,0.522,0.57,0.82667,0.055
1644832,0.544,0.6,0.74256,0.077
1647136,8.819,2.95,0.58407,0.121
1647137,7.76,2.52,0.58407,0.121
1647138,8.88,2.97,0.58407,0.121
1647139,10.907,4,0.51122,0.143
1647140,8.512,3.2,0.44342,0.165
1647141,6.665,2.63,0.58407,0.121
1647142,6.418,2.52,0.51122,0.143
1647143,6.077,2.42,0.51122,0.143
1647144,5.483,2.3,0.51122,0.143
1647145,6.299,2.46,0.51122,0.143
1647146,6.242,2.38,0.44342,0.165
1647147,6.143,2.3,0.44342,0.165
1647148,5.926,2.21,0.44342,0.165
1647149,5.671,2.12,0.44342,0.165
1647150,7.904,3.11,0.44342,0.165
1647151,6.642,2.81,0.51122,0.143
1647152,5.897,2.65,0.58407,0.121
1647153,5.298,2.56,0.58407,0.121
1647154,4.838,2.47,0.58407,0.121
1647155,4.305,2.36,0.58407,0.121
1647156,3.976,2.29,0.74256,0.077
1647157,3.251,2.09,0.82667,0.055
1647158,2.976,2,0.82667,0.055
1647159,3.071,2.03,0.82667,0.055
1647160,3.203,2.07,0.82667,0.055
1647161,2.636,1.87,0.91281,0.033
1647162,2.771,1.93,0.82667,0.055
1647163,3.03,2.02,0.82667,0.055
1647164,3.597,2.2,0.58407,0.121
1647165,3.197,2.1,0.82667,0.055
1647166,2.497,1.81,0.91281,0.033
1647167,2.527,1.85,0.91281,0.033
1647168,3.132,2.17,0.82667,0.055
1647169,3.403,2.3,0.82667,0.055
1647170,2.7,1.94,0.82667,0.055
1647171,2.058,1.56,0.74256,0.077
1647172,2.958,2,0.74256,0.077
1647173,2.768,1.98,0.74256,0.077
1647174,3.015,2.14,0.66142,0.099
1647175,3.87,2.49,0.66142,0.099
1647176,3.51,2.43,0.66142,0.099
1647177,2.64,1.97,0.66142,0.099
1647178,2.53,2.06,0.66142,0.099
1647180,2.797,2.26,0.66142,0.099
1647186,2.532,1.84,0.66142,0.099
1647187,3.276,2.19,0.66142,0.099
1647188,3.088,2.07,0.66142,0.099
1647189,2.435,1.83,0.66142,0.099
1647190,2.773,2.19,0.66142,0.099
1647191,3.693,2.53,0.66142,0.099
1647192,3.902,2.57,0.66142,0.099
1647193,4.188,2.63,0.58407,0.121
1647194,3.225,2.28,0.66142,0.099
1647195,2.882,2.11,0.66142,0.099
1647196,3.516,2.32,0.66142,0.099
1647197,3.734,2.39,0.51122,0.143
1647198,3.395,2.11,0.44342,0.165
1647199,3.666,2.31,0.51122,0.143
1647200,3.806,2.32,0.51122,0.143
1647204,2.816,2,0.51122,0.143
1647205,2.663,1.92,0.51122,0.143
1647206,2.94,2.06,0.58407,0.121
1647207,3.308,2.24,0.58407,0.121
1647208,3.773,2.48,0.58407,0.121
1647210,4.062,2.6,0.51122,0.143
1647211,3.618,2.42,0.58407,0.121
1647212,2.767,2.03,0.58407,0.121
1647213,2.716,2.03,0.58407,0.121
1647214,2.173,1.73,0.51122,0.143
1647215,3.026,2.22,0.58407,0.121
1647216,3.44,2.46,0.58407,0.121
1647217,3.382,2.44,0.51122,0.143
1647218,3.366,2.38,0.51122,0.143
1647219,3.558,2.42,0.44342,0.165
1647220,3.578,2.52,0.44342,0.165
1647221,2.826,2.08,0.32442,0.209
1647222,2.969,2.13,0.44342,0.165
1647223,2.698,1.95,0.32442,0.209
1647224,2.002,1.56,0.32442,0.209
1647225,1.575,1.33,0.38107,0.187
1647226,1.112,1.02,0.74256,0.077
1647227,0.988,0.94,0.74256,0.077
1647228,0.956,0.93,0.74256,0.077
1647229,0.908,0.9,0.74256,0.077
1647230,0.84,0.84,0.74256,0.077
1647231,0.8,0.82,0.74256,0.077
1647232,0.717,0.75,0.74256,0.077
1647233,0.602,0.65,0.82667,0.055
1647234,0.608,0.66,0.74256,0.077
1647235,0.58,0.64,0.74256,0.077
1647242,1.498,1.67,0.66142,0.099
1647243,1.942,2.06,0.58407,0.121
1649539,12.658,4.24,0.51122,0.143
1649540,8.96,3.21,0.44342,0.165
1649541,8.323,3.12,0.44342,0.165
1649542,8.352,3.04,0.44342,0.165
1649543,8.29,2.96,0.44342,0.165
1649544,6.692,2.53,0.51122,0.143
1649545,6.228,2.43,0.51122,0.143
1649546,5.73,2.43,0.51122,0.143
1649547,5.736,2.43,0.51122,0.143
1649548,6.994,2.75,0.44342,0.165
1649549,7.706,2.91,0.44342,0.165
1649550,8.3,3.03,0.44342,0.165
1649551,8.312,3.03,0.44342,0.165
1649552,7.436,2.84,0.44342,0.165
1649553,6.926,2.89,0.51122,0.143
1649554,6.206,2.7,0.51122,0.143
1649555,5.667,2.62,0.58407,0.121
1649556,5.053,2.52,0.58407,0.121
1649557,4.753,2.46,0.58407,0.121
1649558,4.108,2.33,0.82667,0.055
1649559,3.63,2.21,0.82667,0.055
1649560,3.741,2.24,0.82667,0.055
1649561,3.638,2.21,0.82667,0.055
1649562,3.298,2.12,0.82667,0.055
1649563,2.722,1.94,0.91281,0.033
1649564,3.359,2.15,0.82667,0.055
1649565,3.791,2.27,0.58407,0.121
1649566,3.663,2.25,0.58407,0.121
1649567,3.309,2.17,0.82667,0.055
1649568,3.066,2.12,0.82667,0.055
1649569,3.266,2.22,0.82667,0.055
1649570,3.676,2.38,0.82667,0.055
1649571,3.825,2.43,0.82667,0.055
1649572,3.044,2.06,0.74256,0.077
1649573,2.445,1.76,0.74256,0.077
1649574,3.282,2.14,0.74256,0.077
1649575,3.42,2.24,0.66142,0.099
1649576,3.749,2.4,0.66142,0.099
1649577,3.917,2.51,0.66142,0.099
1649578,3.372,2.37,0.66142,0.099
1649579,2.425,1.87,0.74256,0.077
1649581,1.99,1.53,0.66142,0.099
1649582,2.094,1.61,0.66142,0.099
1649583,2.922,2.32,0.66142,0.099
1649585,2.59,2,0.66142,0.099
1649586,2.498,1.86,0.66142,0.099
1649587,2.382,1.75,0.66142,0.099
1649588,2.94,2.03,0.66142,0.099
1649589,3.446,2.25,0.66142,0.099
1649590,3.007,2.03,0.66142,0.099
1649591,2.515,1.91,0.66142,0.099
1649592,2.752,2.17,0.66142,0.099
1649593,3.164,2.33,0.58407,0.121
1649594,4.266,2.67,0.58407,0.121
1649595,4.088,2.59,0.58407,0.121
1649596,3.302,2.29,0.66142,0.099
1649597,2.745,2.04,0.74256,0.077
1649598,3.842,2.41,0.58407,0.121
1649599,3.62,2.18,0.51122,0.143
1649600,3.62,2.08,0.51122,0.143
1649601,3.758,2.18,0.51122,0.143
1649602,4.238,2.43,0.44342,0.165
1649603,3.721,2.27,0.51122,0.143
1649606,3.048,2.1,0.51122,0.143
1649607,2.989,2.1,0.51122,0.143
1649608,3.264,2.22,0.51122,0.143
1649609,3.99,2.52,0.51122,0.143
1649610,4.67,2.72,0.44342,0.165
1649611,4.937,2.87,0.51122,0.143
1649612,4.917,2.9,0.51122,0.143
1649613,4.238,2.67,0.51122,0.143
1649614,3.548,2.39,0.58407,0.121
1649615,2.737,2.01,0.58407,0.121
1649616,2.909,2.13,0.58407,0.121
1649617,3.274,2.33,0.58407,0.121
1649618,3.561,2.37,0.51122,0.143
1649619,3.502,2.32,0.51122,0.143
1649620,3.731,2.38,0.51122,0.143
1649621,4.561,2.82,0.44342,0.165
1649622,4.188,2.72,0.44342,0.165
1649623,4.073,2.74,0.44342,0.165
1649624,3.676,2.52,0.44342,0.165
1649625,3.673,2.49,0.44342,0.165
1649626,2.716,1.96,0.32442,0.209
1649627,1.852,1.5,0.32442,0.209
1649628,1.523,1.3,0.44342,0.165
1649629,1.213,1.1,0.58407,0.121
1649630,1.077,1,0.74256,0.077
1649631,0.924,0.88,0.74256,0.077
1649632,0.892,0.87,0.74256,0.077
1649633,0.86,0.86,0.74256,0.077
1649634,0.86,0.88,0.74256,0.077
1649635,0.723,0.75,0.74256,0.077
1649636,0.744,0.79,0.66142,0.099
1649637,0.804,0.87,0.74256,0.077
1649638,1.24,1.28,0.74256,0.077
1649639,1.243,1.33,0.82667,0.055
1649640,1.218,1.31,0.82667,0.055
1649641,1.358,1.46,0.91281,0.033
1649642,1.477,1.6,0.74256,0.077
1649643,1.508,1.66,0.74256,0.077
1649644,2.019,2.07,0.58407,0.121
1649645,1.982,1.98,0.51122,0.143
1651907,-0.213,-0.09,1,-0.011
1651908,1.93,0.8,1,0.011
1651909,-0.136,-0.05,1,-0.011
1651910,-0.137,-0.06,1,-0.011
1651912,0.075,0.03,1,0.011
1651941,9.135,3.13,0.44342,0.165
1651942,8.551,3.04,0.44342,0.165
1651943,8.092,2.96,0.44342,0.165
1651944,8.165,2.88,0.38107,0.187
1651945,8.137,2.81,0.38107,0.187
1651946,7.59,2.95,0.44342,0.165
1651947,7.323,2.86,0.44342,0.165
1651948,6.43,2.62,0.44342,0.165
1651949,6.752,2.69,0.44342,0.165
1651950,7.252,2.81,0.44342,0.165
1651951,8.198,3.02,0.44342,0.165
1651952,8.86,3.15,0.44342,0.165
1651953,8.516,3.08,0.44342,0.165
1651954,7.524,2.86,0.44342,0.165
1651955,6.498,2.62,0.51122,0.143
1651956,6.008,2.67,0.51122,0.143
1651957,5.742,2.64,0.58407,0.121
1651958,5.262,2.56,0.58407,0.121
1651959,4.666,2.46,0.58407,0.121
1651960,4.107,2.34,0.82667,0.055
1651961,4.136,2.35,0.82667,0.055
1651962,4.251,2.38,0.66142,0.099
1651963,3.97,2.32,0.82667,0.055
1651964,3.462,2.19,0.82667,0.055
1651965,2.987,2.05,0.82667,0.055
1651966,3.764,2.29,0.82667,0.055
1651967,4.095,2.38,0.58407,0.121
1651968,4.202,2.42,0.58407,0.121
1651969,3.88,2.37,0.82667,0.055
1651970,3.307,2.24,0.82667,0.055
1651971,3.541,2.34,0.82667,0.055
1651972,4,2.51,0.82667,0.055
1651973,4.183,2.53,0.58407,0.121
1651974,2.91,1.98,0.74256,0.077
1651975,2.803,1.92,0.74256,0.077
1651976,3.482,2.22,0.74256,0.077
1651977,4.153,2.47,0.58407,0.121
1651978,4.35,2.58,0.58407,0.121
1651979,4.2,2.59,0.58407,0.121
1651980,3.623,2.46,0.66142,0.099
1651981,2.585,1.97,0.74256,0.077
1651982,2.375,1.75,0.74256,0.077
1651983,2.656,1.9,0.66142,0.099
1651984,2.44,1.8,0.66142,0.099
1651985,2.46,1.82,0.66142,0.099
1651986,2.502,2.09,0.66142,0.099
1651987,2.228,1.69,0.66142,0.099
1651988,3.328,2.28,0.66142,0.099
1651989,2.71,1.91,0.66142,0.099
1651990,3.466,2.26,0.66142,0.099
1651991,4,2.46,0.58407,0.121
1651992,3.29,2.19,0.66142,0.099
1651993,3.63,2.42,0.66142,0.099
1651994,3.282,2.38,0.58407,0.121
1651995,3.062,2.27,0.58407,0.121
1651996,4.092,2.6,0.58407,0.121
1651997,4.741,2.75,0.51122,0.143
1651998,3.887,2.47,0.66142,0.099
1651999,3.153,2.18,0.74256,0.077
1652000,3.623,2.32,0.74256,0.077
1652001,3.905,2.19,0.51122,0.143
1652002,4.32,2.35,0.51122,0.143
1652003,4.481,2.46,0.58407,0.121
1652004,4.113,2.39,0.44342,0.165
1652005,3.954,2.39,0.51122,0.143
1652006,3.537,2.23,0.51122,0.143
1652007,3.163,2.01,0.51122,0.143
1652008,2.865,1.99,0.51122,0.143
1652009,3.597,2.33,0.51122,0.143
1652010,4.061,2.52,0.58407,0.121
1652011,4.242,2.59,0.58407,0.121
1652012,5.142,2.93,0.44342,0.165
1652013,5.488,2.9,0.38107,0.187
1652014,5.267,2.91,0.38107,0.187
1652015,4.327,2.67,0.58407,0.121
1652016,3.643,2.41,0.58407,0.121
1652017,2.408,1.81,0.58407,0.121
1652018,3.497,2.39,0.66142,0.099
1652019,3.417,2.37,0.58407,0.121
1652020,4.054,2.58,0.58407,0.121
1652021,4.572,2.73,0.44342,0.165
1652022,5.108,3.01,0.51122,0.143
1652023,4.813,2.95,0.51122,0.143
1652024,4.093,2.65,0.44342,0.165
1652025,4.205,2.71,0.44342,0.165
1652026,4.28,2.83,0.44342,0.165
1652027,3.816,2.58,0.44342,0.165
1652028,3.28,2.29,0.44342,0.165
1652029,2.77,1.99,0.38107,0.187
1652030,1.89,1.46,0.27356,0.231
1652031,1.662,1.39,0.38107,0.187
1652032,1.343,1.19,0.44342,0.165
1652033,1.144,1.05,0.66142,0.099
1652034,1.032,0.97,0.66142,0.099
1652035,0.957,0.93,0.74256,0.077
1652036,0.947,0.94,0.74256,0.077
1652037,0.868,0.88,0.74256,0.077
1652038,0.93,0.97,0.66142,0.099
1652039,1.165,1.22,0.74256,0.077
1652040,1.328,1.35,0.74256,0.077
1652041,1.477,1.48,0.82667,0.055
1652042,1.487,1.53,0.91281,0.033
1652043,1.384,1.5,0.91281,0.033
1652044,1.56,1.66,0.74256,0.077
1652045,2.054,2.06,0.66142,0.099
1652046,2.182,2.19,0.58407,0.121
1652047,1.968,1.98,0.51122,0.143
1652048,1.753,1.79,0.58407,0.121
1654308,0.36,0.14,1,0.011
1654309,-0.08,-0.03,1,-0.011
1654310,-0.136,-0.05,1,-0.011
1654311,0.013,0.01,1,0.011
1654312,0.25,0.1,0.91281,0.033
1654313,0.905,0.36,1,0.011
1654314,2.37,0.91,1,0.011
1654315,2.329,0.9,1,0.011
1654320,1.941,0.72,1,0.011
1654321,2.049,0.77,0.91281,0.033
1654337,8.077,2.96,0.66142,0.099
1654338,8.606,2.95,0.58407,0.121
1654339,8.944,2.93,0.58407,0.121
1654340,9.053,2.93,0.58407,0.121
1654343,8.817,2.97,0.38107,0.187
1654344,8.462,2.89,0.38107,0.187
1654345,8.328,2.87,0.38107,0.187
1654346,8.848,3.02,0.38107,0.187
1654347,9.604,3.21,0.38107,0.187
1654348,8.283,3.11,0.44342,0.165
1654349,7.823,2.98,0.44342,0.165
1654350,7.182,2.8,0.44342,0.165
1654351,7.452,2.87,0.44342,0.165
1654352,8.258,3.04,0.44342,0.165
1654353,8.802,3.15,0.44342,0.165
1654354,9.416,3.26,0.44342,0.165
1654355,8.854,3.15,0.44342,0.165
1654356,7.648,2.9,0.44342,0.165
1654357,6.608,2.65,0.51122,0.143
1654358,5.901,2.66,0.51122,0.143
1654359,5.51,2.61,0.51122,0.143
1654360,5.153,2.55,0.58407,0.121
1654361,4.56,2.45,0.82667,0.055
1654362,4.331,2.4,0.82667,0.055
1654363,4.586,2.46,0.66142,0.099
1654364,4.358,2.42,0.82667,0.055
1654365,4.077,2.36,0.82667,0.055
1654366,3.408,2.2,0.82667,0.055
1654367,3.228,2.15,0.82667,0.055
1654368,3.839,2.33,0.82667,0.055
1654369,4.482,2.49,0.58407,0.121
1654370,4.649,2.55,0.58407,0.121
1654371,4.242,2.49,0.66142,0.099
1654372,3.625,2.37,0.82667,0.055
1654373,3.876,2.47,0.82667,0.055
1654374,4.225,2.57,0.74256,0.077
1654375,4.348,2.56,0.58407,0.121
1654376,3.158,2.07,0.74256,0.077
1654377,3.109,2.04,0.74256,0.077
1654378,3.978,2.37,0.58407,0.121
1654379,4.63,2.6,0.51122,0.143
1654380,4.648,2.66,0.51122,0.143
1654381,4.01,2.52,0.66142,0.099
1654382,3.304,2.33,0.66142,0.099
1654383,3.08,2.2,0.66142,0.099
1654384,3.1,2.1,0.66142,0.099
1654385,3.316,2.22,0.66142,0.099
1654386,2.838,1.99,0.66142,0.099
1654387,2.626,1.89,0.74256,0.077
1654388,1.97,1.54,0.66142,0.099
1654389,2.164,1.64,0.66142,0.099
1654390,3.098,2.15,0.66142,0.099
1654391,3.618,2.32,0.58407,0.121
1654392,3.692,2.33,0.58407,0.121
1654393,4.522,2.67,0.58407,0.121
1654394,4.29,2.6,0.58407,0.121
1654395,4.03,2.64,0.66142,0.099
1654396,3.928,2.59,0.66142,0.099
1654397,3.519,2.43,0.66142,0.099
1654398,3.779,2.49,0.66142,0.099
1654399,4.656,2.71,0.51122,0.143
1654400,4.155,2.54,0.58407,0.121
1654401,3.469,2.28,0.74256,0.077
1654402,3.975,2.4,0.66142,0.099
1654403,4.4,2.41,0.51122,0.143
1654404,4.657,2.49,0.58407,0.121
1654405,4.478,2.48,0.51122,0.143
1654406,4.362,2.51,0.44342,0.165
1654407,3.847,2.33,0.51122,0.143
1654408,3.505,2.15,0.51122,0.143
1654409,3.56,2.3,0.51122,0.143
1654410,3.348,2.2,0.58407,0.121
1654411,3.463,2.24,0.58407,0.121
1654412,4.276,2.55,0.58407,0.121
1654413,4.529,2.59,0.44342,0.165
1654414,4.984,2.66,0.38107,0.187
1654415,5.349,2.72,0.38107,0.187
1654416,5.685,3.09,0.38107,0.187
1654417,4.167,2.55,0.58407,0.121
1654418,3.188,2.17,0.70113,0.088
1654419,3.228,2.21,0.66142,0.099
1654420,4.112,2.63,0.58407,0.121
1654421,4.419,2.75,0.58407,0.121
1654422,4.484,2.76,0.51122,0.143
1654423,5.241,2.93,0.38107,0.187
1654424,5.064,2.96,0.44342,0.165
1654425,5.072,3.01,0.51122,0.143
1654426,5.039,3.01,0.51122,0.143
1654427,4.43,2.7,0.44342,0.165
1654428,4.22,2.69,0.44342,0.165
1654429,4.186,2.79,0.44342,0.165
1654430,3.262,2.31,0.44342,0.165
1654431,3.327,2.32,0.44342,0.165
1654432,2.95,2.11,0.44342,0.165
1654433,2.275,1.72,0.27356,0.231
1654434,2.072,1.66,0.32442,0.209
1654435,1.585,1.35,0.51122,0.143
1654436,1.216,1.11,0.58407,0.121
1654437,1.263,1.14,0.58407,0.121
1654438,1.117,1.05,0.58407,0.121
1654439,1.095,1.05,0.58407,0.121
1654440,1.261,1.25,0.58407,0.121
1654441,1.298,1.31,0.74256,0.077
1654442,1.532,1.49,0.66142,0.099
1654443,1.274,1.35,0.82667,0.055
1654444,1.458,1.53,0.91281,0.033
1654445,1.913,1.89,0.74256,0.077
1654446,2.075,2.04,0.74256,0.077
1654447,2.385,2.27,0.58407,0.121
1654448,2.015,1.98,0.51122,0.143
1654449,1.825,1.83,0.58407,0.121
1654450,1.714,1.78,0.66142,0.099
1654451,0.705,0.78,0.82667,0.055
1656699,1.576,0.88,0.91281,0.033
1656710,0.375,0.15,1,0.011
1656711,0.52,0.2,0.91281,0.033
1656712,0.06,0.02,0.91281,0.033
1656713,0.037,0.01,1,0.011
1656714,1.87,0.75,0.91281,0.033
1656715,1.38,0.55,0.91281,0.033
1656716,2.354,0.88,1,0.011
1656717,2.504,0.92,1,0.011
1656718,2.248,0.86,1,0.011
1656719,2.308,0.87,1,0.011
1656720,2.432,0.91,1,0.011
1656721,2.525,0.93,1,0.011
1656722,2.693,0.97,1,0.011
1656723,2.826,1,1,0.011
1656724,2.31,0.84,1,0.011
1656730,4.577,2.01,0.82667,0.055
1656731,3.6,1.52,0.82667,0.055
1656732,4.683,2.06,0.82667,0.055
1656738,6.834,2.92,0.58407,0.121
1656739,7.358,2.9,0.58407,0.121
1656740,7.858,2.89,0.66142,0.099
1656741,8.255,2.88,0.58407,0.121
1656742,8.544,2.87,0.58407,0.121
1656743,8.365,2.95,0.38107,0.187
1656744,8.201,2.88,0.38107,0.187
1656745,7.954,2.83,0.38107,0.187
1656746,9.182,3.11,0.38107,0.187
1656747,9.714,3.26,0.38107,0.187
1656748,10.176,3.39,0.38107,0.187
1656749,9.393,3.37,0.44342,0.165
1656750,9.273,3.32,0.44342,0.165
1656751,8.457,3.12,0.44342,0.165
1656752,7.718,2.93,0.44342,0.165
1656753,8.568,3.11,0.44342,0.165
1656754,9.494,3.28,0.44342,0.165
1656755,10.044,3.38,0.44342,0.165
1656756,10.292,3.42,0.44342,0.165
1656757,8.982,3.18,0.44342,0.165
1656758,7.508,2.87,0.44342,0.165
1656759,6.374,2.6,0.51122,0.143
1656760,5.356,2.32,0.51122,0.143
1656761,5.309,2.58,0.51122,0.143
1656762,4.931,2.52,0.74256,0.077
1656763,5.077,2.55,0.58407,0.121
1656764,5.022,2.54,0.58407,0.121
1656765,4.771,2.5,0.66142,0.099
1656766,4.35,2.43,0.82667,0.055
1656767,3.738,2.29,0.82667,0.055
1656768,4.02,2.37,0.82667,0.055
1656769,3.619,2.28,0.82667,0.055
1656770,4.06,2.41,0.82667,0.055
1656771,4.906,2.6,0.58407,0.121
1656772,5.016,2.64,0.58407,0.121
1656773,4.517,2.57,0.66142,0.099
1656774,3.652,2.4,0.82667,0.055
1656775,4.187,2.57,0.74256,0.077
1656776,4.634,2.69,0.58407,0.121
1656777,4.685,2.66,0.58407,0.121
1656778,3.395,2.15,0.74256,0.077
1656779,3.371,2.14,0.74256,0.077
1656780,4.212,2.44,0.51122,0.143
1656781,4.921,2.67,0.51122,0.143
1656782,4.627,2.64,0.51122,0.143
1656783,4.088,2.54,0.66142,0.099
1656784,3.568,2.41,0.66142,0.099
1656785,3.595,2.41,0.66142,0.099
1656786,3.35,2.22,0.66142,0.099
1656787,3.798,2.41,0.66142,0.099
1656788,3.708,2.39,0.66142,0.099
1656789,2.802,1.97,0.66142,0.099
1656790,1.854,1.43,0.66142,0.099
1656791,2.844,2,0.66142,0.099
1656792,2.728,1.94,0.74256,0.077
1656793,3.581,2.29,0.66142,0.099
1656794,4.714,2.74,0.58407,0.121
1656795,5.32,2.96,0.51122,0.143
1656796,4.95,2.89,0.58407,0.121
1656797,4.085,2.64,0.66142,0.099
1656798,4.296,2.68,0.58407,0.121
1656799,4.288,2.65,0.58407,0.121
1656800,4.622,2.71,0.58407,0.121
1656801,4.87,2.74,0.51122,0.143
1656802,4.709,2.66,0.51122,0.143
1656803,4.049,2.44,0.66142,0.099
1656804,3.84,2.33,0.66142,0.099
1656805,5.08,2.68,0.44342,0.165
1656806,5.495,2.77,0.51122,0.143
1656807,5.25,2.76,0.58407,0.121
1656808,5.14,2.75,0.51122,0.143
1656809,4.48,2.6,0.44342,0.165
1656810,3.893,2.43,0.58407,0.121
1656811,3.67,2.36,0.58407,0.121
1656812,3.555,2.27,0.58407,0.121
1656813,4.241,2.5,0.58407,0.121
1656814,4.066,2.43,0.58407,0.121
1656815,4.502,2.51,0.44342,0.165
1656816,4.879,2.57,0.44342,0.165
1656817,4.888,2.58,0.44342,0.165
1656818,5.4,2.87,0.44342,0.165
1656819,4.38,2.51,0.51122,0.143
1656820,3.827,2.43,0.58407,0.121
1656821,3.116,2.13,0.74256,0.077
1656822,4.436,2.72,0.58407,0.121
1656823,5.641,3.13,0.44342,0.165
1656824,5.807,3.08,0.38107,0.187
1656825,6.472,3.28,0.38107,0.187
1656826,5.106,2.92,0.44342,0.165
1656827,5.128,2.97,0.44342,0.165
1656828,5.273,3.04,0.44342,0.165
1656829,5.261,3.02,0.38107,0.187
1656830,4.622,2.78,0.44342,0.165
1656831,4.227,2.65,0.44342,0.165
1656832,3.78,2.61,0.44342,0.165
1656833,2.914,2.14,0.44342,0.165
1656834,3.194,2.28,0.44342,0.165
1656835,3.331,2.35,0.44342,0.165
1656836,2.856,2.09,0.38107,0.187
1656837,1.898,1.53,0.32442,0.209
1656838,1.722,1.5,0.51122,0.143
1656839,2.113,1.77,0.44342,0.165
1656840,1.993,1.73,0.44342,0.165
1656841,1.622,1.45,0.58407,0.121
1656842,1.705,1.58,0.51122,0.143
1656843,1.63,1.55,0.44342,0.165
1656844,1.388,1.42,0.82667,0.055
1656845,1.828,1.77,0.74256,0.077
1656846,2.207,2.04,0.74256,0.077
1656847,2.23,2.06,0.66142,0.099
1656848,2.497,2.22,0.66142,0.099
1656849,2.256,2.03,0.58407,0.121
1656850,2.008,1.88,0.58407,0.121
1656851,1.911,1.8,0.66142,0.099
1656852,1.63,1.72,0.74256,0.077
1656853,1.741,1.69,0.74256,0.077
1656854,1.062,1.12,0.74256,0.077
1656857,1.033,1.16,0.74256,0.077
1656858,1.067,1.22,0.66142,0.099
1656859,0.838,0.97,0.66142,0.099
1656860,0.883,1.03,0.66142,0.099
1659099,1.549,0.91,0.82667,0.055
1659101,1.667,0.91,0.82667,0.055
1659107,1.713,0.87,0.91281,0.033
1659108,0.703,0.34,1,0.011
1659109,0.254,0.12,1,0.011
1659110,-0.309,-0.13,1,-0.011
1659111,2.035,0.79,0.91281,0.033
1659112,2.495,0.95,0.91281,0.033
1659113,2.714,1.01,0.82667,0.055
1659114,2.574,0.98,0.82667,0.055
1659115,0.12,0.05,0.91281,0.033
1659116,1.538,0.63,0.91281,0.033
1659117,1.97,0.79,0.91281,0.033
1659118,1.946,0.75,1,0.011
1659119,2.27,0.84,1,0.011
1659120,2.219,0.82,1,0.011
1659121,2.134,0.8,1,0.011
1659122,2.615,0.92,1,0.011
1659123,2.767,0.96,1,0.011
1659124,2.89,0.99,1,0.011
1659125,2.811,0.97,1,0.011
1659126,2.603,0.92,1,0.011
1659133,3.297,1.3,0.82667,0.055
1659134,3.782,1.52,0.91281,0.033
1659135,3.38,1.44,1,0.011
1659136,5.451,2.49,0.66142,0.099
1659137,4.821,2.33,0.82667,0.055
