"nie_malla_modi_id","sen_slope_preau","sen_slope_per_preau","p_value_preau","tau_preau"
1707130,-1.163,-0.53,0.91281,-0.033
1707131,-1.157,-0.52,0.82667,-0.055
1707132,-0.97,-0.43,0.82667,-0.055
1707133,-0.83,-0.37,0.82667,-0.055
1707134,-0.54,-0.23,0.91281,-0.033
1707135,-0.171,-0.08,1,-0.011
1707136,0.553,0.25,1,0.011
1707137,0.677,0.3,0.82667,0.055
1707138,1.854,0.83,0.82667,0.055
1707139,2.11,0.93,0.82667,0.055
1707140,2.039,0.87,0.82667,0.055
1707141,2.78,1.29,0.82667,0.055
1707142,1.71,0.73,0.82667,0.055
1707143,2.253,0.97,0.91281,0.033
1707144,1.994,0.83,0.82667,0.055
1707145,1.273,0.5,0.82667,0.055
1707146,1.142,0.44,0.91281,0.033
1707147,0.8,0.31,0.82667,0.055
1707148,1.119,0.43,0.91281,0.033
1707149,0.062,0.02,1,0.011
1707150,0.069,0.03,1,0.011
1707151,-0.103,-0.04,1,-0.011
1707152,0.21,0.07,1,0.011
1707153,0.423,0.15,1,0.011
1707154,0.543,0.18,0.91281,0.033
1707155,0.503,0.17,0.91281,0.033
1707156,0.42,0.14,1,0.011
1707157,0.29,0.1,1,0.011
1707158,0.114,0.04,1,0.011
1707159,0.266,0.09,0.82667,0.055
1707160,0.569,0.17,1,0.011
1707161,0.757,0.22,1,0.011
1707162,0.397,0.11,1,0.011
1707163,0.233,0.07,1,0.011
1707164,0.057,0.02,1,0.011
1707165,-0.09,-0.02,1,-0.011
1707166,-1.826,-0.46,0.91281,-0.033
1707167,-1.334,-0.33,0.91281,-0.033
1707168,-0.894,-0.22,0.91281,-0.033
1707169,-1.08,-0.27,0.91281,-0.033
1707170,-1.22,-0.29,0.91281,-0.033
1707171,-1.38,-0.32,1,-0.011
1707172,-1.57,-0.36,1,-0.011
1707173,-1.687,-0.39,1,-0.011
1707174,-1.833,-0.43,1,-0.011
1707175,-1.953,-0.47,1,-0.011
1707176,-2.09,-0.54,1,-0.011
1707177,-2.103,-0.54,1,-0.011
1707178,-2.09,-0.53,1,-0.011
1707179,-2.12,-0.56,1,-0.011
1707180,-2.27,-0.61,1,-0.011
1707181,-2.213,-0.59,1,-0.011
1707182,-2.19,-0.58,1,-0.011
1707183,-2.193,-0.61,1,-0.011
1707184,-2.153,-0.59,1,-0.011
1707185,-2.083,-0.52,1,-0.011
1707186,-2.067,-0.5,1,-0.011
1707187,-2.1,-0.52,1,-0.011
1707188,-2.133,-0.54,1,-0.011
1707189,-2.173,-0.58,1,-0.011
1707190,-2.11,-0.6,0.91281,-0.033
1707191,-2.098,-0.6,0.91281,-0.033
1707192,-1.865,-0.57,0.91281,-0.033
1707193,-1.627,-0.52,0.91281,-0.033
1707194,-1.413,-0.47,0.91281,-0.033
1707195,-1.238,-0.43,0.91281,-0.033
1707196,-1.06,-0.37,0.91281,-0.033
1707197,-0.457,-0.16,0.91281,-0.033
1707198,-0.753,-0.3,0.91281,-0.033
1707199,-1.073,-0.46,0.91281,-0.033
1707200,-1.28,-0.49,0.91281,-0.033
1707201,-1.295,-0.46,0.91281,-0.033
1707202,-1.453,-0.49,0.91281,-0.033
1707203,-1.578,-0.51,0.91281,-0.033
1707204,-1.445,-0.48,0.91281,-0.033
1707205,-1.297,-0.44,0.91281,-0.033
1707206,-1.102,-0.4,0.91281,-0.033
1707207,-1.11,-0.41,0.91281,-0.033
1707208,-1.219,-0.44,0.91281,-0.033
1707209,-1.493,-0.58,0.91281,-0.033
1707210,-1.568,-0.63,0.91281,-0.033
1707211,-1.927,-0.72,1,-0.011
1707212,0.357,0.13,1,0.011
1707213,-1.217,-0.41,1,-0.011
1707214,-2.254,-0.73,1,-0.011
1707215,-2.504,-0.83,1,-0.011
1707216,-0.94,-0.31,1,-0.011
1707217,0.95,0.31,1,0.011
1707218,0.96,0.33,1,0.011
1707219,0.937,0.33,1,0.011
1707220,0.945,0.34,1,0.011
1707221,0.925,0.33,1,0.011
1707222,0.898,0.3,1,0.011
1707223,0.885,0.29,1,0.011
1707224,0.886,0.31,1,0.011
1707225,0.4,0.16,1,0.011
1707226,0.053,0.02,1,0.011
1707227,-0.146,-0.06,1,-0.011
1707228,0.055,0.02,1,0.011
1707229,0.795,0.35,1,0.011
1707230,1.45,0.69,1,0.011
1707231,1.28,0.59,1,0.011
1707232,0.97,0.43,1,0.011
1707233,-2.334,-1.14,0.74256,-0.077
1707234,-2.438,-1.12,0.74256,-0.077
1707235,-2.486,-1.1,0.66142,-0.099
1707236,-2.976,-1.3,0.66142,-0.099
1707237,-2.49,-1.08,0.82667,-0.055
1707238,-2.759,-1.31,0.82667,-0.055
1707239,-2.966,-1.47,0.82667,-0.055
1707240,-3.043,-1.42,0.82667,-0.055
1707241,-3.156,-1.43,0.82667,-0.055
1707242,-3.241,-1.4,0.82667,-0.055
1707243,-2.022,-0.97,0.82667,-0.055
1707247,-2.18,-1.01,0.82667,-0.055
1707248,-2.367,-1.04,0.82667,-0.055
1707249,-2.591,-1.07,0.82667,-0.055
1707250,-2.736,-1.1,0.74256,-0.077
1707251,-2.78,-1.12,0.74256,-0.077
1707252,-2.78,-1.14,0.74256,-0.077
1707253,-2.763,-1.16,0.91281,-0.033
1707254,-2.721,-1.21,0.91281,-0.033
1707255,-2.771,-1.35,0.91281,-0.033
1707256,-2.893,-1.51,0.91281,-0.033
1707257,-2.839,-1.33,0.91281,-0.033
1707258,-2.828,-1.25,0.91281,-0.033
1707259,-2.813,-1.18,0.91281,-0.033
1707260,-2.835,-1.15,1,-0.011
1707261,-2.705,-1.12,1,-0.011
1707262,-2.079,-0.89,1,-0.011
1707263,-1.58,-0.71,0.91281,-0.033
1707264,-2.982,-1.42,0.91281,-0.033
1707265,-3,-1.44,0.91281,-0.033
1707266,-2.981,-1.45,0.91281,-0.033
1707267,-2.974,-1.47,0.91281,-0.033
1707268,-2.97,-1.5,0.91281,-0.033
1707269,-2.987,-1.42,0.91281,-0.033
1707270,-2.976,-1.33,0.82667,-0.055
1707271,-3.107,-1.33,0.74256,-0.077
1707272,-3.137,-1.35,0.66142,-0.099
1707273,-3.678,-1.56,0.66142,-0.099
1707274,-3.391,-1.42,0.66142,-0.099
1707275,-4.6,-1.89,0.66142,-0.099
1707276,-5.425,-2.2,0.66142,-0.099
1707277,-5.122,-2.09,0.58407,-0.121
1707278,-4.698,-1.99,0.58407,-0.121
1707279,-4.989,-2.07,0.58407,-0.121
1707280,-5.124,-2.17,0.58407,-0.121
1707281,-4.969,-2.21,0.58407,-0.121
1707282,-5.26,-2.33,0.51122,-0.143
1707283,-5.392,-2.43,0.58407,-0.121
1707284,-5.161,-2.44,0.58407,-0.121
1707285,-4.942,-2.4,0.58407,-0.121
1707286,-4.768,-2.38,0.66142,-0.099
1707287,-4.796,-2.4,0.66142,-0.099
1707288,-4.987,-2.6,0.74256,-0.077
1707289,-5.121,-2.83,0.66142,-0.099
1707290,-5.353,-3.2,0.51122,-0.143
1707291,-5.512,-3.45,0.51122,-0.143
1707292,-5.709,-3.82,0.44342,-0.165
1707293,-5.595,-3.86,0.32442,-0.209
1707294,-5.724,-3.75,0.44342,-0.165
1707295,-5.481,-3.25,0.58407,-0.121
1707296,-5.452,-3.32,0.51122,-0.143
1707297,-5.531,-3.77,0.44342,-0.165
1707298,-5.37,-4.19,0.27356,-0.231
1707299,-5.054,-3.44,0.51122,-0.143
1707300,-5.019,-3.26,0.58407,-0.121
1707301,-4.259,-2.73,0.66142,-0.099
1707302,-3.952,-2.63,0.66142,-0.099
1707303,-3.568,-2.37,0.74256,-0.077
1707304,-2.972,-2.08,0.74256,-0.077
1707305,-2.824,-2.11,0.70113,-0.088
1707306,-2.569,-1.78,0.91281,-0.033
1707307,-2.289,-1.57,0.91281,-0.033
1707308,-2.109,-1.49,0.91281,-0.033
1707309,-2.063,-1.55,0.91281,-0.033
1707310,-2.103,-1.73,0.91281,-0.033
1707311,-2.088,-1.84,0.74256,-0.077
1707312,-1.66,-1.31,0.82667,-0.055
1707313,-1.478,-1.15,0.82667,-0.055
1707314,-1.508,-1.23,0.74256,-0.077
1707315,-1.877,-1.7,0.74256,-0.077
1707316,-2.033,-2.14,0.66142,-0.099
1707317,-2.226,-2.69,0.58407,-0.121
1709527,-0.35,-0.19,1,-0.011
1709528,-1.1,-0.55,0.82667,-0.055
1709529,-1.08,-0.51,0.91281,-0.033
1709530,-1.14,-0.54,0.91281,-0.033
1709531,-1.353,-0.63,0.91281,-0.033
1709532,-1.36,-0.63,0.91281,-0.033
1709533,-1.147,-0.51,0.91281,-0.033
1709534,-1.09,-0.46,0.91281,-0.033
1709535,-1.307,-0.56,0.91281,-0.033
1709536,-1.49,-0.64,0.91281,-0.033
1709537,-0.49,-0.22,1,-0.011
1709538,-0.55,-0.23,1,-0.011
1709539,0.095,0.04,1,0.011
1709540,0.552,0.25,0.91281,0.033
1709541,0.699,0.3,0.91281,0.033
1709542,1.43,0.65,0.91281,0.033
1709543,1.987,0.94,0.91281,0.033
1709544,2.276,1,0.91281,0.033
1709545,1.527,0.63,0.82667,0.055
1709546,1.935,0.84,0.82667,0.055
1709547,1.573,0.64,0.82667,0.055
1709548,2.079,0.85,0.82667,0.055
1709549,1.413,0.59,0.91281,0.033
1709550,0.84,0.35,0.91281,0.033
1709551,0.492,0.2,0.91281,0.033
1709552,0.364,0.14,1,0.011
1709553,0.025,0.01,1,0.011
1709554,0.455,0.17,0.91281,0.033
1709555,0.41,0.15,0.91281,0.033
1709556,0.717,0.26,0.91281,0.033
1709557,0.863,0.32,0.91281,0.033
1709558,0.393,0.14,1,0.011
1709559,0.354,0.12,0.91281,0.033
1709560,0.293,0.1,0.91281,0.033
1709561,0.264,0.08,0.91281,0.033
1709562,0.577,0.17,1,0.011
1709563,0.76,0.21,1,0.011
1709564,0.467,0.13,1,0.011
1709565,0.273,0.07,1,0.011
1709566,0.037,0.01,1,0.011
1709567,-0.137,-0.04,1,-0.011
1709568,-1.637,-0.4,0.91281,-0.033
1709569,-1.12,-0.27,0.91281,-0.033
1709570,-0.797,-0.18,0.91281,-0.033
1709571,-1.057,-0.24,0.91281,-0.033
1709572,-1.27,-0.29,1,-0.011
1709573,-1.513,-0.36,1,-0.011
1709574,-1.687,-0.39,1,-0.011
1709575,-1.87,-0.46,1,-0.011
1709576,-1.973,-0.48,1,-0.011
1709577,-2.05,-0.49,1,-0.011
1709578,-2.137,-0.53,1,-0.011
1709579,-2.22,-0.59,1,-0.011
1709580,-2.227,-0.6,1,-0.011
1709581,-2.207,-0.6,1,-0.011
1709582,-2.293,-0.64,1,-0.011
1709583,-2.217,-0.6,1,-0.011
1709584,-2.118,-0.59,0.91281,-0.033
1709585,-1.883,-0.55,0.91281,-0.033
1709586,-2.073,-0.58,0.91281,-0.033
1709587,-2.1,-0.55,1,-0.011
1709588,-2.063,-0.52,1,-0.011
1709589,-2.093,-0.53,1,-0.011
1709590,-2.147,-0.55,1,-0.011
1709591,-2.187,-0.58,1,-0.011
1709592,-2.105,-0.6,0.91281,-0.033
1709593,-1.927,-0.57,0.91281,-0.033
1709594,-1.72,-0.54,0.91281,-0.033
1709595,-1.498,-0.49,0.91281,-0.033
1709596,-1.213,-0.43,0.91281,-0.033
1709597,-0.98,-0.37,0.91281,-0.033
1709598,-0.28,-0.11,0.91281,-0.033
1709599,-0.367,-0.14,1,-0.011
1709600,-0.567,-0.23,1,-0.011
1709601,-0.99,-0.41,0.91281,-0.033
1709602,-1.202,-0.46,0.91281,-0.033
1709603,-1.34,-0.48,0.91281,-0.033
1709604,-1.55,-0.51,0.91281,-0.033
1709605,-1.6,-0.52,0.91281,-0.033
1709606,-1.247,-0.44,0.91281,-0.033
1709607,-1.182,-0.42,0.91281,-0.033
1709608,-1.093,-0.41,0.91281,-0.033
1709609,-1.247,-0.47,0.91281,-0.033
1709610,-1.371,-0.5,0.91281,-0.033
1709611,-1.625,-0.63,0.91281,-0.033
1709612,-1.658,-0.69,1,-0.011
1709613,-0.89,-0.34,1,-0.011
1709614,0.11,0.04,1,0.011
1709615,-1.707,-0.57,1,-0.011
1709616,-2.423,-0.81,1,-0.011
1709617,0.1,0.03,1,0.011
1709618,0.974,0.33,1,0.011
1709619,0.965,0.33,1,0.011
1709620,0.963,0.34,1,0.011
1709621,0.96,0.35,1,0.011
1709622,0.954,0.36,1,0.011
1709623,0.919,0.33,1,0.011
1709624,0.917,0.3,1,0.011
1709625,0.891,0.3,1,0.011
1709626,0.898,0.31,1,0.011
1709627,0.887,0.32,1,0.011
1709628,0.877,0.32,1,0.011
1709629,0.08,0.03,0.91281,0.033
1709630,0.445,0.18,1,0.011
1709631,1.05,0.45,1,0.011
1709632,1.615,0.74,1,0.011
1709633,2.33,1.16,1,0.011
1709634,1.915,0.9,1,0.011
1709635,1.055,0.45,1,0.011
1709636,-1.17,-0.48,0.74256,-0.077
1709637,-1.21,-0.49,0.74256,-0.077
1709638,-1.48,-0.6,0.74256,-0.077
1709639,-2.566,-1.09,0.82667,-0.055
1709640,-2.777,-1.24,0.82667,-0.055
1709641,-3.049,-1.49,0.82667,-0.055
1709642,-2.408,-1.21,0.82667,-0.055
1709643,-2.688,-1.3,0.82667,-0.055
1709644,-3.364,-1.53,0.82667,-0.055
1709645,-2.818,-1.29,0.82667,-0.055
1709649,-2.14,-1.02,0.82667,-0.055
1709650,-2.346,-1.05,0.74256,-0.077
1709651,-2.507,-1.08,0.74256,-0.077
1709652,-2.657,-1.11,0.74256,-0.077
1709653,-2.73,-1.13,0.74256,-0.077
1709654,-2.732,-1.15,0.82667,-0.055
1709655,-2.669,-1.16,0.91281,-0.033
1709656,-2.73,-1.28,0.91281,-0.033
1709657,-2.734,-1.3,0.91281,-0.033
1709658,-2.897,-1.53,0.82667,-0.055
1709659,-2.867,-1.4,0.91281,-0.033
1709660,-2.836,-1.28,0.91281,-0.033
1709661,-2.665,-1.14,0.91281,-0.033
1709662,-2.547,-1.08,0.91281,-0.033
1709663,-2.035,-0.88,0.91281,-0.033
1709664,-1.68,-0.74,0.91281,-0.033
1709665,-2.959,-1.36,0.91281,-0.033
1709666,-3.009,-1.45,0.91281,-0.033
1709667,-3.054,-1.58,1,-0.011
1709668,-3.027,-1.56,0.91281,-0.033
1709669,-2.948,-1.46,0.91281,-0.033
1709670,-3.02,-1.42,0.91281,-0.033
1709671,-2.993,-1.3,0.82667,-0.055
1709672,-3.071,-1.31,0.74256,-0.077
1709673,-3.69,-1.48,0.66142,-0.099
1709674,-3.737,-1.51,0.66142,-0.099
1709675,-3.647,-1.46,0.66142,-0.099
1709676,-3.957,-1.59,0.66142,-0.099
1709677,-5,-2.03,0.66142,-0.099
1709678,-5.405,-2.21,0.66142,-0.099
1709679,-5.198,-2.07,0.58407,-0.121
1709680,-4.568,-2.02,0.58407,-0.121
1709681,-4.949,-2.1,0.58407,-0.121
1709682,-4.967,-2.17,0.58407,-0.121
1709683,-4.91,-2.23,0.58407,-0.121
1709684,-5.397,-2.38,0.51122,-0.143
1709685,-5.372,-2.44,0.58407,-0.121
1709686,-5.102,-2.34,0.58407,-0.121
1709687,-4.906,-2.31,0.66142,-0.099
1709688,-4.687,-2.24,0.66142,-0.099
1709689,-4.816,-2.42,0.66142,-0.099
1709690,-4.973,-2.54,0.66142,-0.099
1709691,-5.193,-2.81,0.66142,-0.099
1709692,-5.37,-3.14,0.66142,-0.099
1709693,-5.602,-3.5,0.51122,-0.143
1709694,-5.753,-3.78,0.44342,-0.165
1709695,-5.645,-4.25,0.27356,-0.231
1709696,-5.63,-3.98,0.27356,-0.231
1709697,-5.762,-3.75,0.44342,-0.165
1709698,-5.586,-3.47,0.51122,-0.143
1709699,-5.603,-3.78,0.44342,-0.165
1709700,-5.202,-4.11,0.27356,-0.231
1709701,-5.123,-4.16,0.27356,-0.231
1709702,-4.929,-3.5,0.51122,-0.143
1709703,-4.783,-3.34,0.51122,-0.143
1709704,-4.929,-3.47,0.58407,-0.121
1709705,-3.809,-2.74,0.58407,-0.121
1709706,-3.492,-2.57,0.58407,-0.121
1709707,-3.369,-2.75,0.58407,-0.121
1709708,-2.608,-1.87,0.91281,-0.033
1709709,-2.406,-1.73,0.91281,-0.033
1709710,-2.258,-1.69,0.91281,-0.033
1709711,-2.207,-1.79,0.91281,-0.033
1709712,-1.924,-1.51,0.91281,-0.033
1709713,-2.056,-1.82,0.74256,-0.077
1709714,-1.804,-1.54,0.82667,-0.055
1709715,-1.894,-1.64,0.74256,-0.077
1709716,-1.839,-1.6,0.74256,-0.077
1709717,-1.885,-1.74,0.66142,-0.099
1709718,-2.052,-2.23,0.66142,-0.099
1711930,-1.02,-0.54,0.91281,-0.033
1711931,-1.037,-0.51,0.91281,-0.033
1711932,-1.593,-0.76,0.91281,-0.033
1711933,-1.057,-0.53,0.91281,-0.033
1711934,-1.743,-0.82,0.91281,-0.033
1711935,-1.51,-0.67,0.91281,-0.033
1711936,-0.99,-0.43,0.91281,-0.033
1711937,-1.057,-0.47,0.91281,-0.033
1711938,-1.7,-0.79,0.91281,-0.033
1711939,-1.615,-0.75,0.91281,-0.033
1711940,-1.347,-0.62,1,-0.011
1711941,-0.808,-0.37,1,-0.011
1711942,-1.054,-0.44,1,-0.011
1711943,-0.45,-0.19,1,-0.011
1711944,0.822,0.39,0.82667,0.055
1711945,1.477,0.74,0.82667,0.055
1711946,2,0.91,0.82667,0.055
1711947,2.525,1.17,0.82667,0.055
1711948,2.523,1.21,0.91281,0.033
1711949,2.406,1.04,0.82667,0.055
1711950,1.793,0.8,0.91281,0.033
1711951,1.291,0.57,0.91281,0.033
1711952,1.432,0.64,0.91281,0.033
1711953,1.149,0.5,1,0.011
1711954,0.722,0.3,1,0.011
1711955,0.863,0.36,0.82667,0.055
1711956,0.692,0.28,0.82667,0.055
1711957,0.869,0.33,0.91281,0.033
1711958,0.951,0.36,0.91281,0.033
1711959,0.45,0.16,1,0.011
1711960,0.43,0.15,1,0.011
1711961,0.353,0.12,0.91281,0.033
1711962,0.346,0.11,1,0.011
1711963,0.257,0.08,0.91281,0.033
1711964,0.683,0.2,1,0.011
1711965,0.757,0.21,0.91281,0.033
1711966,0.467,0.13,1,0.011
1711967,0.307,0.08,1,0.011
1711968,0.067,0.02,1,0.011
1711969,-1.96,-0.5,0.91281,-0.033
1711970,-1.466,-0.35,0.91281,-0.033
1711971,-0.883,-0.2,0.91281,-0.033
1711972,-0.937,-0.22,0.91281,-0.033
1711973,-1.183,-0.28,0.91281,-0.033
1711974,-1.413,-0.33,1,-0.011
1711975,-1.723,-0.43,1,-0.011
1711976,-1.857,-0.45,1,-0.011
1711977,-2.027,-0.5,1,-0.011
1711978,-2.093,-0.51,1,-0.011
1711979,-2.173,-0.53,1,-0.011
1711980,-2.187,-0.53,1,-0.011
1711981,-2.26,-0.58,1,-0.011
1711982,-2.31,-0.64,1,-0.011
1711983,-2.25,-0.62,1,-0.011
1711984,-2.068,-0.6,1,-0.011
1711985,-2.01,-0.58,0.91281,-0.033
1711986,-1.85,-0.54,0.91281,-0.033
1711987,-1.598,-0.49,0.91281,-0.033
1711988,-1.897,-0.55,0.91281,-0.033
1711989,-2.117,-0.58,0.91281,-0.033
1711990,-2.127,-0.57,0.91281,-0.033
1711991,-2.107,-0.55,1,-0.011
1711992,-2.123,-0.55,1,-0.011
1711993,-2.18,-0.59,1,-0.011
1711994,-2.177,-0.61,1,-0.011
1711995,-2.008,-0.59,0.91281,-0.033
1711996,-1.822,-0.56,0.91281,-0.033
1711997,-1.653,-0.52,0.91281,-0.033
1711998,-1.372,-0.47,0.91281,-0.033
1711999,-1.13,-0.41,0.91281,-0.033
1712000,-0.76,-0.3,0.91281,-0.033
1712001,-0.267,-0.11,1,-0.011
1712002,-0.47,-0.2,1,-0.011
1712003,-1.163,-0.48,0.91281,-0.033
1712004,-1.345,-0.51,0.91281,-0.033
1712005,-1.313,-0.47,0.91281,-0.033
1712006,-1.183,-0.4,0.91281,-0.033
1712007,-1.353,-0.43,0.91281,-0.033
1712008,-1.433,-0.5,0.91281,-0.033
1712009,-1.178,-0.44,0.91281,-0.033
1712010,-1.309,-0.5,0.91281,-0.033
1712011,-1.4,-0.52,0.91281,-0.033
1712012,-1.58,-0.59,0.91281,-0.033
1712013,-1.838,-0.72,1,-0.011
1712014,-1.885,-0.79,1,-0.011
1712015,1.02,0.4,1,0.011
1712016,-0.64,-0.23,1,-0.011
1712017,-1.93,-0.67,1,-0.011
1712018,0.2,0.07,1,0.011
1712019,0.998,0.35,1,0.011
1712020,1.012,0.37,1,0.011
1712021,1.004,0.35,1,0.011
1712022,0.96,0.35,1,0.011
1712023,0.971,0.36,1,0.011
1712024,0.952,0.35,1,0.011
1712025,0.937,0.32,1,0.011
1712026,0.906,0.29,1,0.011
1712027,0.895,0.29,1,0.011
1712028,0.893,0.31,1,0.011
1712029,0.884,0.32,1,0.011
1712030,0.885,0.33,1,0.011
1712031,0.859,0.31,1,0.011
1712032,0.845,0.3,1,0.011
1712033,0.831,0.31,1,0.011
1712034,2.335,1.09,1,0.011
1712035,2.21,1.08,1,0.011
1712036,2.055,0.93,1,0.011
1712037,0.691,0.27,1,0.011
1712038,-1.193,-0.5,0.74256,-0.077
1712039,-1.572,-0.66,0.74256,-0.077
1712040,-1.98,-0.82,0.82667,-0.055
1712041,-2.699,-1.18,0.82667,-0.055
1712042,-2.836,-1.24,0.82667,-0.055
1712043,-3.051,-1.42,0.82667,-0.055
1712044,-2.574,-1.27,0.82667,-0.055
1712045,-1.623,-0.83,0.91281,-0.033
1712046,-2.54,-1.2,0.82667,-0.055
1712047,-2.314,-1.08,0.82667,-0.055
1712050,-2.032,-1.04,0.91281,-0.033
1712051,-2.09,-1.03,0.91281,-0.033
1712052,-2.279,-1.06,0.74256,-0.077
1712053,-2.466,-1.09,0.74256,-0.077
1712054,-2.583,-1.11,0.74256,-0.077
1712055,-2.649,-1.13,0.74256,-0.077
1712056,-2.649,-1.15,0.82667,-0.055
1712057,-2.614,-1.17,0.91281,-0.033
1712058,-2.668,-1.27,0.91281,-0.033
1712059,-2.757,-1.36,0.91281,-0.033
1712060,-2.881,-1.54,0.82667,-0.055
1712061,-2.839,-1.37,0.91281,-0.033
1712062,-2.818,-1.29,0.91281,-0.033
1712063,-2.848,-1.24,0.91281,-0.033
1712064,-2.854,-1.24,0.91281,-0.033
1712065,-2.883,-1.28,0.91281,-0.033
1712066,-2.937,-1.33,0.91281,-0.033
1712067,-2.976,-1.4,0.91281,-0.033
1712068,-3.01,-1.49,0.91281,-0.033
1712069,-3.051,-1.63,0.74256,-0.077
1712070,-3.007,-1.59,0.82667,-0.055
1712071,-2.867,-1.37,0.91281,-0.033
1712072,-2.833,-1.3,0.82667,-0.055
1712073,-2.994,-1.29,0.74256,-0.077
1712074,-3.63,-1.46,0.66142,-0.099
1712075,-3.832,-1.59,0.66142,-0.099
1712076,-3.673,-1.52,0.66142,-0.099
1712077,-3.641,-1.52,0.66142,-0.099
1712078,-3.974,-1.65,0.66142,-0.099
1712079,-4.36,-1.83,0.66142,-0.099
1712080,-5.315,-2.22,0.66142,-0.099
1712081,-4.92,-2.13,0.58407,-0.121
1712082,-4.482,-2.04,0.58407,-0.121
1712083,-4.824,-2.11,0.58407,-0.121
1712084,-4.663,-2.14,0.58407,-0.121
1712085,-5.183,-2.3,0.58407,-0.121
1712086,-5.293,-2.38,0.51122,-0.143
1712087,-5.343,-2.42,0.58407,-0.121
1712088,-5.094,-2.36,0.58407,-0.121
1712089,-4.903,-2.32,0.66142,-0.099
1712090,-4.703,-2.3,0.66142,-0.099
1712091,-4.818,-2.41,0.66142,-0.099
1712092,-5.05,-2.68,0.66142,-0.099
1712093,-5.09,-2.85,0.66142,-0.099
1712094,-5.354,-3.11,0.66142,-0.099
1712095,-5.614,-3.51,0.51122,-0.143
1712096,-5.803,-3.85,0.44342,-0.165
1712097,-5.77,-4.25,0.27356,-0.231
1712098,-5.175,-3.98,0.27356,-0.231
1712099,-5.844,-3.9,0.38107,-0.187
1712100,-5.724,-3.74,0.44342,-0.165
1712101,-5.622,-3.89,0.32442,-0.209
1712102,-5.48,-4.04,0.27356,-0.231
1712103,-4.925,-4.07,0.27356,-0.231
1712104,-4.407,-3.59,0.27356,-0.231
1712105,-4.802,-3.73,0.38107,-0.187
1712106,-4.607,-3.47,0.51122,-0.143
1712107,-4.766,-3.63,0.58407,-0.121
1712108,-3.61,-2.78,0.58407,-0.121
1712109,-3.494,-2.99,0.51122,-0.143
1712110,-2.716,-2.16,0.66142,-0.099
1712111,-2.471,-1.89,0.91281,-0.033
1712112,-2.326,-1.84,0.91281,-0.033
1712113,-2.259,-1.94,0.82667,-0.055
1712114,-2.114,-1.81,0.82667,-0.055
1712115,-2.107,-1.95,0.74256,-0.077
1712116,-2.089,-2.04,0.66142,-0.099
1712117,-1.996,-1.96,0.66142,-0.099
1712118,-2.033,-2.1,0.66142,-0.099
1712119,-2.085,-2.31,0.66142,-0.099
1712120,-2.099,-2.39,0.66142,-0.099
1714333,-0.68,-0.37,0.91281,-0.033
1714334,-0.897,-0.47,0.91281,-0.033
1714335,-1.327,-0.68,0.91281,-0.033
1714336,-2.28,-1.08,0.91281,-0.033
1714337,-2.26,-1.06,0.91281,-0.033
1714338,-1.77,-0.82,0.91281,-0.033
1714339,-1.35,-0.65,0.91281,-0.033
1714340,-1.56,-0.76,0.91281,-0.033
1714341,-2.18,-1,1,-0.011
1714342,-1.898,-0.89,1,-0.011
1714343,-1.62,-0.74,1,-0.011
1714344,-1.418,-0.63,1,-0.011
1714345,-1.296,-0.56,1,-0.011
1714346,-0.681,-0.31,1,-0.011
1714347,0.932,0.5,0.91281,0.033
1714348,0.847,0.44,0.91281,0.033
1714349,2.61,1.28,0.82667,0.055
1714350,2.38,1.1,0.82667,0.055
1714351,2.136,1.04,0.91281,0.033
1714352,1.719,0.81,0.91281,0.033
1714353,1.397,0.63,0.91281,0.033
1714354,1.128,0.49,0.91281,0.033
1714355,0.884,0.38,0.91281,0.033
1714356,0.13,0.05,1,0.011
1714357,-0.105,-0.04,1,-0.011
1714358,0.41,0.16,0.91281,0.033
1714359,0.353,0.13,1,0.011
1714360,0.453,0.16,1,0.011
1714361,0.493,0.17,1,0.011
1714362,0.433,0.15,1,0.011
1714363,0.44,0.14,0.91281,0.033
1714364,0.32,0.1,1,0.011
1714365,0.433,0.13,0.91281,0.033
1714366,0.817,0.23,1,0.011
1714367,0.557,0.15,1,0.011
1714368,0.47,0.12,1,0.011
1714369,0.333,0.09,1,0.011
1714370,0.04,0.01,1,0.011
1714371,-1.921,-0.48,0.91281,-0.033
1714372,-1.22,-0.28,0.91281,-0.033
1714373,-0.844,-0.2,0.91281,-0.033
1714374,-1.057,-0.25,0.91281,-0.033
1714375,-1.26,-0.3,1,-0.011
1714376,-1.62,-0.4,1,-0.011
1714377,-1.833,-0.46,1,-0.011
1714378,-2.03,-0.51,1,-0.011
1714379,-2.17,-0.56,1,-0.011
1714380,-2.277,-0.59,1,-0.011
1714381,-2.32,-0.59,1,-0.011
1714382,-2.317,-0.57,1,-0.011
1714383,-2.333,-0.58,1,-0.011
1714384,-2.37,-0.64,1,-0.011
1714385,-2.333,-0.65,1,-0.011
1714386,-2.097,-0.6,1,-0.011
1714387,-1.68,-0.52,0.91281,-0.033
1714388,-1.502,-0.47,0.91281,-0.033
1714389,-1.337,-0.43,0.91281,-0.033
1714390,-1.612,-0.49,0.91281,-0.033
1714391,-1.943,-0.55,0.91281,-0.033
1714392,-2.085,-0.58,0.91281,-0.033
1714393,-2.133,-0.58,1,-0.011
1714394,-2.153,-0.57,1,-0.011
1714395,-2.207,-0.6,1,-0.011
1714396,-2.23,-0.62,1,-0.011
