"nie_malla_modi_id","sen_slope_preau","sen_slope_per_preau","p_value_preau","tau_preau"
1697655,-2.778,-1.16,0.91281,-0.033
1697656,-2.69,-1.13,0.91281,-0.033
1697657,-2.325,-0.92,0.91281,-0.033
1697658,-3,-1.19,0.91281,-0.033
1697659,-2.926,-1.2,0.91281,-0.033
1697660,-2.866,-1.19,0.82667,-0.055
1697661,-2.693,-1.18,0.91281,-0.033
1697662,-2.753,-1.16,0.82667,-0.055
1697663,-2.9,-1.15,0.74256,-0.077
1697664,-3.669,-1.36,0.66142,-0.099
1697665,-3.75,-1.42,0.66142,-0.099
1697666,-5.08,-1.92,0.66142,-0.099
1697667,-6.142,-2.25,0.66142,-0.099
1697668,-5.83,-2.14,0.66142,-0.099
1697669,-5.503,-2.04,0.58407,-0.121
1697670,-5.108,-1.94,0.58407,-0.121
1697671,-4.91,-1.96,0.58407,-0.121
1697672,-5.046,-2.06,0.58407,-0.121
1697673,-4.874,-2.1,0.58407,-0.121
1697674,-4.972,-2.19,0.51122,-0.143
1697675,-5.167,-2.3,0.51122,-0.143
1697676,-5.406,-2.63,0.58407,-0.121
1697677,-4.271,-2.26,0.51122,-0.143
1697678,-4.419,-2.28,0.66142,-0.099
1697679,-4.587,-2.4,0.66142,-0.099
1697680,-4.658,-2.48,0.58407,-0.121
1697681,-5.503,-3,0.66142,-0.099
1697682,-4.648,-2.56,0.58407,-0.121
1697683,-4.76,-2.66,0.58407,-0.121
1697684,-4.576,-2.42,0.66142,-0.099
1697685,-4.581,-2.43,0.66142,-0.099
1697686,-4.746,-2.72,0.66142,-0.099
1697687,-5.138,-3.17,0.66142,-0.099
1697688,-4.868,-3.19,0.51122,-0.143
1697689,-4.818,-3.33,0.51122,-0.143
1697690,-4.847,-3.28,0.58407,-0.121
1697691,-4.09,-2.51,0.66142,-0.099
1697692,-3.31,-1.93,0.66142,-0.099
1697693,-3.269,-1.85,0.74256,-0.077
1697694,-2.964,-1.63,0.74256,-0.077
1697695,-2.826,-1.57,0.66142,-0.099
1697696,-2.672,-1.51,0.74256,-0.077
1697697,-2.568,-1.52,0.82667,-0.055
1697698,-2.074,-1.25,0.74256,-0.077
1697699,-2.046,-1.3,0.91281,-0.033
1697700,-1.231,-0.82,0.91281,-0.033
1697701,-1.177,-0.8,1,-0.011
1697702,-1.489,-1.09,0.91281,-0.033
1697703,-1.667,-1.29,0.91281,-0.033
1697704,-1.627,-1.28,0.91281,-0.033
1697705,-1.621,-1.3,0.91281,-0.033
1697706,-2.043,-1.83,0.91281,-0.033
1697707,-2.26,-2.3,0.74256,-0.077
1699921,0.465,0.25,1,0.011
1699925,0.604,0.33,1,0.011
1699929,1.99,1.06,0.82667,0.055
1699930,1.51,0.77,0.91281,0.033
1699931,1.183,0.61,1,0.011
1699932,1.173,0.61,0.91281,0.033
1699933,0.867,0.44,0.91281,0.033
1699934,0.573,0.29,0.91281,0.033
1699935,0.03,0.01,1,0.011
1699936,1.811,0.73,0.82667,0.055
1699937,2.46,1,0.82667,0.055
1699938,2.66,1.12,0.91281,0.033
1699939,2.15,0.91,0.91281,0.033
1699940,0.853,0.33,0.82667,0.055
1699941,1.647,0.64,0.82667,0.055
1699942,1.578,0.65,0.91281,0.033
1699943,1.199,0.46,0.91281,0.033
1699944,0.671,0.26,0.91281,0.033
1699945,0.282,0.11,0.91281,0.033
1699946,0.913,0.38,1,0.011
1699947,0.689,0.28,1,0.011
1699948,0.137,0.05,1,0.011
1699949,-0.215,-0.08,1,-0.011
1699950,0.14,0.05,1,0.011
1699951,0.19,0.06,0.91281,0.033
1699952,0.2,0.06,1,0.011
1699953,0.634,0.19,1,0.011
1699954,0.75,0.22,1,0.011
1699955,0.72,0.21,1,0.011
1699956,0.73,0.2,1,0.011
1699957,0.24,0.07,1,0.011
1699958,0.073,0.02,1,0.011
1699959,-0.097,-0.03,1,-0.011
1699960,-1.54,-0.42,0.91281,-0.033
1699961,-1.86,-0.51,0.91281,-0.033
1699962,-1.48,-0.41,0.91281,-0.033
1699963,-1.123,-0.3,0.91281,-0.033
1699964,-1.153,-0.3,0.91281,-0.033
1699965,-1.307,-0.34,0.91281,-0.033
1699966,-1.403,-0.35,0.91281,-0.033
1699967,-1.54,-0.38,0.91281,-0.033
1699968,-1.58,-0.37,1,-0.011
1699969,-1.603,-0.36,1,-0.011
1699970,-1.737,-0.41,1,-0.011
1699971,-1.75,-0.4,1,-0.011
1699972,-1.907,-0.48,1,-0.011
1699973,-1.98,-0.51,1,-0.011
1699974,-2.287,-0.59,1,-0.011
1699975,-2.27,-0.6,1,-0.011
1699976,-2.227,-0.57,1,-0.011
1699977,-2.17,-0.54,1,-0.011
1699978,-2.203,-0.57,1,-0.011
1699979,-2.217,-0.59,1,-0.011
1699980,-2.167,-0.55,1,-0.011
1699981,-2.157,-0.55,1,-0.011
1699982,-2.18,-0.57,1,-0.011
1699983,-2.18,-0.56,1,-0.011
1699984,-2.197,-0.57,1,-0.011
1699985,-2.217,-0.6,1,-0.011
1699986,-2.22,-0.62,1,-0.011
1699987,-2.137,-0.61,0.91281,-0.033
1699988,-2.008,-0.59,0.91281,-0.033
1699989,-1.88,-0.57,0.91281,-0.033
1699990,-1.697,-0.53,0.91281,-0.033
1699991,-0.913,-0.31,0.91281,-0.033
1699992,-0.817,-0.3,1,-0.011
1699993,-1.123,-0.44,0.91281,-0.033
1699994,-1.287,-0.47,0.91281,-0.033
1699995,-1.47,-0.49,0.91281,-0.033
1699996,-1.647,-0.53,0.91281,-0.033
1699997,-1.758,-0.55,0.91281,-0.033
1699998,-1.847,-0.56,0.91281,-0.033
1699999,-1.762,-0.55,0.91281,-0.033
1700000,-1.643,-0.53,0.91281,-0.033
1700001,-1.597,-0.52,0.91281,-0.033
1700002,-1.333,-0.45,0.91281,-0.033
1700003,-1.227,-0.42,0.91281,-0.033
1700004,-1.433,-0.5,0.91281,-0.033
1700005,-1.623,-0.58,1,-0.011
1700006,-0.097,-0.03,1,-0.011
1700007,-1.467,-0.46,1,-0.011
1700008,-1.823,-0.56,1,-0.011
1700009,-1.989,-0.61,1,-0.011
1700010,-2.103,-0.64,1,-0.011
1700011,-2.311,-0.72,1,-0.011
1700012,-1.947,-0.69,1,-0.011
1700013,-0.93,-0.34,1,-0.011
1700014,1.73,0.66,1,0.011
1700015,1.383,0.52,1,0.011
1700016,1.211,0.43,1,0.011
1700017,0.897,0.31,1,0.011
1700018,0.381,0.14,1,0.011
1700019,-0.226,-0.09,1,-0.011
1700020,-0.71,-0.28,1,-0.011
1700021,-0.735,-0.29,1,-0.011
1700022,-0.546,-0.23,0.91281,-0.033
1700023,-0.314,-0.14,0.91281,-0.033
1700024,-0.58,-0.26,0.91281,-0.033
1700025,-1.065,-0.45,0.91281,-0.033
1700026,-1.798,-0.86,0.82667,-0.055
1700027,-1.819,-0.81,0.82667,-0.055
1700028,-1.885,-0.79,0.74256,-0.077
1700029,-2.028,-0.81,0.74256,-0.077
1700030,-2.378,-0.98,0.74256,-0.077
1700031,-2.765,-1.28,0.66142,-0.099
1700032,-2.373,-1.11,0.74256,-0.077
1700033,-2.434,-1.06,0.82667,-0.055
1700034,-2.529,-1.04,0.82667,-0.055
1700035,-2.736,-1.15,0.82667,-0.055
1700036,-3.006,-1.34,0.82667,-0.055
1700039,-2.866,-1.27,0.82667,-0.055
1700041,-2.212,-0.97,0.82667,-0.055
1700042,-2.926,-1.18,0.82667,-0.055
1700043,-3.398,-1.3,0.82667,-0.055
1700044,-3.706,-1.37,0.82667,-0.055
1700045,-2.839,-1.09,0.82667,-0.055
1700046,-2.734,-1.12,0.74256,-0.077
1700047,-2.64,-1.14,0.91281,-0.033
1700048,-2.683,-1.2,0.91281,-0.033
1700049,-2.73,-1.33,0.91281,-0.033
1700050,-2.744,-1.28,0.91281,-0.033
1700051,-2.781,-1.23,0.91281,-0.033
1700052,-2.71,-1.12,0.91281,-0.033
1700053,-2.455,-0.97,1,-0.011
1700054,-2.255,-0.85,1,-0.011
1700055,-2.372,-0.9,1,-0.011
1700056,-2.697,-1.09,1,-0.011
1700057,-2.482,-1.06,0.91281,-0.033
1700058,-2.838,-1.24,0.91281,-0.033
1700059,-2.655,-1.1,0.91281,-0.033
1700060,-2.962,-1.22,0.91281,-0.033
1700061,-2.838,-1.21,0.91281,-0.033
1700062,-2.757,-1.2,0.91281,-0.033
1700063,-2.64,-1.19,0.91281,-0.033
1700064,-3.057,-1.34,0.82667,-0.055
1700065,-3.293,-1.32,0.74256,-0.077
1700066,-3.811,-1.46,0.66142,-0.099
1700067,-3.563,-1.39,0.66142,-0.099
1700068,-4.03,-1.59,0.66142,-0.099
1700069,-5.983,-2.28,0.66142,-0.099
1700070,-5.655,-2.17,0.66142,-0.099
1700071,-5.337,-2.06,0.58407,-0.121
1700072,-5.013,-1.95,0.58407,-0.121
1700073,-5.11,-2.02,0.58407,-0.121
1700074,-5.306,-2.12,0.54644,-0.132
1700075,-5.403,-2.21,0.58407,-0.121
1700076,-5.684,-2.32,0.58407,-0.121
1700077,-5.49,-2.37,0.58407,-0.121
1700078,-5.306,-2.51,0.51122,-0.143
1700079,-5.134,-2.59,0.58407,-0.121
1700080,-4.978,-2.67,0.51122,-0.143
1700081,-4.829,-2.61,0.51122,-0.143
1700082,-4.869,-2.65,0.51122,-0.143
1700083,-4.9,-2.84,0.58407,-0.121
1700084,-4.997,-2.98,0.66142,-0.099
1700085,-4.966,-2.89,0.66142,-0.099
1700086,-4.882,-2.7,0.74256,-0.077
1700087,-4.871,-2.67,0.66142,-0.099
1700088,-4.876,-2.7,0.74256,-0.077
1700089,-5.222,-3.12,0.66142,-0.099
1700090,-5.016,-3.14,0.58407,-0.121
1700091,-4.998,-3.36,0.51122,-0.143
1700092,-4.851,-3.36,0.51122,-0.143
1700093,-5.091,-3.3,0.66142,-0.099
1700094,-4.017,-2.46,0.74256,-0.077
1700095,-3.656,-2.2,0.66142,-0.099
1700096,-3.171,-1.81,0.74256,-0.077
1700097,-2.89,-1.66,0.74256,-0.077
1700098,-2.654,-1.59,0.74256,-0.077
1700099,-2.443,-1.51,0.82667,-0.055
1700100,-2.199,-1.36,0.91281,-0.033
1700101,-2.229,-1.5,0.91281,-0.033
1700102,-2.176,-1.53,0.91281,-0.033
1700103,-2.099,-1.53,0.91281,-0.033
1700104,-2.009,-1.49,0.91281,-0.033
1700105,-1.68,-1.18,0.91281,-0.033
1700106,-1.712,-1.26,0.91281,-0.033
1700107,-1.869,-1.51,0.91281,-0.033
1700108,-1.996,-1.76,0.82667,-0.055
1700109,-2.039,-1.94,0.74256,-0.077
1700110,-2.396,-2.66,0.66142,-0.099
1702321,0.76,0.42,1,0.011
1702322,0.54,0.29,1,0.011
1702323,0.655,0.35,1,0.011
1702324,0.167,0.09,1,0.011
1702325,-0.343,-0.17,1,-0.011
1702326,0.405,0.21,1,0.011
1702327,0.015,0.01,1,0.011
1702328,0.02,0.01,1,0.011
1702329,0.754,0.38,1,0.011
1702330,1.337,0.68,0.91281,0.033
1702331,2.278,1.13,0.91281,0.033
1702332,1.317,0.66,0.91281,0.033
1702333,0.873,0.43,0.91281,0.033
1702334,1.52,0.75,0.91281,0.033
1702335,0.747,0.37,0.91281,0.033
1702336,0.457,0.22,0.91281,0.033
1702337,0.247,0.11,1,0.011
1702338,1.721,0.73,0.91281,0.033
1702339,2.629,1.04,0.91281,0.033
1702340,2.329,0.92,0.82667,0.055
1702341,0.737,0.29,0.91281,0.033
1702342,1.239,0.47,0.82667,0.055
1702343,0.753,0.27,0.91281,0.033
1702344,0.723,0.27,0.91281,0.033
1702345,1.008,0.35,1,0.011
1702346,0.742,0.26,1,0.011
1702347,-0.237,-0.09,1,-0.011
1702348,0.007,0,1,0.011
1702349,-0.06,-0.02,1,-0.011
1702350,0.07,0.02,1,0.011
1702351,0.27,0.09,0.91281,0.033
1702352,0.34,0.11,1,0.011
1702353,0.073,0.02,1,0.011
1702354,0.311,0.09,1,0.011
1702355,0.581,0.17,1,0.011
1702356,0.75,0.22,1,0.011
1702357,0.73,0.21,1,0.011
1702358,0.64,0.19,0.91281,0.033
1702359,0.237,0.07,1,0.011
1702360,0.07,0.02,1,0.011
1702361,-0.067,-0.02,1,-0.011
1702362,-2.096,-0.55,0.91281,-0.033
1702363,-1.709,-0.46,0.91281,-0.033
1702364,-1.307,-0.34,0.91281,-0.033
1702365,-1.02,-0.27,0.91281,-0.033
1702366,-1.203,-0.31,0.91281,-0.033
1702367,-1.347,-0.34,0.91281,-0.033
1702368,-1.48,-0.37,0.91281,-0.033
1702369,-1.59,-0.39,1,-0.011
1702370,-1.647,-0.39,1,-0.011
1702371,-1.693,-0.38,1,-0.011
1702372,-1.813,-0.43,1,-0.011
1702373,-1.897,-0.46,1,-0.011
1702374,-1.943,-0.48,1,-0.011
1702375,-1.983,-0.49,1,-0.011
1702376,-2.257,-0.57,1,-0.011
1702377,-2.243,-0.57,1,-0.011
1702378,-2.17,-0.54,1,-0.011
1702379,-2.203,-0.57,1,-0.011
1702380,-2.18,-0.56,1,-0.011
1702381,-2.103,-0.52,1,-0.011
1702382,-2.047,-0.48,1,-0.011
1702383,-2.093,-0.51,1,-0.011
1702384,-2.19,-0.58,1,-0.011
1702385,-2.207,-0.59,1,-0.011
1702386,-2.193,-0.58,1,-0.011
1702387,-2.223,-0.61,1,-0.011
1702388,-2.095,-0.61,0.91281,-0.033
1702389,-1.967,-0.59,0.91281,-0.033
1702390,-1.855,-0.56,0.91281,-0.033
1702391,-1.723,-0.54,0.91281,-0.033
1702392,-1.448,-0.48,0.91281,-0.033
1702393,-0.677,-0.24,0.91281,-0.033
1702394,-0.823,-0.3,1,-0.011
1702395,-1.14,-0.45,0.91281,-0.033
1702396,-1.303,-0.5,0.91281,-0.033
1702397,-1.323,-0.47,0.91281,-0.033
1702398,-1.443,-0.49,0.91281,-0.033
1702399,-1.683,-0.53,0.91281,-0.033
1702400,-1.672,-0.53,0.91281,-0.033
1702401,-1.543,-0.5,0.91281,-0.033
1702402,-1.462,-0.49,0.91281,-0.033
1702403,-1.375,-0.47,0.91281,-0.033
1702404,-1.445,-0.5,0.91281,-0.033
1702405,-1.304,-0.47,0.91281,-0.033
1702406,-1.491,-0.54,0.91281,-0.033
1702407,-1.703,-0.62,1,-0.011
1702408,0.363,0.13,1,0.011
1702409,-1.24,-0.4,1,-0.011
1702410,-1.937,-0.61,1,-0.011
1702411,-2.114,-0.66,1,-0.011
1702412,-2.216,-0.68,1,-0.011
1702413,-2.406,-0.75,1,-0.011
1702414,-0.61,-0.2,1,-0.011
1702415,0.933,0.31,1,0.011
1702416,1.937,0.74,1,0.011
1702417,1.509,0.58,1,0.011
1702418,1.384,0.5,1,0.011
1702419,1.107,0.39,1,0.011
1702420,0.521,0.19,1,0.011
1702421,-0.021,-0.01,1,-0.011
1702422,-0.507,-0.21,1,-0.011
1702423,-0.736,-0.3,1,-0.011
1702424,-0.543,-0.23,1,-0.011
1702425,-0.325,-0.15,1,-0.011
1702426,-0.271,-0.12,1,-0.011
1702427,-0.231,-0.1,0.91281,-0.033
1702428,-0.185,-0.08,0.91281,-0.033
1702429,-1.971,-0.9,0.74256,-0.077
1702430,-2.07,-0.89,0.74256,-0.077
1702431,-2.245,-0.93,0.74256,-0.077
1702432,-2.458,-1.02,0.74256,-0.077
1702433,-2.785,-1.28,0.66142,-0.099
1702434,-2.531,-1.2,0.82667,-0.055
1702435,-2.627,-1.19,0.82667,-0.055
1702436,-2.699,-1.15,0.82667,-0.055
1702437,-2.851,-1.2,0.82667,-0.055
1702438,-3.144,-1.43,0.82667,-0.055
1702443,-2.3,-0.99,0.82667,-0.055
1702444,-2.476,-1.02,0.82667,-0.055
1702445,-2.734,-1.08,0.82667,-0.055
1702446,-3.004,-1.14,0.82667,-0.055
1702447,-2.903,-1.1,0.82667,-0.055
1702448,-2.876,-1.13,0.74256,-0.077
1702449,-2.822,-1.15,0.82667,-0.055
1702450,-2.823,-1.2,0.91281,-0.033
1702451,-2.707,-1.26,0.91281,-0.033
1702452,-2.802,-1.36,0.91281,-0.033
1702453,-2.782,-1.26,0.91281,-0.033
1702454,-2.86,-1.24,0.91281,-0.033
1702455,-2.677,-1.08,1,-0.011
1702456,-2.43,-0.93,1,-0.011
1702457,-2.543,-0.99,1,-0.011
1702458,-2.843,-1.16,1,-0.011
1702459,-2.255,-0.96,0.91281,-0.033
1702460,-2.926,-1.35,0.91281,-0.033
1702461,-2.863,-1.24,0.91281,-0.033
1702462,-2.84,-1.23,0.91281,-0.033
1702463,-2.822,-1.26,0.91281,-0.033
1702464,-2.785,-1.28,0.91281,-0.033
1702465,-2.97,-1.39,0.91281,-0.033
1702466,-3.051,-1.33,0.82667,-0.055
1702467,-3.213,-1.33,0.74256,-0.077
1702468,-3.32,-1.33,0.66142,-0.099
1702469,-3.669,-1.48,0.66142,-0.099
1702470,-3.404,-1.39,0.66142,-0.099
1702471,-5.33,-2.11,0.66142,-0.099
1702472,-5.52,-2.19,0.66142,-0.099
1702473,-5.208,-2.08,0.58407,-0.121
1702474,-4.875,-1.97,0.58407,-0.121
1702475,-5.166,-2.05,0.58407,-0.121
1702476,-5.087,-2.11,0.58407,-0.121
1702477,-5.253,-2.21,0.51122,-0.143
1702478,-5.66,-2.35,0.58407,-0.121
1702479,-5.09,-2.2,0.58407,-0.121
1702480,-5.588,-2.48,0.58407,-0.121
1702481,-5.01,-2.33,0.58407,-0.121
1702482,-4.867,-2.39,0.58407,-0.121
1702483,-4.744,-2.41,0.66142,-0.099
1702484,-4.969,-2.69,0.51122,-0.143
1702485,-4.967,-2.8,0.66142,-0.099
1702486,-5.2,-3.14,0.58407,-0.121
1702487,-5.331,-3.4,0.51122,-0.143
1702488,-5.256,-3.18,0.58407,-0.121
1702489,-5.234,-3.1,0.66142,-0.099
1702490,-5.071,-2.81,0.66142,-0.099
1702491,-5.028,-2.8,0.66142,-0.099
1702492,-5.159,-3.1,0.66142,-0.099
1702493,-5.133,-3.36,0.51122,-0.143
1702494,-5.176,-3.8,0.44342,-0.165
1702495,-4.801,-3.34,0.51122,-0.143
1702496,-4.93,-3.34,0.58407,-0.121
1702497,-3.898,-2.4,0.74256,-0.077
1702498,-3.3,-1.96,0.66142,-0.099
1702499,-2.99,-1.8,0.74256,-0.077
1702500,-2.814,-1.75,0.82667,-0.055
1702501,-2.592,-1.64,0.82667,-0.055
1702502,-2.241,-1.39,0.91281,-0.033
1702503,-2.251,-1.52,0.91281,-0.033
1702504,-2.236,-1.62,0.91281,-0.033
1702505,-2.253,-1.79,0.91281,-0.033
1702506,-2.112,-1.67,0.91281,-0.033
1702507,-1.904,-1.47,0.91281,-0.033
1702508,-1.591,-1.16,0.91281,-0.033
1702509,-1.588,-1.2,0.91281,-0.033
1702510,-1.754,-1.46,0.82667,-0.055
1702511,-1.974,-1.85,0.66142,-0.099
1702512,-2.174,-2.29,0.66142,-0.099
1702513,-2.326,-2.71,0.58407,-0.121
1704721,0.215,0.12,1,0.011
1704722,-1.083,-0.56,0.91281,-0.033
1704723,-1.46,-0.74,0.91281,-0.033
1704724,-1.353,-0.66,0.82667,-0.055
1704725,-0.773,-0.4,0.91281,-0.033
1704726,-1.29,-0.64,0.91281,-0.033
1704727,-1.187,-0.55,0.82667,-0.055
1704728,-1.213,-0.56,0.82667,-0.055
1704729,-0.962,-0.44,0.82667,-0.055
1704730,-0.942,-0.43,0.91281,-0.033
1704731,-0.747,-0.34,0.95628,-0.022
1704732,-0.059,-0.03,1,-0.011
1704733,0.69,0.32,0.91281,0.033
1704734,2.082,1,0.91281,0.033
1704735,2.374,1.12,0.91281,0.033
1704736,1.89,0.87,0.91281,0.033
1704737,1.294,0.6,0.91281,0.033
1704738,0.823,0.38,0.91281,0.033
1704739,1.577,0.71,0.91281,0.033
1704740,2.9,1.22,0.82667,0.055
1704741,2.519,1.02,0.82667,0.055
1704742,0.832,0.33,0.91281,0.033
1704743,1.39,0.55,0.82667,0.055
1704744,1.14,0.43,0.91281,0.033
1704745,1.007,0.37,0.91281,0.033
1704746,0.707,0.27,0.82667,0.055
1704747,0.012,0,1,0.011
1704748,-0.323,-0.12,1,-0.011
1704749,-0.117,-0.04,0.91281,-0.033
1704750,-0.048,-0.02,1,-0.011
1704751,0.216,0.07,1,0.011
1704752,0.31,0.1,0.91281,0.033
1704753,0.353,0.11,0.91281,0.033
1704754,0.11,0.03,1,0.011
1704755,0.123,0.04,1,0.011
1704756,0.02,0.01,0.91281,0.033
1704757,0.343,0.11,0.82667,0.055
1704758,0.516,0.16,1,0.011
1704759,0.687,0.2,1,0.011
1704760,0.343,0.1,1,0.011
1704761,0.18,0.05,1,0.011
1704762,0.083,0.02,1,0.011
1704763,-0.083,-0.02,1,-0.011
1704764,-1.96,-0.51,0.91281,-0.033
1704765,-1.569,-0.41,0.91281,-0.033
1704766,-1.076,-0.27,0.91281,-0.033
1704767,-1.067,-0.27,0.91281,-0.033
1704768,-1.217,-0.3,0.91281,-0.033
1704769,-1.4,-0.35,0.91281,-0.033
1704770,-1.557,-0.38,1,-0.011
1704771,-1.63,-0.38,1,-0.011
1704772,-1.73,-0.4,1,-0.011
1704773,-1.853,-0.44,1,-0.011
1704774,-1.957,-0.48,1,-0.011
1704775,-2.007,-0.5,1,-0.011
1704776,-2.02,-0.51,1,-0.011
1704777,-2.017,-0.5,1,-0.011
1704778,-2.28,-0.6,1,-0.011
1704779,-2.247,-0.59,1,-0.011
1704780,-2.163,-0.55,1,-0.011
1704781,-2.187,-0.58,1,-0.011
1704782,-2.173,-0.58,1,-0.011
1704783,-2.1,-0.52,1,-0.011
1704784,-2.057,-0.49,1,-0.011
1704785,-2.107,-0.53,1,-0.011
1704786,-2.183,-0.58,1,-0.011
1704787,-2.2,-0.6,1,-0.011
1704788,-2.23,-0.61,1,-0.011
1704789,-2.223,-0.63,1,-0.011
1704790,-1.983,-0.58,0.91281,-0.033
1704791,-1.825,-0.56,0.91281,-0.033
1704792,-1.64,-0.52,0.91281,-0.033
1704793,-1.562,-0.51,0.91281,-0.033
1704794,-1.417,-0.47,0.91281,-0.033
1704795,-0.517,-0.18,0.91281,-0.033
1704796,-0.777,-0.29,1,-0.011
1704797,-1.123,-0.46,0.91281,-0.033
1704798,-1.356,-0.53,0.91281,-0.033
1704799,-1.252,-0.45,0.91281,-0.033
1704800,-1.505,-0.5,0.91281,-0.033
1704801,-1.653,-0.52,0.91281,-0.033
1704802,-1.51,-0.49,0.91281,-0.033
1704803,-1.357,-0.46,0.91281,-0.033
1704804,-1.303,-0.45,0.91281,-0.033
1704805,-1.292,-0.45,0.91281,-0.033
1704806,-1.307,-0.47,0.91281,-0.033
1704807,-1.399,-0.53,0.91281,-0.033
1704808,-1.644,-0.63,0.91281,-0.033
1704809,-1.837,-0.7,1,-0.011
1704810,0.213,0.07,1,0.011
1704811,-0.993,-0.33,1,-0.011
1704812,-2.104,-0.68,1,-0.011
1704813,-2.266,-0.73,1,-0.011
1704814,-2.396,-0.76,1,-0.011
1704815,-1.28,-0.41,1,-0.011
1704816,0.934,0.31,1,0.011
1704817,0.93,0.31,1,0.011
1704818,0.928,0.33,1,0.011
1704819,0.933,0.33,1,0.011
1704820,0.892,0.29,1,0.011
1704821,1.263,0.45,1,0.011
1704822,0.739,0.28,1,0.011
1704823,0.203,0.08,1,0.011
1704824,-0.184,-0.07,1,-0.011
1704825,-0.427,-0.17,1,-0.011
1704826,-0.42,-0.18,1,-0.011
1704827,0.58,0.27,1,0.011
1704828,0.12,0.06,1,0.011
1704829,-0.16,-0.08,1,-0.011
1704830,0.09,0.04,1,0.011
1704831,-2.145,-1.01,0.74256,-0.077
1704832,-2.293,-1.02,0.74256,-0.077
1704833,-2.477,-1.07,0.74256,-0.077
1704834,-2.473,-1.05,0.66142,-0.099
1704835,-2.625,-1.21,0.66142,-0.099
1704836,-2.657,-1.26,0.82667,-0.055
1704837,-2.804,-1.33,0.82667,-0.055
1704838,-2.874,-1.28,0.82667,-0.055
1704839,-2.989,-1.28,0.82667,-0.055
1704840,-3.233,-1.46,0.82667,-0.055
1704844,-2.021,-0.96,0.91281,-0.033
1704845,-2.244,-1,0.82667,-0.055
1704846,-2.446,-1.04,0.82667,-0.055
1704847,-2.637,-1.06,0.82667,-0.055
1704848,-2.799,-1.09,0.82667,-0.055
1704849,-2.858,-1.11,0.74256,-0.077
1704850,-2.862,-1.14,0.74256,-0.077
1704851,-2.739,-1.16,0.91281,-0.033
1704852,-2.752,-1.21,0.91281,-0.033
1704853,-2.72,-1.27,0.91281,-0.033
1704854,-2.87,-1.47,0.91281,-0.033
1704855,-2.812,-1.29,0.91281,-0.033
1704856,-2.84,-1.24,0.91281,-0.033
1704857,-2.828,-1.16,1,-0.011
1704858,-2.625,-1.04,1,-0.011
1704859,-2.815,-1.13,1,-0.011
1704860,-2.505,-1.05,1,-0.011
1704861,-1.615,-0.71,0.91281,-0.033
1704862,-2.979,-1.41,0.91281,-0.033
1704863,-2.89,-1.32,0.91281,-0.033
1704864,-2.834,-1.3,0.91281,-0.033
1704865,-2.926,-1.36,0.91281,-0.033
1704866,-2.946,-1.42,0.91281,-0.033
1704867,-2.978,-1.4,0.91281,-0.033
1704868,-2.959,-1.34,0.82667,-0.055
1704869,-3.077,-1.34,0.74256,-0.077
1704870,-3.201,-1.34,0.66142,-0.099
1704871,-3.338,-1.41,0.66142,-0.099
1704872,-3.406,-1.41,0.66142,-0.099
1704873,-5,-2.01,0.66142,-0.099
1704874,-5.437,-2.21,0.66142,-0.099
1704875,-5.09,-2.09,0.58407,-0.121
1704876,-4.822,-1.98,0.58407,-0.121
1704877,-4.909,-2.03,0.58407,-0.121
1704878,-5.031,-2.12,0.58407,-0.121
1704879,-5.132,-2.21,0.51122,-0.143
1704880,-5.413,-2.34,0.58407,-0.121
1704881,-5.303,-2.35,0.58407,-0.121
1704882,-5.174,-2.36,0.58407,-0.121
1704883,-4.981,-2.35,0.58407,-0.121
1704884,-4.778,-2.29,0.66142,-0.099
1704885,-4.706,-2.28,0.66142,-0.099
1704886,-4.856,-2.4,0.66142,-0.099
1704887,-5.04,-2.61,0.66142,-0.099
1704888,-5.144,-2.88,0.66142,-0.099
1704889,-5.353,-3.26,0.58407,-0.121
1704890,-5.585,-3.88,0.32442,-0.209
1704891,-5.533,-3.5,0.51122,-0.143
1704892,-5.432,-3.27,0.58407,-0.121
1704893,-5.244,-2.96,0.66142,-0.099
1704894,-5.296,-3.19,0.58407,-0.121
1704895,-5.349,-3.54,0.51122,-0.143
1704896,-5.247,-3.84,0.32442,-0.209
1704897,-5.043,-3.61,0.51122,-0.143
1704898,-4.883,-3.29,0.58407,-0.121
1704899,-4.058,-2.53,0.66142,-0.099
1704900,-3.632,-2.21,0.74256,-0.077
1704901,-3.223,-2.04,0.74256,-0.077
1704902,-2.904,-1.92,0.82667,-0.055
1704903,-2.725,-1.85,0.82667,-0.055
1704904,-2.43,-1.59,0.91281,-0.033
1704905,-2.13,-1.39,0.91281,-0.033
1704906,-2.044,-1.4,0.91281,-0.033
1704907,-2.039,-1.5,0.91281,-0.033
1704908,-2.087,-1.67,0.91281,-0.033
1704909,-2.094,-1.81,0.91281,-0.033
1704910,-1.616,-1.22,0.91281,-0.033
1704911,-1.487,-1.13,0.91281,-0.033
1704912,-1.583,-1.29,0.82667,-0.055
1704913,-1.9,-1.72,0.74256,-0.077
1704914,-2.05,-2.14,0.66142,-0.099
1707124,-0.33,-0.18,0.91281,-0.033
1707125,-1.363,-0.7,0.91281,-0.033
1707126,-1.28,-0.65,0.91281,-0.033
1707127,-1.143,-0.55,0.82667,-0.055
1707128,-1.137,-0.56,0.82667,-0.055
1707129,-1.05,-0.49,0.91281,-0.033
