"nie_malla_modi_id","sen_slope_presp","sen_slope_per_presp","p_value_presp","tau_presp"
1731195,-3.265,-2.14,0.32442,-0.209
1731196,-3.267,-2.15,0.32442,-0.209
1731197,-3.5,-2.21,0.32442,-0.209
1731198,-3.455,-2.18,0.32442,-0.209
1731199,-3.075,-2.09,0.38107,-0.187
1731200,-2.923,-2,0.32442,-0.209
1731201,-2.705,-1.86,0.32442,-0.209
1731202,-2.92,-1.95,0.32442,-0.209
1731203,-2.937,-1.93,0.32442,-0.209
1731204,-2.932,-1.91,0.32442,-0.209
1731205,-2.997,-1.91,0.32442,-0.209
1731206,-3.052,-1.92,0.32442,-0.209
1731207,-2.872,-1.86,0.32442,-0.209
1731208,-2.688,-1.81,0.32442,-0.209
1731209,-2.593,-1.79,0.32442,-0.209
1731210,-2.618,-1.92,0.32442,-0.209
1731211,-2.035,-1.6,0.32442,-0.209
1731212,-1.619,-1.36,0.32442,-0.209
1731213,-1.557,-1.41,0.32442,-0.209
1731214,-1.678,-1.67,0.51122,-0.143
1731215,-1.785,-1.86,0.66142,-0.099
1731216,-2.022,-1.93,0.51122,-0.143
1731217,-2.191,-2,0.44342,-0.165
1731218,-2.371,-2.04,0.38107,-0.187
1731219,-3.082,-2.33,0.44342,-0.165
1731220,-3.221,-2.35,0.38107,-0.187
1731221,-3.207,-2.38,0.32442,-0.209
1731222,-3.18,-2.42,0.38107,-0.187
1731223,-3.137,-2.48,0.44342,-0.165
1731224,-3.095,-2.54,0.51122,-0.143
1731225,-1.544,-1.33,0.58407,-0.121
1731226,-1.914,-1.72,0.66142,-0.099
1731227,-2.35,-2.26,0.58407,-0.121
1731228,-2.52,-2.47,0.51122,-0.143
1731229,-2.149,-1.94,0.58407,-0.121
1731230,-1.752,-1.48,0.66142,-0.099
1731231,-1.94,-1.6,0.51122,-0.143
1731232,-1.644,-1.37,0.58407,-0.121
1731233,-1.822,-1.58,0.66142,-0.099
1731234,-2.111,-1.95,0.58407,-0.121
1731235,-2.236,-2.14,0.58407,-0.121
1731236,-2.474,-2.52,0.51122,-0.143
1731237,-1.697,-1.81,0.51122,-0.143
1731238,-1.978,-1.86,0.58407,-0.121
1731239,-1.793,-1.64,0.58407,-0.121
1731240,-2.001,-1.92,0.58407,-0.121
1731241,-2.073,-2.04,0.58407,-0.121
1731242,-2.213,-2.25,0.51122,-0.143
1731243,-2.274,-2.36,0.51122,-0.143
1731244,-2.332,-2.47,0.51122,-0.143
1731245,-2.125,-2.28,0.51122,-0.143
1731246,-1.83,-2,0.51122,-0.143
1731247,-1.069,-1.23,0.51122,-0.143
1731248,-1.504,-1.74,0.66142,-0.099
1731249,-0.83,-0.92,0.66142,-0.099
1731250,-0.835,-0.93,0.66142,-0.099
1731251,-1.534,-1.77,0.66142,-0.099
1731252,-1.615,-1.93,0.66142,-0.099
1731253,-1.572,-1.84,0.66142,-0.099
1731254,-0.766,-0.95,0.91281,-0.033
1731255,-0.605,-0.73,0.91281,-0.033
1731279,-0.183,-0.22,1,-0.011
1731280,-0.462,-0.55,0.91281,-0.033
1731281,-1.082,-1.31,0.91281,-0.033
1731282,-1.484,-1.76,0.91281,-0.033
1731283,-1.27,-1.47,0.91281,-0.033
1731284,-1.055,-1.22,0.82667,-0.055
1731285,-1.116,-1.28,0.74256,-0.077
1731286,-1.447,-1.68,0.66142,-0.099
1731287,-1.528,-1.84,0.58407,-0.121
1731288,-1.341,-1.57,0.66142,-0.099
1731289,-1.043,-1.22,0.74256,-0.077
1731290,-1.167,-1.31,0.82667,-0.055
1731291,-1.316,-1.5,0.82667,-0.055
1731292,-1.433,-1.74,0.91281,-0.033
1731293,-1.243,-1.53,0.91281,-0.033
1731294,-1.354,-1.67,0.91281,-0.033
1731295,-0.971,-1.18,0.91281,-0.033
1731296,-0.69,-0.88,0.91281,-0.033
1731297,-0.32,-0.42,1,-0.011
1731298,0.01,0.01,1,0.011
1731299,0.358,0.46,1,0.011
1731300,0.632,0.84,0.91281,0.033
1731301,0.733,0.98,0.82667,0.055
1731302,0.617,0.82,0.91281,0.033
1731303,-0.022,-0.03,1,-0.011
1731304,-0.308,-0.46,1,-0.011
1731305,-0.261,-0.4,1,-0.011
1731306,-0.195,-0.29,0.91281,-0.033
1731307,-0.849,-1.32,0.91281,-0.033
1731308,-0.735,-1.16,0.91281,-0.033
1731309,-0.547,-0.88,0.82667,-0.055
1731310,-0.917,-1.49,0.58407,-0.121
1731311,-0.921,-1.51,0.66142,-0.099
1731312,-0.587,-1,0.74256,-0.077
1731313,-0.255,-0.46,1,-0.011
1731314,-0.248,-0.45,1,-0.011
1731315,-0.4,-0.72,0.82667,-0.055
1731316,-0.296,-0.56,0.74256,-0.077
1731317,-0.33,-0.64,0.91281,-0.033
1731320,-0.962,-1.94,0.51122,-0.143
1731321,-2.079,-4.07,0.51122,-0.143
1731322,-1.8,-3.62,0.51122,-0.143
1731323,-2.011,-4.01,0.58407,-0.121
1731324,-1.817,-3.61,0.51122,-0.143
1731325,-1.791,-3.78,0.51122,-0.143
1731326,-1.584,-3.27,0.44342,-0.165
1731327,-1.585,-3.38,0.44342,-0.165
1731328,-1.539,-3.32,0.44342,-0.165
1731329,-1.459,-3.16,0.44342,-0.165
1731330,-1.366,-2.94,0.51122,-0.143
1731331,-1.32,-2.89,0.44342,-0.165
1731332,-1.263,-2.72,0.51122,-0.143
1731333,-1.333,-2.97,0.51122,-0.143
1731334,-1.304,-2.87,0.51122,-0.143
1731335,-1.277,-2.78,0.51122,-0.143
1731336,-1.178,-2.46,0.51122,-0.143
1731337,-1.252,-2.66,0.51122,-0.143
1731338,-1.295,-2.76,0.51122,-0.143
1731339,-1.306,-2.88,0.44342,-0.165
1731340,-1.288,-2.78,0.44342,-0.165
1731341,-1.366,-3.09,0.44342,-0.165
1731342,-1.716,-4.09,0.44342,-0.165
1733551,-1.13,-1.27,0.58407,-0.121
1733562,-1.925,-1.88,0.82667,-0.055
1733563,-1.885,-1.74,0.74256,-0.077
1733564,-1.715,-1.47,0.74256,-0.077
1733565,-1.094,-0.89,0.66142,-0.099
1733566,-1.119,-0.9,0.74256,-0.077
1733567,-1.142,-0.9,0.78398,-0.066
1733568,-1.105,-0.88,0.82667,-0.055
1733569,-1.044,-0.83,0.82667,-0.055
1733570,-0.968,-0.77,0.74256,-0.077
1733571,-0.99,-0.78,0.74256,-0.077
1733572,-1.069,-0.86,0.74256,-0.077
1733573,-1.117,-0.85,0.74256,-0.077
1733574,-1.297,-0.92,0.74256,-0.077
1733575,-1.61,-1.09,0.74256,-0.077
1733576,-1.85,-1.21,0.74256,-0.077
1733577,-1.965,-1.24,0.74256,-0.077
1733578,-2.712,-1.65,0.74256,-0.077
1733579,-1.867,-1.08,0.66142,-0.099
1733580,-1.85,-1.03,0.58407,-0.121
1733581,-1.95,-1.09,0.51122,-0.143
1733582,-1.974,-1.15,0.51122,-0.143
1733583,-1.986,-1.19,0.51122,-0.143
1733584,-2.1,-1.2,0.44342,-0.165
1733585,-1.731,-0.95,0.38107,-0.187
1733586,-2.016,-1.08,0.38107,-0.187
1733587,-2.326,-1.24,0.38107,-0.187
1733588,-2.502,-1.38,0.38107,-0.187
1733589,-2.671,-1.51,0.38107,-0.187
1733590,-2.854,-1.66,0.38107,-0.187
1733591,-3.18,-1.82,0.32442,-0.209
1733592,-3.66,-2,0.32442,-0.209
1733593,-3.756,-2.1,0.32442,-0.209
1733594,-3.736,-2.15,0.32442,-0.209
1733595,-3.391,-2.02,0.32442,-0.209
1733596,-3.355,-2.06,0.32442,-0.209
1733597,-3.323,-2.12,0.32442,-0.209
1733598,-3.192,-2.13,0.38107,-0.187
1733599,-3.118,-2.11,0.38107,-0.187
1733600,-3.242,-2.14,0.32442,-0.209
1733601,-2.908,-2.04,0.38107,-0.187
1733602,-2.979,-2,0.32442,-0.209
1733603,-2.923,-1.93,0.32442,-0.209
1733604,-3.072,-2.02,0.32442,-0.209
1733605,-3.038,-1.97,0.32442,-0.209
1733606,-3.097,-1.97,0.32442,-0.209
1733607,-3.132,-1.96,0.32442,-0.209
1733608,-3.04,-1.93,0.32442,-0.209
1733609,-2.787,-1.86,0.32442,-0.209
1733610,-2.525,-1.78,0.32442,-0.209
1733611,-2.617,-1.9,0.32442,-0.209
1733612,-2.467,-1.86,0.32442,-0.209
1733613,-2.155,-1.68,0.32442,-0.209
1733614,-1.778,-1.45,0.32442,-0.209
1733615,-1.551,-1.37,0.32442,-0.209
1733616,-1.699,-1.73,0.58407,-0.121
1733617,-1.848,-1.9,0.66142,-0.099
1733618,-2.065,-1.95,0.51122,-0.143
1733619,-2.308,-1.97,0.44342,-0.165
1733620,-3.102,-2.5,0.38107,-0.187
1733621,-3.343,-2.57,0.38107,-0.187
1733622,-3.215,-2.39,0.44342,-0.165
1733623,-3.227,-2.41,0.44342,-0.165
1733624,-3.206,-2.45,0.44342,-0.165
1733625,-3.166,-2.51,0.51122,-0.143
1733626,-3.133,-2.57,0.51122,-0.143
1733627,-1.83,-1.56,0.66142,-0.099
1733628,-2.237,-2.01,0.58407,-0.121
1733629,-2.56,-2.4,0.58407,-0.121
1733630,-1.433,-1.46,0.51122,-0.143
1733631,-2.44,-2.21,0.58407,-0.121
1733632,-2.181,-1.89,0.58407,-0.121
1733633,-2.022,-1.71,0.66142,-0.099
1733634,-2.011,-1.72,0.58407,-0.121
1733635,-2.108,-1.86,0.58407,-0.121
1733636,-2.231,-2.05,0.58407,-0.121
1733637,-2.458,-2.39,0.58407,-0.121
1733638,-1.84,-1.9,0.51122,-0.143
1733639,-2.123,-2.17,0.51122,-0.143
1733640,-2.241,-2.18,0.58407,-0.121
1733641,-2.034,-1.92,0.58407,-0.121
1733642,-2.162,-2.11,0.58407,-0.121
1733643,-2.334,-2.39,0.51122,-0.143
1733644,-2.055,-2.17,0.51122,-0.143
1733645,-0.893,-0.94,0.58407,-0.121
1733646,-0.782,-0.84,0.66142,-0.099
1733647,-0.79,-0.86,0.66142,-0.099
1733648,-0.795,-0.88,0.66142,-0.099
1733649,-0.797,-0.9,0.58407,-0.121
1733650,-1.525,-1.82,0.66142,-0.099
1733653,-1.617,-1.94,0.66142,-0.099
1733654,-0.929,-1.17,0.66142,-0.099
1733656,-0.79,-1.02,0.91281,-0.033
1733657,-0.586,-0.73,0.91281,-0.033
1733682,-0.73,-0.9,0.91281,-0.033
1733683,-1.306,-1.6,0.82667,-0.055
1733684,-1.222,-1.49,0.91281,-0.033
1733685,-1.001,-1.2,0.82667,-0.055
1733686,-1.264,-1.51,0.74256,-0.077
1733687,-1.745,-2.02,0.58407,-0.121
1733688,-1.997,-2.35,0.58407,-0.121
1733689,-2.01,-2.46,0.6217,-0.11
1733690,-1.804,-2.15,0.58407,-0.121
1733691,-1.429,-1.63,0.66142,-0.099
1733692,-1.043,-1.2,0.74256,-0.077
1733693,-1.115,-1.35,0.82667,-0.055
1733694,-1.266,-1.59,0.82667,-0.055
1733695,-1.251,-1.57,0.91281,-0.033
1733696,-1.121,-1.45,0.91281,-0.033
1733697,-0.756,-0.99,0.91281,-0.033
1733698,-0.351,-0.46,0.91281,-0.033
1733699,-0.407,-0.53,1,-0.011
1733700,-0.114,-0.14,1,-0.011
1733701,0.146,0.19,1,0.011
1733702,0.551,0.71,1,0.011
1733703,0.784,1.05,0.82667,0.055
1733704,0.659,0.92,0.82667,0.055
1733705,0.08,0.11,1,0.011
1733706,-0.195,-0.27,0.91281,-0.033
1733707,-0.39,-0.61,1,-0.011
1733708,-0.025,-0.04,1,-0.011
1733709,-0.867,-1.35,0.91281,-0.033
1733710,-0.753,-1.18,0.91281,-0.033
1733711,-0.462,-0.76,0.91281,-0.033
1733712,-0.816,-1.43,0.74256,-0.077
1733713,-0.863,-1.45,0.66142,-0.099
1733714,-0.876,-1.47,0.66142,-0.099
1733715,-0.862,-1.48,0.66142,-0.099
1733716,-0.426,-0.77,0.74256,-0.077
1733717,-0.118,-0.22,1,-0.011
1733726,-1.839,-3.72,0.51122,-0.143
1733727,-1.798,-3.83,0.51122,-0.143
1733728,-1.64,-3.52,0.44342,-0.165
1733729,-1.551,-3.33,0.44342,-0.165
1733730,-1.558,-3.49,0.44342,-0.165
1733731,-1.503,-3.35,0.51122,-0.143
1733732,-1.42,-3.14,0.51122,-0.143
1733733,-1.401,-3.16,0.44342,-0.165
1733734,-1.343,-2.99,0.51122,-0.143
1733735,-1.392,-3.16,0.51122,-0.143
1733736,-1.484,-3.41,0.51122,-0.143
1733737,-1.338,-3,0.51122,-0.143
1733738,-1.336,-2.99,0.51122,-0.143
1733739,-1.287,-2.83,0.51122,-0.143
1733740,-1.336,-3,0.51122,-0.143
1733741,-1.402,-3.19,0.44342,-0.165
1733742,-1.308,-2.92,0.44342,-0.165
1733743,-1.452,-3.32,0.44342,-0.165
1733744,-1.706,-4.04,0.44342,-0.165
1735964,-1.933,-1.97,0.82667,-0.055
1735965,-1.898,-1.79,0.74256,-0.077
1735966,-1.305,-1.11,0.74256,-0.077
1735967,-1.018,-0.86,0.66142,-0.099
1735968,-1.11,-0.9,0.74256,-0.077
1735969,-1.051,-0.87,0.74256,-0.077
1735970,-0.951,-0.82,0.74256,-0.077
1735971,-0.975,-0.82,0.82667,-0.055
1735972,-0.926,-0.77,0.82667,-0.055
1735973,-0.942,-0.78,0.82667,-0.055
1735974,-0.988,-0.76,0.74256,-0.077
1735975,-1.023,-0.74,0.74256,-0.077
1735976,-1.069,-0.75,0.74256,-0.077
1735977,-1.255,-0.85,0.74256,-0.077
1735978,-1.562,-1,0.74256,-0.077
1735979,-1.757,-1.1,0.74256,-0.077
1735980,-2.908,-1.74,0.74256,-0.077
1735981,-2.695,-1.57,0.66142,-0.099
1735982,-1.975,-1.14,0.51122,-0.143
1735983,-1.988,-1.18,0.51122,-0.143
1735984,-2.012,-1.24,0.58407,-0.121
1735985,-1.989,-1.18,0.44342,-0.165
1735986,-1.945,-1.1,0.38107,-0.187
1735987,-2.312,-1.26,0.44342,-0.165
1735988,-2.057,-1.11,0.38107,-0.187
1735989,-2.35,-1.27,0.38107,-0.187
1735990,-2.433,-1.38,0.38107,-0.187
1735991,-2.582,-1.51,0.38107,-0.187
1735992,-2.712,-1.63,0.38107,-0.187
1735993,-3.171,-1.82,0.32442,-0.209
1735994,-3.545,-1.97,0.32442,-0.209
1735995,-3.676,-2.08,0.32442,-0.209
1735996,-3.667,-2.11,0.32442,-0.209
1735997,-3.404,-2.02,0.32442,-0.209
1735998,-3.317,-2.03,0.32442,-0.209
1735999,-3.332,-2.07,0.32442,-0.209
1736000,-3.247,-2.1,0.32442,-0.209
1736001,-3.028,-2.08,0.38107,-0.187
1736002,-2.998,-2.07,0.38107,-0.187
1736003,-2.883,-2.01,0.38107,-0.187
1736004,-3.009,-1.98,0.32442,-0.209
1736005,-3.196,-2.06,0.32442,-0.209
1736006,-3.231,-2.06,0.32442,-0.209
1736007,-3.19,-2.01,0.32442,-0.209
1736008,-3.218,-2,0.32442,-0.209
1736009,-3.288,-2.01,0.32442,-0.209
1736010,-2.983,-1.93,0.32442,-0.209
1736011,-2.722,-1.85,0.32442,-0.209
1736012,-2.628,-1.94,0.32442,-0.209
1736013,-2.191,-1.69,0.32442,-0.209
1736014,-2.12,-1.65,0.32442,-0.209
1736015,-1.587,-1.25,0.38107,-0.187
1736016,-1.629,-1.3,0.38107,-0.187
1736017,-1.652,-1.43,0.51122,-0.143
1736018,-1.714,-1.83,0.66142,-0.099
1736019,-1.903,-1.92,0.66142,-0.099
1736020,-2.13,-1.97,0.51122,-0.143
1736021,-2.337,-2.01,0.38107,-0.187
1736022,-2.504,-2.07,0.38107,-0.187
1736023,-3.165,-2.45,0.44342,-0.165
1736024,-3.226,-2.43,0.44342,-0.165
1736025,-3.214,-2.46,0.44342,-0.165
1736026,-3.22,-2.49,0.51122,-0.143
1736027,-3.196,-2.55,0.51122,-0.143
1736028,-1.776,-1.47,0.58407,-0.121
1736029,-2.094,-1.79,0.66142,-0.099
1736030,-2.514,-2.26,0.58407,-0.121
1736031,-2.023,-1.94,0.58407,-0.121
1736032,-1.043,-1.07,0.58407,-0.121
1736033,-2.55,-2.35,0.58407,-0.121
1736034,-2.646,-2.37,0.58407,-0.121
1736035,-2.423,-2.12,0.58407,-0.121
1736036,-2.288,-1.98,0.58407,-0.121
1736037,-2.399,-2.17,0.58407,-0.121
1736038,-2.521,-2.38,0.58407,-0.121
1736039,-1.987,-1.98,0.51122,-0.143
1736040,-0.987,-1.05,0.51122,-0.143
1736041,-0.986,-1.05,0.51122,-0.143
1736042,-2.38,-2.22,0.58407,-0.121
1736043,-2.13,-2.02,0.58407,-0.121
1736044,-1.425,-1.4,0.58407,-0.121
1736045,-1.209,-1.23,0.51122,-0.143
1736046,-0.84,-0.89,0.58407,-0.121
1736047,-0.768,-0.83,0.66142,-0.099
1736048,-0.768,-0.86,0.66142,-0.099
1736050,-1.494,-1.73,0.66142,-0.099
1736055,-0.874,-1.09,0.66142,-0.099
1736092,-2.003,-2.42,0.58407,-0.121
1736093,-1.685,-2.02,0.58407,-0.121
1736094,-1.288,-1.55,0.74256,-0.077
1736095,-1.004,-1.25,0.74256,-0.077
1736096,-1.183,-1.51,0.82667,-0.055
1736097,-0.963,-1.24,0.82667,-0.055
1736098,-1.144,-1.45,0.91281,-0.033
1736099,-0.817,-1.05,0.91281,-0.033
1736100,-0.456,-0.6,0.91281,-0.033
1736101,-0.04,-0.05,1,-0.011
1736102,-0.06,-0.08,1,-0.011
1736103,-0.014,-0.02,1,-0.011
1736104,0.377,0.49,1,0.011
1736105,0.648,0.87,0.82667,0.055
1736106,0.675,0.97,0.82667,0.055
1736107,0.173,0.24,0.91281,0.033
1736108,-0.209,-0.32,1,-0.011
1736109,-0.436,-0.67,1,-0.011
1736110,-0.67,-1.07,1,-0.011
1736111,-0.853,-1.33,1,-0.011
1736112,-0.66,-1.05,0.91281,-0.033
1736113,-0.92,-1.57,0.74256,-0.077
1736114,-0.783,-1.38,0.82667,-0.055
1736115,-0.776,-1.4,0.82667,-0.055
1736116,-0.776,-1.41,0.82667,-0.055
1736117,-0.767,-1.41,0.82667,-0.055
1736140,-1.578,-3.68,0.51122,-0.143
1736141,-1.5,-3.46,0.51122,-0.143
1736142,-1.444,-3.3,0.51122,-0.143
1736143,-1.602,-3.75,0.51122,-0.143
1736144,-1.45,-3.31,0.51122,-0.143
1736145,-1.706,-4.04,0.44342,-0.165
1736146,-1.676,-3.95,0.44342,-0.165
1736147,-1.842,-4.43,0.44342,-0.165
1738367,-1.59,-1.59,0.74256,-0.077
1738368,-1.275,-1.17,0.74256,-0.077
1738369,-0.98,-0.88,0.74256,-0.077
1738370,-1.6,-1.44,0.74256,-0.077
1738371,-1.485,-1.35,0.74256,-0.077
1738372,-1.52,-1.4,0.74256,-0.077
1738373,-1.065,-0.96,0.74256,-0.077
1738374,-0.851,-0.76,0.74256,-0.077
1738375,-0.984,-0.81,0.82667,-0.055
1738376,-1.022,-0.8,0.74256,-0.077
1738377,-1.079,-0.79,0.74256,-0.077
1738378,-1.112,-0.78,0.74256,-0.077
1738379,-1.144,-0.76,0.66142,-0.099
1738380,-1.242,-0.8,0.66142,-0.099
1738381,-2.792,-1.72,0.58407,-0.121
1738382,-2.522,-1.51,0.58407,-0.121
1738383,-2.682,-1.62,0.58407,-0.121
1738384,-2.004,-1.21,0.58407,-0.121
1738385,-2.034,-1.29,0.58407,-0.121
1738386,-2.033,-1.29,0.58407,-0.121
1738387,-1.999,-1.21,0.44342,-0.165
1738388,-2.04,-1.18,0.38107,-0.187
1738389,-2.42,-1.34,0.44342,-0.165
1738390,-2.027,-1.12,0.38107,-0.187
1738391,-2.237,-1.26,0.38107,-0.187
1738392,-2.389,-1.38,0.38107,-0.187
1738393,-2.524,-1.5,0.38107,-0.187
1738394,-2.632,-1.62,0.38107,-0.187
1738395,-3.12,-1.81,0.32442,-0.209
1738396,-3.381,-1.93,0.32442,-0.209
1738397,-3.418,-1.98,0.32442,-0.209
1738398,-3.341,-1.97,0.32442,-0.209
1738399,-3.194,-1.93,0.32442,-0.209
1738400,-3.193,-1.98,0.32442,-0.209
1738401,-3.141,-2.01,0.32442,-0.209
1738402,-3.103,-2.03,0.32442,-0.209
1738403,-2.935,-2.02,0.38107,-0.187
1738404,-2.682,-1.98,0.38107,-0.187
1738405,-2.867,-1.95,0.32442,-0.209
1738406,-2.901,-1.95,0.32442,-0.209
1738407,-3.259,-2.1,0.32442,-0.209
1738408,-3.315,-2.08,0.32442,-0.209
1738409,-3.275,-2.04,0.32442,-0.209
1738410,-3.345,-2.04,0.32442,-0.209
1738411,-3.268,-2.01,0.32442,-0.209
1738412,-2.995,-1.94,0.32442,-0.209
1738413,-2.367,-1.65,0.38107,-0.187
1738414,-2.05,-1.53,0.38107,-0.187
1738415,-1.515,-1.21,0.38107,-0.187
1738416,-1.546,-1.25,0.35131,-0.198
1738417,-1.614,-1.31,0.38107,-0.187
1738418,-1.668,-1.38,0.44342,-0.165
1738419,-1.715,-1.5,0.51122,-0.143
1738420,-1.763,-1.88,0.66142,-0.099
1738421,-1.996,-1.93,0.51122,-0.143
1738422,-2.178,-2,0.51122,-0.143
1738423,-2.353,-2.07,0.51122,-0.143
1738424,-3.112,-2.5,0.51122,-0.143
1738425,-3.205,-2.45,0.44342,-0.165
1738426,-3.219,-2.47,0.51122,-0.143
1738427,-3.206,-2.51,0.51122,-0.143
1738428,-3.197,-2.55,0.51122,-0.143
1738429,-1.84,-1.48,0.51122,-0.143
1738430,-2.009,-1.66,0.66142,-0.099
1738431,-2.353,-2.01,0.58407,-0.121
1738432,-2.677,-2.37,0.58407,-0.121
1738433,-1.593,-1.51,0.66142,-0.099
1738434,-0.696,-0.71,0.58407,-0.121
1738435,-0.97,-0.97,0.58407,-0.121
1738436,-1.945,-1.81,0.58407,-0.121
1738437,-2.587,-2.35,0.58407,-0.121
1738438,-2.518,-2.21,0.58407,-0.121
1738439,-2.288,-2.08,0.58407,-0.121
1738440,-1.517,-1.44,0.58407,-0.121
1738441,-0.965,-0.96,0.58407,-0.121
1738442,-1.076,-1.13,0.66142,-0.099
1738443,-1.099,-1.13,0.58407,-0.121
1738444,-1.718,-1.66,0.58407,-0.121
1738445,-1.26,-1.25,0.58407,-0.121
1738446,-1.179,-1.19,0.58407,-0.121
1738447,-0.983,-1.03,0.58407,-0.121
1738448,-0.761,-0.82,0.66142,-0.099
1738495,-1.732,-2.16,0.58407,-0.121
1738496,-1.395,-1.76,0.74256,-0.077
1738497,-1.01,-1.28,0.74256,-0.077
1738498,-1.143,-1.46,0.82667,-0.055
1738499,-0.733,-0.96,0.82667,-0.055
1738500,-0.949,-1.27,0.82667,-0.055
1738501,-0.946,-1.27,0.91281,-0.033
1738502,-0.551,-0.75,1,-0.011
1738503,-0.146,-0.2,1,-0.011
1738504,-0.367,-0.48,1,-0.011
1738505,-0.138,-0.18,1,-0.011
1738506,0.18,0.24,0.91281,0.033
1738507,0.774,1.12,0.82667,0.055
1738508,0.691,1.03,0.82667,0.055
1738509,0.592,0.9,0.91281,0.033
1738510,0.273,0.41,1,0.011
1738511,-0.334,-0.51,1,-0.011
1738512,-0.459,-0.71,1,-0.011
1738513,-0.499,-0.82,1,-0.011
1738514,-0.723,-1.15,0.91281,-0.033
1738515,-1.069,-1.74,0.66142,-0.099
1738516,-0.762,-1.33,0.74256,-0.077
1738543,-1.674,-3.95,0.51122,-0.143
1738544,-1.688,-3.99,0.51122,-0.143
1738545,-1.676,-3.95,0.51122,-0.143
1738546,-1.726,-4.09,0.51122,-0.143
1738547,-1.79,-4.28,0.44342,-0.165
1738548,-1.766,-4.2,0.44342,-0.165
1738549,-1.77,-4.21,0.44342,-0.165
1740770,-0.675,-0.67,0.82667,-0.055
1740771,-0.594,-0.55,0.74256,-0.077
1740772,-0.71,-0.73,0.91281,-0.033
1740773,-0.763,-0.74,0.91281,-0.033
1740774,-1.22,-1.12,0.74256,-0.077
1740775,-1.29,-1.2,0.74256,-0.077
1740776,-1.035,-0.87,0.82667,-0.055
1740777,-1.143,-0.9,0.82667,-0.055
1740778,-1.176,-0.89,0.82667,-0.055
1740779,-1.195,-0.87,0.66142,-0.099
1740780,-1.239,-0.86,0.66142,-0.099
1740781,-1.213,-0.81,0.66142,-0.099
1740782,-2.478,-1.56,0.58407,-0.121
1740783,-2.124,-1.33,0.58407,-0.121
1740784,-2.142,-1.32,0.58407,-0.121
1740785,-2.043,-1.31,0.58407,-0.121
1740786,-2.034,-1.28,0.58407,-0.121
1740787,-2.06,-1.37,0.58407,-0.121
1740788,-2.045,-1.32,0.51122,-0.143
1740789,-2.051,-1.27,0.44342,-0.165
1740790,-2.191,-1.28,0.44342,-0.165
1740791,-2.557,-1.44,0.44342,-0.165
1740792,-2.659,-1.52,0.44342,-0.165
1740793,-2.079,-1.22,0.38107,-0.187
1740794,-2.307,-1.37,0.38107,-0.187
1740795,-2.396,-1.47,0.38107,-0.187
1740796,-2.599,-1.6,0.38107,-0.187
1740797,-3.054,-1.78,0.32442,-0.209
1740798,-3.006,-1.76,0.32442,-0.209
1740799,-3.044,-1.81,0.32442,-0.209
1740800,-2.967,-1.82,0.32442,-0.209
1740801,-2.97,-1.87,0.32442,-0.209
1740802,-2.962,-1.91,0.32442,-0.209
1740803,-2.868,-1.93,0.38107,-0.187
1740804,-2.781,-1.94,0.38107,-0.187
1740805,-2.682,-1.93,0.38107,-0.187
1740806,-2.634,-1.91,0.38107,-0.187
1740807,-2.782,-1.9,0.32442,-0.209
1740808,-2.926,-1.93,0.32442,-0.209
1740809,-3.377,-2.14,0.32442,-0.209
1740810,-3.31,-2.08,0.32442,-0.209
1740811,-3.298,-2,0.32442,-0.209
1740812,-3.17,-1.92,0.38107,-0.187
1740813,-2.983,-1.85,0.38107,-0.187
1740814,-2.93,-1.87,0.38107,-0.187
1740815,-2.607,-1.75,0.38107,-0.187
1740816,-2.16,-1.57,0.38107,-0.187
1740817,-1.613,-1.26,0.38107,-0.187
1740818,-1.595,-1.33,0.51122,-0.143
1740819,-1.63,-1.4,0.51122,-0.143
1740820,-1.706,-1.47,0.51122,-0.143
1740821,-1.754,-1.58,0.51122,-0.143
1740822,-1.835,-1.7,0.66142,-0.099
1740823,-2.016,-2,0.58407,-0.121
1740824,-2.238,-2.03,0.51122,-0.143
1740825,-3.065,-2.54,0.51122,-0.143
1740826,-3.176,-2.48,0.51122,-0.143
1740827,-3.175,-2.5,0.51122,-0.143
1740828,-3.177,-2.53,0.51122,-0.143
1740829,-3.205,-2.54,0.51122,-0.143
1740830,-2.05,-1.65,0.51122,-0.143
1740831,-2.03,-1.69,0.66142,-0.099
1740832,-2.211,-1.85,0.58407,-0.121
1740833,-2.536,-2.17,0.58407,-0.121
1740834,-2.82,-2.49,0.58407,-0.121
1740835,-1.6,-1.48,0.66142,-0.099
1740836,-1.115,-1.08,0.58407,-0.121
1740837,-0.725,-0.74,0.74256,-0.077
1740838,-1.091,-1.06,0.58407,-0.121
1740839,-1.52,-1.4,0.66142,-0.099
1740840,-2.43,-2.17,0.58407,-0.121
1740841,-1.535,-1.44,0.66142,-0.099
1740842,-0.977,-0.95,0.66142,-0.099
1740845,-1.116,-1.16,0.58407,-0.121
1740846,-1.143,-1.17,0.58407,-0.121
1740847,-1.154,-1.16,0.58407,-0.121
1740848,-1.073,-1.11,0.58407,-0.121
1740849,-0.827,-0.87,0.58407,-0.121
1740850,-0.768,-0.84,0.66142,-0.099
1740900,-0.754,-0.99,0.82667,-0.055
1740901,-0.689,-0.92,0.82667,-0.055
1740904,-0.57,-0.76,0.91281,-0.033
1740905,-0.194,-0.27,1,-0.011
1740908,0.366,0.53,1,0.011
1740914,-0.466,-0.74,1,-0.011
